	index	stat_comp	pval_comp	fdr_comp	df.test_comp	df.dna_comp	df.rna.full_comp	df.rna.red_comp	logFC_comp	dupe_info	is_ctrl	tile_type	native_status
2182	1622__WILDTYPE_SNP_INDIV	0.758018188020287	0.38394943807755	0.644481760522618	1.0	26.0	5.0	4.0	-0.19067969360103199	1622	sequence	WILDTYPE_SNP_INDIV	no effect
2183	2420__WILDTYPE_SNP_INDIV	13.7388560548343	0.000210063392171818	0.00690475492488051	1.0	26.0	5.0	4.0	-0.347462026842838	2420	sequence	WILDTYPE_SNP_INDIV	significant effect
2184	1990__WILDTYPE_SNP_INDIV	0.0270294099373132	0.8694113559475319	0.9418295930456451	1.0	26.0	5.0	4.0	0.0285636393843074	1990	sequence	WILDTYPE_SNP_INDIV	no effect
2185	2522__WILDTYPE_SNP_INDIV	0.0075945463354401	0.9305549098194559	0.969587356336952	1.0	26.0	5.0	4.0	0.025983335139967003	2522	sequence	WILDTYPE_SNP_INDIV	no effect
2186	946__WILDTYPE_SNP_INDIV	0.5735384842555501	0.44885623316731393	0.699544645315813	1.0	26.0	5.0	4.0	0.178926967037355	946	sequence	WILDTYPE_SNP_INDIV	no effect
2187	3959__WILDTYPE_SNP_INDIV	1.62762752982053	0.202031508775118	0.46931012185230797	1.0	26.0	5.0	4.0	-0.325548790346112	3959	sequence	WILDTYPE_SNP_INDIV	no effect
2188	3430__WILDTYPE_SNP_INDIV	2.4276574019927497	0.11921092960773	0.35097745471625397	1.0	26.0	5.0	4.0	-0.38019677440744104	3430	sequence	WILDTYPE_SNP_INDIV	no effect
2189	4687__WILDTYPE_SNP_INDIV	0.5682850233627049	0.45094120828603296	0.700458239185179	1.0	24.0	5.0	4.0	0.202701022558283	4687	sequence	WILDTYPE_SNP_INDIV	no effect
2190	1067__WILDTYPE_SNP_INDIV	3.55792551316256	0.0592617573580514	0.23719530739056602	1.0	16.0	5.0	4.0	-1.63851443533587	1067	sequence	WILDTYPE_SNP_INDIV	no effect
2191	4545__WILDTYPE_SNP_INDIV	1.1686395529513898	0.27968095214875	0.552568501178202	1.0	26.0	5.0	4.0	0.279453874358344	4545	sequence	WILDTYPE_SNP_INDIV	no effect
2192	2573__WILDTYPE_SNP_INDIV	1.6481536855972099	0.19921041073903104	0.46589218378977	1.0	26.0	5.0	4.0	-0.31341635091108805	2573	sequence	WILDTYPE_SNP_INDIV	no effect
2193	2930__WILDTYPE_SNP_INDIV	0.848912198749758	0.3568602536860371	0.620947192690099	1.0	20.0	5.0	4.0	-0.5195141710446161	2930	sequence	WILDTYPE_SNP_INDIV	no effect
2194	288__WILDTYPE_SNP_INDIV	0.0573675385203387	0.810706099403396	0.9109291901280491	1.0	26.0	5.0	4.0	-0.0650313958266842	288	sequence	WILDTYPE_SNP_INDIV	no effect
2195	3780__WILDTYPE_SNP_INDIV	2.5752021092343997	0.10855023655369801	0.33478957919100205	1.0	26.0	5.0	4.0	0.338523710811891	3780	sequence	WILDTYPE_SNP_INDIV	no effect
2196	1916__WILDTYPE_SNP_INDIV	1.85272790750196	0.173466455618443	0.42977053201492293	1.0	26.0	5.0	4.0	0.40280878919637897	1916	sequence	WILDTYPE_SNP_INDIV	no effect
2197	2793__WILDTYPE_SNP_INDIV	21.0037826223097	4.583774901551349e-06	0.000372839589026185	1.0	26.0	5.0	4.0	0.733909001184058	2793	sequence	WILDTYPE_SNP_INDIV	significant effect
2198	2300__WILDTYPE_SNP_INDIV	1.7240023298386398	0.189178671385344	0.4514512401682071	1.0	26.0	5.0	4.0	0.39271846448770703	2300	sequence	WILDTYPE_SNP_INDIV	no effect
2199	4482__WILDTYPE_SNP_INDIV	0.22556115888483	0.634834876063903	0.822953152412391	1.0	26.0	5.0	4.0	-0.0766839344989927	4482	sequence	WILDTYPE_SNP_INDIV	no effect
2200	757__WILDTYPE_SNP_INDIV	4.12685885116412	0.0422076268891481	0.19404096462196	1.0	26.0	5.0	4.0	-0.8698752039604128	757	sequence	WILDTYPE_SNP_INDIV	no effect
2201	754__WILDTYPE_SNP_INDIV	0.0823682306768205	0.774113346480926	0.8940164430218158	1.0	26.0	5.0	4.0	0.0647085153801889	754	sequence	WILDTYPE_SNP_INDIV	no effect
2202	2292__WILDTYPE_SNP_INDIV	0.000832511780799905	0.9769816070568541	0.98782035586833	1.0	26.0	5.0	4.0	0.00798196448410882	2292	sequence	WILDTYPE_SNP_INDIV	no effect
2203	1331__WILDTYPE_SNP_INDIV	0.785747789858306	0.37538900545967796	0.6367945695302221	1.0	24.0	5.0	4.0	0.305550187075207	1331	sequence	WILDTYPE_SNP_INDIV	no effect
2204	3414__WILDTYPE_SNP_INDIV	0.0883024624542941	0.766346417899805	0.890216751379109	1.0	24.0	5.0	4.0	0.150773011524746	3414	sequence	WILDTYPE_SNP_INDIV	no effect
2205	2824__WILDTYPE_SNP_INDIV	0.501788402766579	0.4787153658195011	0.721365815746145	1.0	26.0	5.0	4.0	0.190446412365771	2824	sequence	WILDTYPE_SNP_INDIV	no effect
2206	3933__WILDTYPE_SNP_INDIV	7.96952059967941	0.00475715359925156	0.0537513211674242	1.0	22.0	5.0	4.0	1.3806836672416698	3933	sequence	WILDTYPE_SNP_INDIV	no effect
2207	864__WILDTYPE_SNP_INDIV	2.1217950608097498	0.145216256788936	0.391537280285355	1.0	26.0	5.0	4.0	0.47418156720915206	864	sequence	WILDTYPE_SNP_INDIV	no effect
2208	2463__WILDTYPE_SNP_INDIV	12.7488283320404	0.000356232247718631	0.0101759437904864	1.0	26.0	5.0	4.0	1.05609337778337	2463	sequence	WILDTYPE_SNP_INDIV	significant effect
2209	2618__WILDTYPE_SNP_INDIV	0.000334337873482582	0.9854115668448199	0.9922187615232291	1.0	22.0	5.0	4.0	-0.0081869595985945	2618	sequence	WILDTYPE_SNP_INDIV	no effect
2210	1807__WILDTYPE_SNP_INDIV	0.18098755250775897	0.67052592361786	0.839951424547667	1.0	26.0	5.0	4.0	-0.161729351753432	1807	sequence	WILDTYPE_SNP_INDIV	no effect
2211	4326__WILDTYPE_SNP_INDIV	4.31568736953614	0.037762511939474996	0.182316191949236	1.0	21.0	5.0	4.0	-0.874567483926765	4326	sequence	WILDTYPE_SNP_INDIV	no effect
2212	2143__WILDTYPE_SNP_INDIV	0.144327324471305	0.7040164090710649	0.860123183179652	1.0	26.0	5.0	4.0	0.0747460682335724	2143	sequence	WILDTYPE_SNP_INDIV	no effect
2213	3338__WILDTYPE_SNP_INDIV	2.5254994578892798	0.11201930701644999	0.338068924167926	1.0	25.0	5.0	4.0	0.9414386160805359	3338	sequence	WILDTYPE_SNP_INDIV	no effect
2214	2707__WILDTYPE_SNP_INDIV	10.113191923128399	0.0014721178319976	0.0249635811864186	1.0	26.0	5.0	4.0	0.793643754174451	2707	sequence	WILDTYPE_SNP_INDIV	significant effect
2215	3758__WILDTYPE_SNP_INDIV	0.5750436607827399	0.448261631821943	0.699544645315813	1.0	26.0	5.0	4.0	0.147364747946319	3758	sequence	WILDTYPE_SNP_INDIV	no effect
2216	1558__WILDTYPE_SNP_INDIV	0.7488624602908659	0.386836621713327	0.646614053501309	1.0	26.0	5.0	4.0	-0.22559698473847303	1558	sequence	WILDTYPE_SNP_INDIV	no effect
2217	4461__WILDTYPE_SNP_INDIV	2.5165094784993	0.11265971039991399	0.339393565730813	1.0	26.0	5.0	4.0	0.466918697099666	4461	sequence	WILDTYPE_SNP_INDIV	no effect
2218	319__WILDTYPE_SNP_INDIV	0.008583638035815971	0.9261832686845559	0.9682913155839691	1.0	25.0	5.0	4.0	0.022039663525107	319	sequence	WILDTYPE_SNP_INDIV	no effect
2219	1741__WILDTYPE_SNP_INDIV	5.5326395277047595	0.0186649272841552	0.12233264364629902	1.0	26.0	5.0	4.0	0.513726556998007	1741	sequence	WILDTYPE_SNP_INDIV	no effect
2220	2949__WILDTYPE_SNP_INDIV	7.56963157283599	0.00593599168030108	0.0610747177293828	1.0	26.0	5.0	4.0	0.48344709004818104	2949	sequence	WILDTYPE_SNP_INDIV	no effect
2221	1533__WILDTYPE_SNP_INDIV	7.4536816726172805	0.0063306827655737795	0.0634257757661557	1.0	15.0	5.0	4.0	-2.06763158817268	1533	sequence	WILDTYPE_SNP_INDIV	no effect
2222	719__WILDTYPE_SNP_INDIV	4.8282102301553795	0.0279976806873263	0.15314900120063002	1.0	21.0	5.0	4.0	-1.4040911948970902	719	sequence	WILDTYPE_SNP_INDIV	no effect
2223	3394__WILDTYPE_SNP_INDIV	2.29020249053929	0.130192936772924	0.36752700210191996	1.0	26.0	5.0	4.0	0.232743585970468	3394	sequence	WILDTYPE_SNP_INDIV	no effect
2224	66__WILDTYPE_SNP_INDIV	0.032626954444936004	0.856658533430562	0.93328133982594	1.0	11.0	5.0	4.0	0.18821215588426396	66	sequence	WILDTYPE_SNP_INDIV	no effect
2225	1737__WILDTYPE_SNP_INDIV	0.820959899420359	0.364899663236283	0.628103832091436	1.0	26.0	5.0	4.0	0.173192144281388	1737	sequence	WILDTYPE_SNP_INDIV	no effect
2226	1850__WILDTYPE_SNP_INDIV	1.4122081367759198	0.23469017561072503	0.510054190361586	1.0	26.0	5.0	4.0	0.27706828808689804	1850	sequence	WILDTYPE_SNP_INDIV	no effect
2227	4603__WILDTYPE_SNP_INDIV	0.861205686102778	0.353401508751714	0.617616110888375	1.0	12.0	5.0	4.0	0.9411945702128158	4603	sequence	WILDTYPE_SNP_INDIV	no effect
2228	4108__WILDTYPE_SNP_INDIV	1.00871539857098	0.315210786539116	0.5877882329887579	1.0	26.0	5.0	4.0	0.194703002079052	4108	sequence	WILDTYPE_SNP_INDIV	no effect
2229	3772__WILDTYPE_SNP_INDIV	0.008425210741961559	0.9268657262179401	0.9682913155839691	1.0	26.0	5.0	4.0	-0.0256907809037165	3772	sequence	WILDTYPE_SNP_INDIV	no effect
2230	2115__WILDTYPE_SNP_INDIV	6.779838864601739	0.00921932124715073	0.0795746810522956	1.0	26.0	5.0	4.0	0.7986144642277071	2115	sequence	WILDTYPE_SNP_INDIV	no effect
2231	4274__WILDTYPE_SNP_INDIV	1.40420890391545	0.236020132198599	0.510054190361586	1.0	21.0	5.0	4.0	-0.647800382337543	4274	sequence	WILDTYPE_SNP_INDIV	no effect
2232	4350__WILDTYPE_SNP_INDIV	0.44002292311461105	0.507111391557132	0.7420860648502041	1.0	26.0	5.0	4.0	0.0903644128491501	4350	sequence	WILDTYPE_SNP_INDIV	no effect
2233	1341__WILDTYPE_SNP_INDIV	4.65970705884251	0.0308784592943886	0.162662707084271	1.0	26.0	5.0	4.0	0.627441963233556	1341	sequence	WILDTYPE_SNP_INDIV	no effect
2234	3627__WILDTYPE_SNP_INDIV	3.81191467121494	0.0508892470933558	0.215159332842793	1.0	26.0	5.0	4.0	0.6953514027492399	3627	sequence	WILDTYPE_SNP_INDIV	no effect
2235	4106__WILDTYPE_SNP_INDIV	1.38380671711639	0.23945378772837697	0.510274745696485	1.0	26.0	5.0	4.0	0.194090813727843	4106	sequence	WILDTYPE_SNP_INDIV	no effect
2236	2668__WILDTYPE_SNP_INDIV	7.829713762885599	0.00513942379076596	0.0555497629997429	1.0	26.0	5.0	4.0	0.61755194986823	2668	sequence	WILDTYPE_SNP_INDIV	no effect
2237	827__WILDTYPE_SNP_INDIV	11.509353816594698	0.000692468458960659	0.0155726971523873	1.0	26.0	5.0	4.0	0.5504980444832739	827	sequence	WILDTYPE_SNP_INDIV	significant effect
2238	4019__WILDTYPE_SNP_INDIV	0.23180556299303098	0.6301882506684631	0.8200307524289459	1.0	26.0	5.0	4.0	0.0789088478590975	4019	sequence	WILDTYPE_SNP_INDIV	no effect
2239	1465__WILDTYPE_SNP_INDIV	3.75792607755238	0.05255772940002	0.218755024623327	1.0	19.0	5.0	4.0	1.1297634347485501	1465	sequence	WILDTYPE_SNP_INDIV	no effect
2240	69__WILDTYPE_SNP_INDIV	0.934113365410212	0.333796345748193	0.603587599062148	1.0	26.0	5.0	4.0	0.350819356985798	69	sequence	WILDTYPE_SNP_INDIV	no effect
2241	2666__WILDTYPE_SNP_INDIV	5.020632682081441	0.0250470156340006	0.14343750361285001	1.0	20.0	5.0	4.0	-1.62520747735697	2666	sequence	WILDTYPE_SNP_INDIV	no effect
2242	1641__WILDTYPE_SNP_INDIV	3.03482463425439	0.0814953551972845	0.28588904209924604	1.0	23.0	5.0	4.0	-1.26789374805831	1641	sequence	WILDTYPE_SNP_INDIV	no effect
2243	1103__WILDTYPE_SNP_INDIV	0.550488976043198	0.458117967610486	0.706070609049294	1.0	26.0	5.0	4.0	-0.17794148811875302	1103	sequence	WILDTYPE_SNP_INDIV	no effect
2244	1940__WILDTYPE_SNP_INDIV	6.6044577962902595	0.0101723774133457	0.0844588913609791	1.0	26.0	5.0	4.0	0.663712393417742	1940	sequence	WILDTYPE_SNP_INDIV	no effect
2245	4367__WILDTYPE_SNP_INDIV	0.971655271400323	0.324267705688138	0.5973745564673221	1.0	26.0	5.0	4.0	0.144800816768422	4367	sequence	WILDTYPE_SNP_INDIV	no effect
2246	975__WILDTYPE_SNP_INDIV	5.59619195832715	0.0179995598686341	0.11940310111141499	1.0	25.0	5.0	4.0	0.7535804000124559	975	sequence	WILDTYPE_SNP_INDIV	no effect
2247	3551__WILDTYPE_SNP_INDIV	0.270635672449316	0.602905676326688	0.8035131409604549	1.0	26.0	5.0	4.0	0.10798386940454302	3551	sequence	WILDTYPE_SNP_INDIV	no effect
2248	3447__WILDTYPE_SNP_INDIV	0.0152290347568851	0.901785625582724	0.9557573359477679	1.0	26.0	5.0	4.0	-0.0247840095275915	3447	sequence	WILDTYPE_SNP_INDIV	no effect
2249	244__WILDTYPE_SNP_INDIV	1.2455899436586202	0.26439644872468504	0.536524649567758	1.0	26.0	5.0	4.0	-0.248894472944093	244	sequence	WILDTYPE_SNP_INDIV	no effect
2250	366__WILDTYPE_SNP_INDIV	0.6078809887258101	0.43558677266573	0.6909544378789051	1.0	26.0	5.0	4.0	-0.14326628725935298	366	sequence	WILDTYPE_SNP_INDIV	no effect
2251	453__WILDTYPE_SNP_INDIV	8.25417921665803	0.00406582868892385	0.0487797796953639	1.0	26.0	5.0	4.0	0.888982448393539	453	sequence	WILDTYPE_SNP_INDIV	significant effect
2252	484__WILDTYPE_SNP_INDIV	0.5256487584620121	0.468441978601359	0.713130765090756	1.0	26.0	5.0	4.0	0.19804905219155397	484	sequence	WILDTYPE_SNP_INDIV	no effect
2253	4260__WILDTYPE_SNP_INDIV	3.09887673483263	0.0783463342752987	0.280375882317046	1.0	26.0	5.0	4.0	-0.22348902539759805	4260	sequence	WILDTYPE_SNP_INDIV	no effect
2254	782__WILDTYPE_SNP_INDIV	4.2706332647669605	0.0387764768242563	0.18442845617404002	1.0	22.0	5.0	4.0	1.1488043725868202	782	sequence	WILDTYPE_SNP_INDIV	no effect
2255	3502__WILDTYPE_SNP_INDIV	0.66037474804989	0.41642767430412503	0.674236305325741	1.0	26.0	5.0	4.0	0.17239683623097699	3502	sequence	WILDTYPE_SNP_INDIV	no effect
2256	4656__WILDTYPE_SNP_INDIV	0.393196232486844	0.530624092957336	0.758553774829388	1.0	26.0	5.0	4.0	-0.0904540172695577	4656	sequence	WILDTYPE_SNP_INDIV	no effect
2257	2543__WILDTYPE_SNP_INDIV	5.934166332107449	0.0148500918679288	0.107337510990216	1.0	26.0	5.0	4.0	0.41484472187481103	2543	sequence	WILDTYPE_SNP_INDIV	no effect
2258	969__WILDTYPE_SNP_INDIV	4.35958925189175	0.0368011775514606	0.179663124180528	1.0	25.0	5.0	4.0	0.7155115276253959	969	sequence	WILDTYPE_SNP_INDIV	no effect
2259	737__WILDTYPE_SNP_INDIV	0.0722641977783951	0.7880681942038271	0.899720605450721	1.0	26.0	5.0	4.0	-0.0760930268370952	737	sequence	WILDTYPE_SNP_INDIV	no effect
2260	2158__WILDTYPE_SNP_INDIV	3.1562671984506805	0.0756359459492632	0.274774341113182	1.0	26.0	5.0	4.0	0.36934237149190097	2158	sequence	WILDTYPE_SNP_INDIV	no effect
2261	226__WILDTYPE_SNP_INDIV	2.30248910108639	0.129166859597	0.36602419119441904	1.0	26.0	5.0	4.0	-0.47180657763197	226	sequence	WILDTYPE_SNP_INDIV	no effect
2262	2557__WILDTYPE_SNP_INDIV	0.514890427018884	0.47302945662655504	0.717016106143363	1.0	10.0	5.0	4.0	0.604913202964926	2557	sequence	WILDTYPE_SNP_INDIV	no effect
2263	1206__WILDTYPE_SNP_INDIV	1.43759285917804	0.23052926565256499	0.505626117854962	1.0	26.0	5.0	4.0	0.265563800332624	1206	sequence	WILDTYPE_SNP_INDIV	no effect
2264	4532__WILDTYPE_SNP_INDIV	13.5781103781864	0.00022883848386416898	0.00732130589376097	1.0	18.0	5.0	4.0	2.16879740022749	4532	sequence	WILDTYPE_SNP_INDIV	significant effect
2265	926__WILDTYPE_SNP_INDIV	3.60394267309402	0.0576427123334009	0.23304749493512303	1.0	26.0	5.0	4.0	0.296148838136289	926	sequence	WILDTYPE_SNP_INDIV	no effect
2266	1336__WILDTYPE_SNP_INDIV	0.7565386319172379	0.384413924353411	0.6448235259625389	1.0	18.0	5.0	4.0	0.797184878088835	1336	sequence	WILDTYPE_SNP_INDIV	no effect
2267	2227__WILDTYPE_SNP_INDIV	1.62210095281307	0.20279908838479802	0.470388025692918	1.0	26.0	5.0	4.0	0.26106369849718697	2227	sequence	WILDTYPE_SNP_INDIV	no effect
2268	3646__WILDTYPE_SNP_INDIV	0.0790090137411426	0.7786448831472191	0.896062921222491	1.0	26.0	5.0	4.0	-0.0475893211860293	3646	sequence	WILDTYPE_SNP_INDIV	no effect
2269	3693__WILDTYPE_SNP_INDIV	0.89353489444602	0.34452117940343296	0.611674857549788	1.0	26.0	5.0	4.0	0.345636140721984	3693	sequence	WILDTYPE_SNP_INDIV	no effect
2270	3211__WILDTYPE_SNP_INDIV	0.203716272905694	0.651737752425418	0.832116900779255	1.0	26.0	5.0	4.0	0.07088511491242999	3211	sequence	WILDTYPE_SNP_INDIV	no effect
2271	4037__WILDTYPE_SNP_INDIV	1.26954403174113	0.259852236656583	0.531994485799699	1.0	26.0	5.0	4.0	-0.12412891358486398	4037	sequence	WILDTYPE_SNP_INDIV	no effect
2272	4373__WILDTYPE_SNP_INDIV	3.27282065742702	0.0704364201069066	0.262849440196769	1.0	26.0	5.0	4.0	0.30535004886925	4373	sequence	WILDTYPE_SNP_INDIV	no effect
2273	2362__WILDTYPE_SNP_INDIV	0.227745131172014	0.633200843597599	0.822474147968345	1.0	26.0	5.0	4.0	-0.148744448623756	2362	sequence	WILDTYPE_SNP_INDIV	no effect
2274	3356__WILDTYPE_SNP_INDIV	0.007115641257541941	0.9327747724797409	0.970385027775911	1.0	26.0	5.0	4.0	-0.0317076372500698	3356	sequence	WILDTYPE_SNP_INDIV	no effect
2275	4159__WILDTYPE_SNP_INDIV	5.13810584617431	0.0234061724171521	0.13782358457657998	1.0	20.0	5.0	4.0	-1.3666883660321598	4159	sequence	WILDTYPE_SNP_INDIV	no effect
2276	4171__WILDTYPE_SNP_INDIV	2.53896393093964	0.111067645663761	0.33749397065155795	1.0	26.0	5.0	4.0	0.253348272050574	4171	sequence	WILDTYPE_SNP_INDIV	no effect
2277	3484__WILDTYPE_SNP_INDIV	1.8905702073903998	0.16913762194225798	0.423350893202618	1.0	22.0	5.0	4.0	0.527250678707631	3484	sequence	WILDTYPE_SNP_INDIV	no effect
2278	641__WILDTYPE_SNP_INDIV	0.26850009590305	0.604339699722074	0.8035131409604549	1.0	6.0	5.0	4.0	-0.706727477104887	641	sequence	WILDTYPE_SNP_INDIV	no effect
2279	2183__WILDTYPE_SNP_INDIV	0.7105079323614519	0.399275242224764	0.657783002896204	1.0	26.0	5.0	4.0	0.14608519541925302	2183	sequence	WILDTYPE_SNP_INDIV	no effect
2280	2702__WILDTYPE_SNP_INDIV	0.0458716186508354	0.8304093383368071	0.922043096459179	1.0	12.0	5.0	4.0	-0.295217676097908	2702	sequence	WILDTYPE_SNP_INDIV	no effect
2281	3511__WILDTYPE_SNP_INDIV	0.17442373594076302	0.6762098508223959	0.842929194743881	1.0	26.0	5.0	4.0	-0.19001675468865498	3511	sequence	WILDTYPE_SNP_INDIV	no effect
2282	338__WILDTYPE_SNP_INDIV	1.5167219547315702	0.218116233980595	0.49119653067708796	1.0	24.0	5.0	4.0	0.516829047311788	338	sequence	WILDTYPE_SNP_INDIV	no effect
2283	4440__WILDTYPE_SNP_INDIV	13.9824179061291	0.000184528154698227	0.0064170334376579	1.0	26.0	5.0	4.0	1.09773886913212	4440	sequence	WILDTYPE_SNP_INDIV	significant effect
2284	2799__WILDTYPE_SNP_INDIV	11.340368348933001	0.000758402797888966	0.0166190640505441	1.0	25.0	5.0	4.0	-1.86149953387883	2799	sequence	WILDTYPE_SNP_INDIV	significant effect
2285	1477__WILDTYPE_SNP_INDIV	0.0893415164380258	0.765015955971293	0.888937426805384	1.0	15.0	5.0	4.0	0.299836366710838	1477	sequence	WILDTYPE_SNP_INDIV	no effect
2286	521__WILDTYPE_SNP_INDIV	0.00712295335529234	0.932740322611269	0.970385027775911	1.0	26.0	5.0	4.0	0.0357434492167395	521	sequence	WILDTYPE_SNP_INDIV	no effect
2287	4660__WILDTYPE_SNP_INDIV	4.8246425605698295	0.0280556818583055	0.153173170919236	1.0	26.0	5.0	4.0	0.43688703925214595	4660	sequence	WILDTYPE_SNP_INDIV	no effect
2288	2030__WILDTYPE_SNP_INDIV	5.234528828594651	0.0221428053467034	0.133641900462251	1.0	26.0	5.0	4.0	0.683987786828287	2030	sequence	WILDTYPE_SNP_INDIV	no effect
2289	477__WILDTYPE_SNP_INDIV	0.295353507451182	0.5868101251697649	0.792212771124748	1.0	24.0	5.0	4.0	-0.253630186587194	477	sequence	WILDTYPE_SNP_INDIV	no effect
2290	1981__WILDTYPE_SNP_INDIV	6.55140804676921	0.0104801189962553	0.0851582085083239	1.0	26.0	5.0	4.0	0.695593453649192	1981	sequence	WILDTYPE_SNP_INDIV	no effect
2291	493__WILDTYPE_SNP_INDIV	5.25397061358171	0.0218967500543832	0.132679928675486	1.0	24.0	5.0	4.0	-0.972569439045542	493	sequence	WILDTYPE_SNP_INDIV	no effect
2292	765__WILDTYPE_SNP_INDIV	2.10123776008277	0.147179951501379	0.39393005424156	1.0	25.0	5.0	4.0	0.571069421463459	765	sequence	WILDTYPE_SNP_INDIV	no effect
2293	291__WILDTYPE_SNP_INDIV	0.645990225650621	0.42154993710473604	0.6771213931902729	1.0	26.0	5.0	4.0	0.18498739379719198	291	sequence	WILDTYPE_SNP_INDIV	no effect
2294	4394__WILDTYPE_SNP_INDIV	0.297908083009133	0.5851968465558111	0.792212771124748	1.0	14.0	5.0	4.0	0.54840486678055	4394	sequence	WILDTYPE_SNP_INDIV	no effect
2295	3969__WILDTYPE_SNP_INDIV	1.40188220096798	0.236408682943772	0.510054190361586	1.0	26.0	5.0	4.0	0.23097787918822602	3969	sequence	WILDTYPE_SNP_INDIV	no effect
2296	1404__WILDTYPE_SNP_INDIV	0.665496781071397	0.414626053741786	0.6722264972658211	1.0	26.0	5.0	4.0	0.16520827000445598	1404	sequence	WILDTYPE_SNP_INDIV	no effect
2297	985__WILDTYPE_SNP_INDIV	2.22369727239584	0.135907248344914	0.376787339576687	1.0	26.0	5.0	4.0	0.335947581480427	985	sequence	WILDTYPE_SNP_INDIV	no effect
2298	3364__WILDTYPE_SNP_INDIV	0.229669671220108	0.631768870522078	0.8214193469616509	1.0	26.0	5.0	4.0	-0.106473127109135	3364	sequence	WILDTYPE_SNP_INDIV	no effect
2299	645__WILDTYPE_SNP_INDIV	0.290401042320354	0.58996364751065	0.794844341494557	1.0	15.0	5.0	4.0	-0.46771014746957795	645	sequence	WILDTYPE_SNP_INDIV	no effect
2300	2762__WILDTYPE_SNP_INDIV	1.3948196130265802	0.237592865620197	0.510054190361586	1.0	23.0	5.0	4.0	0.46252588156830293	2762	sequence	WILDTYPE_SNP_INDIV	no effect
2301	2304__WILDTYPE_SNP_INDIV	0.0665707524151458	0.7963968081039691	0.9041112288634441	1.0	26.0	5.0	4.0	0.0670206973947429	2304	sequence	WILDTYPE_SNP_INDIV	no effect
2302	543__WILDTYPE_SNP_INDIV	0.18579247606919602	0.666441821130165	0.839565618753366	1.0	16.0	5.0	4.0	0.254943834320616	543	sequence	WILDTYPE_SNP_INDIV	no effect
2303	3137__WILDTYPE_SNP_INDIV	4.9525047151869295	0.0260528973371612	0.14674630788854098	1.0	26.0	5.0	4.0	0.44778170399291406	3137	sequence	WILDTYPE_SNP_INDIV	no effect
2304	559__WILDTYPE_SNP_INDIV	0.515881394992448	0.4726038691331261	0.7168523141544741	1.0	26.0	5.0	4.0	0.21781869173245003	559	sequence	WILDTYPE_SNP_INDIV	no effect
2305	3435__WILDTYPE_SNP_INDIV	3.92597605247283	0.047545582861720996	0.20818544904507197	1.0	23.0	5.0	4.0	1.08457921592264	3435	sequence	WILDTYPE_SNP_INDIV	no effect
2306	3064__WILDTYPE_SNP_INDIV	67.230015267507	2.4160757314608905e-16	7.72983162352054e-14	1.0	26.0	5.0	4.0	1.26432567187152	3064	sequence	WILDTYPE_SNP_INDIV	significant effect
2307	1004__WILDTYPE_SNP_INDIV	0.0567713969380748	0.8116736342871759	0.91137617476466	1.0	26.0	5.0	4.0	0.0499776328267849	1004	sequence	WILDTYPE_SNP_INDIV	no effect
2308	2040__WILDTYPE_SNP_INDIV	0.62783859084675	0.428149243054265	0.68418534934314	1.0	25.0	5.0	4.0	-0.29184696836337104	2040	sequence	WILDTYPE_SNP_INDIV	no effect
2309	2439__WILDTYPE_SNP_INDIV	10.2346898233814	0.00137823787443462	0.0244969020718953	1.0	19.0	5.0	4.0	2.18355915437124	2439	sequence	WILDTYPE_SNP_INDIV	significant effect
2310	2014__WILDTYPE_SNP_INDIV	4.00344208912566	0.0454074429102278	0.202509326340824	1.0	26.0	5.0	4.0	-0.41590359137511107	2014	sequence	WILDTYPE_SNP_INDIV	no effect
2311	165__WILDTYPE_SNP_INDIV	0.008259803204964559	0.9275851932270319	0.9682913155839691	1.0	26.0	5.0	4.0	-0.0237699040683002	165	sequence	WILDTYPE_SNP_INDIV	no effect
2312	1747__WILDTYPE_SNP_INDIV	0.000751340079204965	0.9781322571342259	0.988281045781355	1.0	26.0	5.0	4.0	0.00547764496727481	1747	sequence	WILDTYPE_SNP_INDIV	no effect
2313	3255__WILDTYPE_SNP_INDIV	0.11737091225290901	0.731903627252725	0.873515420837062	1.0	26.0	5.0	4.0	-0.145866077044443	3255	sequence	WILDTYPE_SNP_INDIV	no effect
2314	2501__WILDTYPE_SNP_INDIV	2.39822184282707	0.12147325534033399	0.35515423127843604	1.0	26.0	5.0	4.0	-0.544161796855574	2501	sequence	WILDTYPE_SNP_INDIV	no effect
2315	332__WILDTYPE_SNP_INDIV	5.3979215125191295	0.0201607472263892	0.127316980326362	1.0	26.0	5.0	4.0	0.7095159848049599	332	sequence	WILDTYPE_SNP_INDIV	no effect
2316	4311__WILDTYPE_SNP_INDIV	0.00130907665584346	0.971137904803056	0.9866242024309692	1.0	25.0	5.0	4.0	-0.0135557014251252	4311	sequence	WILDTYPE_SNP_INDIV	no effect
2317	2994__WILDTYPE_SNP_INDIV	0.100802509727259	0.7508687082033871	0.883022829171761	1.0	22.0	5.0	4.0	0.15276108197224697	2994	sequence	WILDTYPE_SNP_INDIV	no effect
2318	3017__WILDTYPE_SNP_INDIV	0.9509052538892321	0.32948897973424396	0.5996274606540151	1.0	26.0	5.0	4.0	-0.320951552875397	3017	sequence	WILDTYPE_SNP_INDIV	no effect
