	index	stat_comp	pval_comp	fdr_comp	df.test_comp	df.dna_comp	df.rna.full_comp	df.rna.red_comp	logFC_comp	dupe_info	is_ctrl	tile_type	native_status
2881	4104__WILDTYPE_SNP_INDIV	0.933773096413461	0.333884403788199	0.47015776284971705	1.0	25.0	5.0	4.0	-0.15036637480411802	4104	sequence	WILDTYPE_SNP_INDIV	no effect
2882	4488__WILDTYPE_SNP_INDIV	16.4003828454634	5.127487219181839e-05	0.00035103566346706403	1.0	26.0	5.0	4.0	0.33650456496389597	4488	sequence	WILDTYPE_SNP_INDIV	significant effect
2883	3849__WILDTYPE_SNP_INDIV	19.9485319007817	7.9555017462748e-06	7.08039655418458e-05	1.0	26.0	5.0	4.0	0.473386593916914	3849	sequence	WILDTYPE_SNP_INDIV	significant effect
2884	297__WILDTYPE_SNP_INDIV	11.2846603324829	0.000781501297078272	0.00347125252657872	1.0	26.0	5.0	4.0	0.35997470697577605	297	sequence	WILDTYPE_SNP_INDIV	significant effect
2885	76__WILDTYPE_SNP_INDIV	14.8186494426795	0.00011835923430805401	0.000698813857597674	1.0	26.0	5.0	4.0	-0.28849648441851394	76	sequence	WILDTYPE_SNP_INDIV	significant effect
2886	1221__WILDTYPE_SNP_INDIV	0.8632437394790029	0.352832543416566	0.489626127196905	1.0	26.0	5.0	4.0	-0.0924956031345111	1221	sequence	WILDTYPE_SNP_INDIV	no effect
2887	3968__WILDTYPE_SNP_INDIV	9.45005879910013	0.00211142331794234	0.00801540321171475	1.0	26.0	5.0	4.0	-0.308446824858645	3968	sequence	WILDTYPE_SNP_INDIV	significant effect
2888	605__WILDTYPE_SNP_INDIV	2.25421182141758	0.133251285001133	0.23448033853536798	1.0	8.0	5.0	4.0	-0.5662193454590451	605	sequence	WILDTYPE_SNP_INDIV	no effect
2889	3260__WILDTYPE_SNP_INDIV	1.2869951235038601	0.256602450439786	0.387078272697304	1.0	26.0	5.0	4.0	0.14237824807799	3260	sequence	WILDTYPE_SNP_INDIV	no effect
2890	1933__WILDTYPE_SNP_INDIV	6.79725872191648	0.00912979437463393	0.0271269790347583	1.0	26.0	5.0	4.0	-0.32199056185564695	1933	sequence	WILDTYPE_SNP_INDIV	significant effect
2891	1924__WILDTYPE_SNP_INDIV	1.03837126181475	0.30820057607189	0.443609454507788	1.0	24.0	5.0	4.0	0.106730078071881	1924	sequence	WILDTYPE_SNP_INDIV	no effect
2892	2825__WILDTYPE_SNP_INDIV	1.58157655040259	0.20853375023005605	0.32913405701334997	1.0	26.0	5.0	4.0	-0.147038614492949	2825	sequence	WILDTYPE_SNP_INDIV	no effect
2893	173__WILDTYPE_SNP_INDIV	0.0417733177800983	0.838052479859885	0.897433203700225	1.0	26.0	5.0	4.0	0.0264934923564987	173	sequence	WILDTYPE_SNP_INDIV	no effect
2894	2545__WILDTYPE_SNP_INDIV	3.0407976052757997	0.0811960128866094	0.159406878240623	1.0	11.0	5.0	4.0	-0.7423006336631071	2545	sequence	WILDTYPE_SNP_INDIV	no effect
2895	4570__WILDTYPE_SNP_INDIV	31.650182751666797	1.84597225515293e-08	3.63596010584631e-07	1.0	26.0	5.0	4.0	-0.71535805529368	4570	sequence	WILDTYPE_SNP_INDIV	significant effect
2896	903__WILDTYPE_SNP_INDIV	0.508594287478445	0.475748012238248	0.6068141737250389	1.0	26.0	5.0	4.0	-0.0665997102661695	903	sequence	WILDTYPE_SNP_INDIV	no effect
2897	3158__WILDTYPE_SNP_INDIV	4.18905171895585	0.0406858493324412	0.0918441483756282	1.0	26.0	5.0	4.0	0.196747725735126	3158	sequence	WILDTYPE_SNP_INDIV	no effect
2898	1832__WILDTYPE_SNP_INDIV	0.000972276989159582	0.975124908093746	0.9846982630633371	1.0	26.0	5.0	4.0	0.004576558977806021	1832	sequence	WILDTYPE_SNP_INDIV	no effect
2899	3391__WILDTYPE_SNP_INDIV	0.7112429735234399	0.39903148339993605	0.535383950089362	1.0	26.0	5.0	4.0	0.0912860502374901	3391	sequence	WILDTYPE_SNP_INDIV	no effect
2900	681__WILDTYPE_SNP_INDIV	8.75143993656366	0.00309357691208955	0.0110458622878918	1.0	26.0	5.0	4.0	0.243623190992705	681	sequence	WILDTYPE_SNP_INDIV	significant effect
2901	2201__WILDTYPE_SNP_INDIV	6.98777246956752	0.00820684270975787	0.0248375856820506	1.0	26.0	5.0	4.0	0.18675968187636602	2201	sequence	WILDTYPE_SNP_INDIV	significant effect
2902	3879__WILDTYPE_SNP_INDIV	5.31451125845138	0.0211485252508783	0.0541790044540091	1.0	24.0	5.0	4.0	-0.277177007610853	3879	sequence	WILDTYPE_SNP_INDIV	no effect
2903	3120__WILDTYPE_SNP_INDIV	6.42233056497685	0.0112694173284801	0.0320857936496892	1.0	25.0	5.0	4.0	-0.413278795308676	3120	sequence	WILDTYPE_SNP_INDIV	significant effect
2904	4196__WILDTYPE_SNP_INDIV	4.13677490401039	0.0419610419944768	0.0944565657262086	1.0	18.0	5.0	4.0	-0.41300205662009204	4196	sequence	WILDTYPE_SNP_INDIV	no effect
2905	95__WILDTYPE_SNP_INDIV	1.79561337417999	0.18024372251901702	0.294927046240264	1.0	23.0	5.0	4.0	-0.20053068885548897	95	sequence	WILDTYPE_SNP_INDIV	no effect
2906	2412__WILDTYPE_SNP_INDIV	5.354447373000309	0.0206694838232331	0.0531501012597423	1.0	26.0	5.0	4.0	-0.278156958920408	2412	sequence	WILDTYPE_SNP_INDIV	no effect
2907	1429__WILDTYPE_SNP_INDIV	6.633811091651809	0.0100060955472306	0.0290219041641463	1.0	12.0	5.0	4.0	-0.7888494794887991	1429	sequence	WILDTYPE_SNP_INDIV	significant effect
2908	340__WILDTYPE_SNP_INDIV	42.9682422959272	5.56356968543004e-11	2.0889465553263103e-09	1.0	26.0	5.0	4.0	-0.705855229091876	340	sequence	WILDTYPE_SNP_INDIV	significant effect
2909	4086__WILDTYPE_SNP_INDIV	7.427240766191059	0.0064243774678233	0.0201933015764282	1.0	26.0	5.0	4.0	-0.27972009267208503	4086	sequence	WILDTYPE_SNP_INDIV	significant effect
2910	749__WILDTYPE_SNP_INDIV	1.83973043135802	0.174982545625229	0.28869416899239597	1.0	24.0	5.0	4.0	0.249452431831665	749	sequence	WILDTYPE_SNP_INDIV	no effect
2911	1935__WILDTYPE_SNP_INDIV	8.15471747528341	0.0042949290460514	0.0144244786829651	1.0	25.0	5.0	4.0	0.5333575456480261	1935	sequence	WILDTYPE_SNP_INDIV	significant effect
2912	1687__WILDTYPE_SNP_INDIV	12.509163472262099	0.000404960883046444	0.00201058058256323	1.0	26.0	5.0	4.0	-0.39275007293801895	1687	sequence	WILDTYPE_SNP_INDIV	significant effect
2913	3037__WILDTYPE_SNP_INDIV	0.584572112725255	0.444525758301845	0.578967694958989	1.0	25.0	5.0	4.0	0.118294418205416	3037	sequence	WILDTYPE_SNP_INDIV	no effect
2914	4123__WILDTYPE_SNP_INDIV	2.9155584426673595	0.0877290385599822	0.16950249296741798	1.0	22.0	5.0	4.0	-0.293688075429726	4123	sequence	WILDTYPE_SNP_INDIV	no effect
2915	3236__WILDTYPE_SNP_INDIV	6.09635730705622	0.0135460834141499	0.0373111211812116	1.0	25.0	5.0	4.0	-0.262412602271978	3236	sequence	WILDTYPE_SNP_INDIV	significant effect
2916	3732__WILDTYPE_SNP_INDIV	6.73514906313039	0.00945313324381295	0.0279408108055135	1.0	21.0	5.0	4.0	-0.52362384619467	3732	sequence	WILDTYPE_SNP_INDIV	significant effect
2917	1628__WILDTYPE_SNP_INDIV	4.26757306673676	0.0388463752456328	0.0885653128228233	1.0	24.0	5.0	4.0	0.284277129143805	1628	sequence	WILDTYPE_SNP_INDIV	no effect
2918	1487__WILDTYPE_SNP_INDIV	0.0305809905335082	0.861178472705718	0.9114344285011409	1.0	25.0	5.0	4.0	0.0274226673580261	1487	sequence	WILDTYPE_SNP_INDIV	no effect
2919	4501__WILDTYPE_SNP_INDIV	0.14053829600561601	0.7077464586337819	0.799208054556851	1.0	26.0	5.0	4.0	-0.029013404469657	4501	sequence	WILDTYPE_SNP_INDIV	no effect
2920	1740__WILDTYPE_SNP_INDIV	3.5829416029018804	0.0583756949713699	0.12229886226347199	1.0	26.0	5.0	4.0	-0.20923653945479104	1740	sequence	WILDTYPE_SNP_INDIV	no effect
2921	77__WILDTYPE_SNP_INDIV	1.25965398217159	0.261716597199728	0.392820101855681	1.0	26.0	5.0	4.0	0.11545934560457799	77	sequence	WILDTYPE_SNP_INDIV	no effect
2922	2170__WILDTYPE_SNP_INDIV	2.7911623877246297	0.0947854498950467	0.18012608627742	1.0	25.0	5.0	4.0	0.20123210827420202	2170	sequence	WILDTYPE_SNP_INDIV	no effect
2923	1522__WILDTYPE_SNP_INDIV	3.5286048266507404	0.0603185240857884	0.12533109673856402	1.0	25.0	5.0	4.0	0.279114375451557	1522	sequence	WILDTYPE_SNP_INDIV	no effect
2924	2194__WILDTYPE_SNP_INDIV	9.553497402893301	0.00199568808931265	0.0076546504048177096	1.0	25.0	5.0	4.0	-0.346327449280765	2194	sequence	WILDTYPE_SNP_INDIV	significant effect
2925	2334__WILDTYPE_SNP_INDIV	0.00931430470086525	0.9231150194833391	0.9497946443238979	1.0	19.0	5.0	4.0	0.0202668828769747	2334	sequence	WILDTYPE_SNP_INDIV	no effect
2926	4303__WILDTYPE_SNP_INDIV	0.000944770319051713	0.975479190602287	0.9846982630633371	1.0	14.0	5.0	4.0	-0.0110249649893655	4303	sequence	WILDTYPE_SNP_INDIV	no effect
2927	3528__WILDTYPE_SNP_INDIV	15.776479210988299	7.1283202761721e-05	0.000466739880753176	1.0	26.0	5.0	4.0	0.6332247276286469	3528	sequence	WILDTYPE_SNP_INDIV	significant effect
2928	3411__WILDTYPE_SNP_INDIV	13.6602350464455	0.00021904407934915802	0.0012004125367402901	1.0	26.0	5.0	4.0	0.32879696751014004	3411	sequence	WILDTYPE_SNP_INDIV	significant effect
2929	2767__WILDTYPE_SNP_INDIV	2.33395780927867	0.126579681345124	0.225562457747374	1.0	26.0	5.0	4.0	0.127774371955237	2767	sequence	WILDTYPE_SNP_INDIV	no effect
2930	1588__WILDTYPE_SNP_INDIV	7.19498453923507	0.007310762070330559	0.0226534639007148	1.0	25.0	5.0	4.0	0.46580902475114705	1588	sequence	WILDTYPE_SNP_INDIV	significant effect
2931	4258__WILDTYPE_SNP_INDIV	0.10634847478331698	0.744340269851629	0.8265479059396792	1.0	26.0	5.0	4.0	0.0282127933037131	4258	sequence	WILDTYPE_SNP_INDIV	no effect
2932	3663__WILDTYPE_SNP_INDIV	0.0541734744118685	0.81595401956773	0.8796893523487	1.0	16.0	5.0	4.0	0.0341926918183606	3663	sequence	WILDTYPE_SNP_INDIV	no effect
2933	3358__WILDTYPE_SNP_INDIV	12.2059668614738	0.00047636907253521105	0.0023009344347781104	1.0	22.0	5.0	4.0	-0.541981600734274	3358	sequence	WILDTYPE_SNP_INDIV	significant effect
2934	4139__WILDTYPE_SNP_INDIV	3.08548679475211	0.0789936244926402	0.156039194127262	1.0	22.0	5.0	4.0	0.311101441666786	4139	sequence	WILDTYPE_SNP_INDIV	no effect
2935	3657__WILDTYPE_SNP_INDIV	21.1971590481189	4.14378285649626e-06	3.9785621799037396e-05	1.0	26.0	5.0	4.0	0.397249565206785	3657	sequence	WILDTYPE_SNP_INDIV	significant effect
2936	3080__WILDTYPE_SNP_INDIV	7.328935037523481	0.00678532454289845	0.0211480348593839	1.0	26.0	5.0	4.0	0.26300094593683604	3080	sequence	WILDTYPE_SNP_INDIV	significant effect
2937	4706__WILDTYPE_SNP_INDIV	0.621984241352266	0.430310883882741	0.564893228063495	1.0	21.0	5.0	4.0	-0.17631963193086803	4706	sequence	WILDTYPE_SNP_INDIV	no effect
2938	1160__WILDTYPE_SNP_INDIV	9.73433682531413	0.00180857255921795	0.00702667721875624	1.0	26.0	5.0	4.0	0.265567207546404	1160	sequence	WILDTYPE_SNP_INDIV	significant effect
2939	2241__WILDTYPE_SNP_INDIV	16.5927298761171	4.6328273261494894e-05	0.000319904714503943	1.0	26.0	5.0	4.0	-0.361572906919519	2241	sequence	WILDTYPE_SNP_INDIV	significant effect
2940	3654__WILDTYPE_SNP_INDIV	8.21556693943171	0.00415325370869671	0.0141098838076445	1.0	21.0	5.0	4.0	0.543460391044893	3654	sequence	WILDTYPE_SNP_INDIV	significant effect
2941	1218__WILDTYPE_SNP_INDIV	4.19659487839908	0.0405052357168702	0.0914793998380066	1.0	26.0	5.0	4.0	-0.17169724520939902	1218	sequence	WILDTYPE_SNP_INDIV	no effect
2942	3785__WILDTYPE_SNP_INDIV	7.26394626918159	0.00703525334577082	0.0218561264251937	1.0	20.0	5.0	4.0	-0.467064523253415	3785	sequence	WILDTYPE_SNP_INDIV	significant effect
2943	1224__WILDTYPE_SNP_INDIV	10.5454991820038	0.00116471361602299	0.00485903961684591	1.0	26.0	5.0	4.0	0.42373746621859	1224	sequence	WILDTYPE_SNP_INDIV	significant effect
2944	1972__WILDTYPE_SNP_INDIV	2.91797210970208	0.08759788828492901	0.16934840567321396	1.0	24.0	5.0	4.0	0.16868647630481798	1972	sequence	WILDTYPE_SNP_INDIV	no effect
2945	4574__WILDTYPE_SNP_INDIV	9.2196164002512	0.00239435708564683	0.00886400105835746	1.0	26.0	5.0	4.0	0.29344773795494106	4574	sequence	WILDTYPE_SNP_INDIV	significant effect
2946	1610__WILDTYPE_SNP_INDIV	1.2644933186636498	0.260802277243021	0.39169242013436295	1.0	25.0	5.0	4.0	-0.16274212383767403	1610	sequence	WILDTYPE_SNP_INDIV	no effect
2947	3003__WILDTYPE_SNP_INDIV	2.3070495394522403	0.128788304712495	0.228481577131138	1.0	26.0	5.0	4.0	0.12120446233641699	3003	sequence	WILDTYPE_SNP_INDIV	no effect
2948	3141__WILDTYPE_SNP_INDIV	23.101149203932902	1.5369880922813e-06	1.70989925266294e-05	1.0	26.0	5.0	4.0	0.567811078153418	3141	sequence	WILDTYPE_SNP_INDIV	significant effect
2949	1205__WILDTYPE_SNP_INDIV	3.1744594632268703	0.0747979575080948	0.149471510928858	1.0	26.0	5.0	4.0	0.129992992804057	1205	sequence	WILDTYPE_SNP_INDIV	no effect
2950	838__WILDTYPE_SNP_INDIV	25.912645494018804	3.57221366399754e-07	4.76890524143672e-06	1.0	26.0	5.0	4.0	0.35516057792291106	838	sequence	WILDTYPE_SNP_INDIV	significant effect
2951	675__WILDTYPE_SNP_INDIV	1.84364933232746	0.17452382482458498	0.288036230119146	1.0	18.0	5.0	4.0	-0.33992701399215003	675	sequence	WILDTYPE_SNP_INDIV	no effect
2952	4335__WILDTYPE_SNP_INDIV	0.434478283357748	0.509799664663359	0.638046142805235	1.0	21.0	5.0	4.0	0.10503729429755401	4335	sequence	WILDTYPE_SNP_INDIV	no effect
2953	3842__WILDTYPE_SNP_INDIV	4.20513280302123	0.0403018185367214	0.0911914029602086	1.0	19.0	5.0	4.0	-0.387229878898761	3842	sequence	WILDTYPE_SNP_INDIV	no effect
2954	1303__WILDTYPE_SNP_INDIV	6.491048822487531	0.0108418993220351	0.0310710603110917	1.0	26.0	5.0	4.0	0.34025172460663	1303	sequence	WILDTYPE_SNP_INDIV	significant effect
2955	3679__WILDTYPE_SNP_INDIV	1.26534154935189	0.26064242466633897	0.39157470864220895	1.0	26.0	5.0	4.0	0.103034171024884	3679	sequence	WILDTYPE_SNP_INDIV	no effect
2956	1799__WILDTYPE_SNP_INDIV	0.7981469539681709	0.37164797792182497	0.5090168657430301	1.0	26.0	5.0	4.0	-0.0766195383091681	1799	sequence	WILDTYPE_SNP_INDIV	no effect
2957	3596__WILDTYPE_SNP_INDIV	0.236785347412933	0.62653760850739	0.7365380342195551	1.0	26.0	5.0	4.0	-0.0521737325122867	3596	sequence	WILDTYPE_SNP_INDIV	no effect
2958	1678__WILDTYPE_SNP_INDIV	0.0139376656075001	0.906021788231871	0.9410289395104259	1.0	15.0	5.0	4.0	-0.0217145731941694	1678	sequence	WILDTYPE_SNP_INDIV	no effect
2959	1333__WILDTYPE_SNP_INDIV	0.0104071671973998	0.918744352766231	0.9478394074911479	1.0	24.0	5.0	4.0	0.0150905694868123	1333	sequence	WILDTYPE_SNP_INDIV	no effect
2960	513__WILDTYPE_SNP_INDIV	24.880666835840696	6.099102501286939e-07	7.69351354886746e-06	1.0	26.0	5.0	4.0	0.450107543599175	513	sequence	WILDTYPE_SNP_INDIV	significant effect
2961	4465__WILDTYPE_SNP_INDIV	0.0337645760401983	0.8542084860575201	0.908257961060275	1.0	7.0	5.0	4.0	-0.0594762835473421	4465	sequence	WILDTYPE_SNP_INDIV	no effect
2962	52__WILDTYPE_SNP_INDIV	0.0486454532237985	0.8254372743449501	0.886690107398711	1.0	26.0	5.0	4.0	-0.0154417812502887	52	sequence	WILDTYPE_SNP_INDIV	no effect
2963	4149__WILDTYPE_SNP_INDIV	0.454234966724471	0.500330667016719	0.629968348357965	1.0	26.0	5.0	4.0	-0.0667229147026845	4149	sequence	WILDTYPE_SNP_INDIV	no effect
2964	3961__WILDTYPE_SNP_INDIV	17.231760139289698	3.30858692396831e-05	0.000242764408497583	1.0	26.0	5.0	4.0	-0.33288739452207	3961	sequence	WILDTYPE_SNP_INDIV	significant effect
2965	60__WILDTYPE_SNP_INDIV	9.72067036810631	0.00182207044626963	0.00707340110240052	1.0	26.0	5.0	4.0	0.304040217075882	60	sequence	WILDTYPE_SNP_INDIV	significant effect
2966	1887__WILDTYPE_SNP_INDIV	10.1768487676673	0.0014221502868025	0.00575324434206466	1.0	26.0	5.0	4.0	-0.23940745127280103	1887	sequence	WILDTYPE_SNP_INDIV	significant effect
2967	1317__WILDTYPE_SNP_INDIV	0.368764009436291	0.543678760859233	0.670667383133848	1.0	26.0	5.0	4.0	-0.0662070303128107	1317	sequence	WILDTYPE_SNP_INDIV	no effect
2968	1901__WILDTYPE_SNP_INDIV	0.39742869390102	0.528420182954382	0.655885175433564	1.0	22.0	5.0	4.0	-0.118719154846704	1901	sequence	WILDTYPE_SNP_INDIV	no effect
2969	4032__WILDTYPE_SNP_INDIV	19.8705035273208	8.28691198982525e-06	7.32112114395223e-05	1.0	23.0	5.0	4.0	0.8489510244254158	4032	sequence	WILDTYPE_SNP_INDIV	significant effect
2970	1301__WILDTYPE_SNP_INDIV	0.7555924760831658	0.384711375397909	0.522147096911141	1.0	25.0	5.0	4.0	-0.117623188219386	1301	sequence	WILDTYPE_SNP_INDIV	no effect
2971	3215__WILDTYPE_SNP_INDIV	11.832954910861401	0.000581915750931832	0.00270734472311557	1.0	21.0	5.0	4.0	0.6640408131585029	3215	sequence	WILDTYPE_SNP_INDIV	significant effect
2972	4684__WILDTYPE_SNP_INDIV	21.4920690162942	3.552950672004e-06	3.535296258726961e-05	1.0	12.0	5.0	4.0	1.89506274713862	4684	sequence	WILDTYPE_SNP_INDIV	significant effect
2973	574__WILDTYPE_SNP_INDIV	5.665545865780589	0.0173013319812282	0.0457371845444349	1.0	26.0	5.0	4.0	0.28907626763376804	574	sequence	WILDTYPE_SNP_INDIV	significant effect
2974	828__WILDTYPE_SNP_INDIV	0.0019064949997300601	0.9651726911242059	0.9772074044483531	1.0	26.0	5.0	4.0	0.00529588095128112	828	sequence	WILDTYPE_SNP_INDIV	no effect
2975	4191__WILDTYPE_SNP_INDIV	0.0283541235129405	0.8662789706552351	0.914416150443457	1.0	18.0	5.0	4.0	0.0474330749196924	4191	sequence	WILDTYPE_SNP_INDIV	no effect
2976	2976__WILDTYPE_SNP_INDIV	18.696342495246398	1.53276211036895e-05	0.000123184861244702	1.0	26.0	5.0	4.0	0.527312556301043	2976	sequence	WILDTYPE_SNP_INDIV	significant effect
2977	2028__WILDTYPE_SNP_INDIV	32.491482271299894	1.1971608335927801e-08	2.45878417360979e-07	1.0	26.0	5.0	4.0	0.490640924319925	2028	sequence	WILDTYPE_SNP_INDIV	significant effect
2978	2633__WILDTYPE_SNP_INDIV	4.03586599966889	0.0445428088488265	0.0988788634306974	1.0	18.0	5.0	4.0	0.31790829470711895	2633	sequence	WILDTYPE_SNP_INDIV	no effect
2979	1001__WILDTYPE_SNP_INDIV	2.34402996683002	0.125763826181674	0.224691802464358	1.0	26.0	5.0	4.0	-0.16581822939396101	1001	sequence	WILDTYPE_SNP_INDIV	no effect
2980	2955__WILDTYPE_SNP_INDIV	35.727904321702106	2.26890755454817e-09	5.67935922247839e-08	1.0	22.0	5.0	4.0	-1.133072103073	2955	sequence	WILDTYPE_SNP_INDIV	significant effect
2981	4426__WILDTYPE_SNP_INDIV	11.453222579163599	0.0007137012154493981	0.00322070238633785	1.0	26.0	5.0	4.0	0.314154422759176	4426	sequence	WILDTYPE_SNP_INDIV	significant effect
2982	255__WILDTYPE_SNP_INDIV	3.58488988109639	0.0583072810072028	0.12220880615814099	1.0	26.0	5.0	4.0	-0.18024635377931603	255	sequence	WILDTYPE_SNP_INDIV	no effect
2983	2591__WILDTYPE_SNP_INDIV	7.0378324883695305	0.00798055559619656	0.0242753211247197	1.0	26.0	5.0	4.0	0.261075594901665	2591	sequence	WILDTYPE_SNP_INDIV	significant effect
2984	638__WILDTYPE_SNP_INDIV	26.065666295401602	3.30000277198107e-07	4.48017325484209e-06	1.0	26.0	5.0	4.0	0.726330329893644	638	sequence	WILDTYPE_SNP_INDIV	significant effect
2985	3499__WILDTYPE_SNP_INDIV	2.42601324015232	0.119336057437139	0.21569352841026299	1.0	26.0	5.0	4.0	-0.165891779378004	3499	sequence	WILDTYPE_SNP_INDIV	no effect
2986	3298__WILDTYPE_SNP_INDIV	4.25815921596313	0.0390622279835905	0.0889752854956563	1.0	26.0	5.0	4.0	-0.29869946663788205	3298	sequence	WILDTYPE_SNP_INDIV	no effect
2987	813__WILDTYPE_SNP_INDIV	0.00723105515180578	0.9322330796811078	0.954238801346174	1.0	23.0	5.0	4.0	0.0156443236829947	813	sequence	WILDTYPE_SNP_INDIV	no effect
2988	2042__WILDTYPE_SNP_INDIV	10.9764649993958	0.0009227627918049821	0.00399891612030184	1.0	26.0	5.0	4.0	0.31228993071370004	2042	sequence	WILDTYPE_SNP_INDIV	significant effect
2989	303__WILDTYPE_SNP_INDIV	1.2500687820165701	0.263539340698268	0.39481610704360204	1.0	26.0	5.0	4.0	0.117589739533815	303	sequence	WILDTYPE_SNP_INDIV	no effect
2990	4279__WILDTYPE_SNP_INDIV	4.80285317166795	0.0284126460865002	0.0685561540111801	1.0	22.0	5.0	4.0	0.35470533426133605	4279	sequence	WILDTYPE_SNP_INDIV	no effect
2991	4182__WILDTYPE_SNP_INDIV	39.3925732756161	3.46612755543607e-10	1.05431702730543e-08	1.0	26.0	5.0	4.0	-0.557689736204529	4182	sequence	WILDTYPE_SNP_INDIV	significant effect
2992	3782__WILDTYPE_SNP_INDIV	1.1746528350265601	0.278447266646278	0.411379515371046	1.0	26.0	5.0	4.0	-0.135169528442375	3782	sequence	WILDTYPE_SNP_INDIV	no effect
2993	3829__WILDTYPE_SNP_INDIV	4.802693164818719	0.0284152848086289	0.0685561540111801	1.0	18.0	5.0	4.0	0.46382012451931	3829	sequence	WILDTYPE_SNP_INDIV	no effect
2994	2883__WILDTYPE_SNP_INDIV	1.14226320985244	0.28517460736608097	0.418616115760961	1.0	26.0	5.0	4.0	0.0859764046158836	2883	sequence	WILDTYPE_SNP_INDIV	no effect
2995	3691__WILDTYPE_SNP_INDIV	50.7315910611469	1.05901207985666e-12	5.19348168958277e-11	1.0	26.0	5.0	4.0	-0.43074758418788395	3691	sequence	WILDTYPE_SNP_INDIV	significant effect
2996	2953__WILDTYPE_SNP_INDIV	0.0163010877263332	0.8984056108721841	0.935764154524667	1.0	26.0	5.0	4.0	0.0111140942265017	2953	sequence	WILDTYPE_SNP_INDIV	no effect
2997	3217__WILDTYPE_SNP_INDIV	0.20233563159672502	0.652842159924668	0.7560384146019159	1.0	26.0	5.0	4.0	0.0628260453641752	3217	sequence	WILDTYPE_SNP_INDIV	no effect
2998	4201__WILDTYPE_SNP_INDIV	0.0729159070563128	0.7871375925204742	0.8568478526961272	1.0	22.0	5.0	4.0	0.0362979241923762	4201	sequence	WILDTYPE_SNP_INDIV	no effect
2999	718__WILDTYPE_SNP_INDIV	5.12880976612405	0.0235318591134664	0.0587806848557497	1.0	26.0	5.0	4.0	0.2328057315654	718	sequence	WILDTYPE_SNP_INDIV	no effect
3000	803__WILDTYPE_SNP_INDIV	0.120325999827401	0.728681185095471	0.8141153889891469	1.0	26.0	5.0	4.0	-0.0381294195649758	803	sequence	WILDTYPE_SNP_INDIV	no effect
3001	1627__WILDTYPE_SNP_INDIV	31.390701056241603	2.10988991237748e-08	4.13882894648416e-07	1.0	26.0	5.0	4.0	0.8492443565056791	1627	sequence	WILDTYPE_SNP_INDIV	significant effect
3002	2555__WILDTYPE_SNP_INDIV	16.3581586122441	5.24299739631683e-05	0.000357416248038279	1.0	26.0	5.0	4.0	0.45442710043589796	2555	sequence	WILDTYPE_SNP_INDIV	significant effect
3003	2727__WILDTYPE_SNP_INDIV	0.9258638901183079	0.33594000200676194	0.472084108083186	1.0	18.0	5.0	4.0	0.21620558657503	2727	sequence	WILDTYPE_SNP_INDIV	no effect
3004	4694__WILDTYPE_SNP_INDIV	2.14440458255257	0.143090541399797	0.247728077077602	1.0	7.0	5.0	4.0	0.706904223889025	4694	sequence	WILDTYPE_SNP_INDIV	no effect
3005	2747__WILDTYPE_SNP_INDIV	0.18491398066726103	0.667183815970135	0.767101775012553	1.0	26.0	5.0	4.0	0.0432547712423091	2747	sequence	WILDTYPE_SNP_INDIV	no effect
3006	2150__WILDTYPE_SNP_INDIV	10.8654926469858	0.0009797268562472539	0.00419492443762953	1.0	25.0	5.0	4.0	-0.417112494150976	2150	sequence	WILDTYPE_SNP_INDIV	significant effect
3007	3351__WILDTYPE_SNP_INDIV	6.600545429399969	0.0101947533111116	0.029427017665587002	1.0	26.0	5.0	4.0	0.243801558065026	3351	sequence	WILDTYPE_SNP_INDIV	significant effect
3008	2376__WILDTYPE_SNP_INDIV	0.294251377836815	0.5875089396484461	0.706068508114636	1.0	7.0	5.0	4.0	0.40246132156286896	2376	sequence	WILDTYPE_SNP_INDIV	no effect
3009	96__WILDTYPE_SNP_INDIV	39.428668239652296	3.40264583558006e-10	1.0415997379489001e-08	1.0	26.0	5.0	4.0	0.6309664262237811	96	sequence	WILDTYPE_SNP_INDIV	significant effect
3010	1629__WILDTYPE_SNP_INDIV	18.882832672356	1.38997937225197e-05	0.000114243925820609	1.0	26.0	5.0	4.0	0.413257187235336	1629	sequence	WILDTYPE_SNP_INDIV	significant effect
3011	1885__WILDTYPE_SNP_INDIV	1.3149416790783999	0.25150188282331104	0.38129906903748706	1.0	26.0	5.0	4.0	0.12394866488995901	1885	sequence	WILDTYPE_SNP_INDIV	no effect
3012	4667__WILDTYPE_SNP_INDIV	0.786523289054458	0.375153481246216	0.512941004514741	1.0	26.0	5.0	4.0	0.0727992610683488	4667	sequence	WILDTYPE_SNP_INDIV	no effect
3013	3199__WILDTYPE_SNP_INDIV	1.0304707712188002	0.31004812270386795	0.44573475253209294	1.0	9.0	5.0	4.0	-0.701078156659835	3199	sequence	WILDTYPE_SNP_INDIV	no effect
3014	3452__WILDTYPE_SNP_INDIV	21.9799530129462	2.75513233000877e-06	2.81128789342296e-05	1.0	26.0	5.0	4.0	0.551699991061658	3452	sequence	WILDTYPE_SNP_INDIV	significant effect
3015	1254__WILDTYPE_SNP_INDIV	2.0299031996733	0.154230430361729	0.262848031318606	1.0	26.0	5.0	4.0	0.14234686375418698	1254	sequence	WILDTYPE_SNP_INDIV	no effect
