	index	stat_comp	pval_comp	fdr_comp	df.test_comp	df.dna_comp	df.rna.full_comp	df.rna.red_comp	logFC_comp	dupe_info	is_ctrl	tile_type	native_status	abs_ef	snp
473	4508__WILDTYPE_SNP_INDIV	14.4635875509293	0.000142895278258523	0.0055302777448600895	1.0	26.0	5.0	4.0	-0.815207920277195	4508	sequence	WILDTYPE_SNP_INDIV	significant effect	0.815207920277195	rs113970872
475	3643__WILDTYPE_SNP_INDIV	10.1596420877495	0.00143548486668655	0.0249243757982676	1.0	26.0	5.0	4.0	-0.807596738444808	3643	sequence	WILDTYPE_SNP_INDIV	significant effect	0.807596738444808	rs1362839
477	3564__WILDTYPE_SNP_INDIV	11.6254611997961	0.000650551076439924	0.0150095894992077	1.0	26.0	5.0	4.0	0.8072148566373292	3564	sequence	WILDTYPE_SNP_INDIV	significant effect	0.8072148566373292	rs9478276
479	3599__WILDTYPE_SNP_INDIV	9.792688564699349	0.0017520710531499	0.0282153992753905	1.0	26.0	5.0	4.0	0.8009776065086469	3599	sequence	WILDTYPE_SNP_INDIV	significant effect	0.8009776065086469	rs75819951
481	3718__WILDTYPE_SNP_INDIV	8.67093286327645	0.00323325637960112	0.0416061519330347	1.0	26.0	5.0	4.0	0.795054559657043	3718	sequence	WILDTYPE_SNP_INDIV	significant effect	0.795054559657043	rs3890604
483	2707__WILDTYPE_SNP_INDIV	10.113191923128399	0.0014721178319976	0.0249635811864186	1.0	26.0	5.0	4.0	0.793643754174451	2707	sequence	WILDTYPE_SNP_INDIV	significant effect	0.793643754174451	rs62062565
485	2700__WILDTYPE_SNP_INDIV	14.409892569008699	0.000147027902921442	0.00559989608031744	1.0	26.0	5.0	4.0	0.791104363015721	2700	sequence	WILDTYPE_SNP_INDIV	significant effect	0.791104363015721	rs12924920
487	2493__WILDTYPE_SNP_INDIV	16.8481356161092	4.0493088066274894e-05	0.0020895304261296104	1.0	26.0	5.0	4.0	0.789376844978842	2493	sequence	WILDTYPE_SNP_INDIV	significant effect	0.789376844978842	rs7174038
489	519__WILDTYPE_SNP_INDIV	9.635806702710848	0.0019082037789623	0.0293508651770515	1.0	26.0	5.0	4.0	0.789288455281672	519	sequence	WILDTYPE_SNP_INDIV	significant effect	0.789288455281672	rs139853097
491	997__WILDTYPE_SNP_INDIV	11.3697314434326	0.000746506706618755	0.0164334205736853	1.0	26.0	5.0	4.0	-0.788632784896329	997	sequence	WILDTYPE_SNP_INDIV	significant effect	0.788632784896329	rs28544423
493	1197__WILDTYPE_SNP_INDIV	11.241446964065302	0.00079990771307063	0.0171353910622791	1.0	26.0	5.0	4.0	0.786534148453701	1197	sequence	WILDTYPE_SNP_INDIV	significant effect	0.786534148453701	rs3915654
495	4377__WILDTYPE_SNP_INDIV	32.889865494738395	9.753038046465508e-09	1.67160105660671e-06	1.0	26.0	5.0	4.0	0.782929699535935	4377	sequence	WILDTYPE_SNP_INDIV	significant effect	0.782929699535935	rs73073230
497	2796__WILDTYPE_SNP_INDIV	12.9751048389612	0.000315660183782382	0.009236909890071041	1.0	26.0	5.0	4.0	-0.7824298991452908	2796	sequence	WILDTYPE_SNP_INDIV	significant effect	0.7824298991452908	rs4888425
499	3044__WILDTYPE_SNP_INDIV	16.5335929942189	4.7795745747285206e-05	0.00230592502796294	1.0	26.0	5.0	4.0	0.7769304777312629	3044	sequence	WILDTYPE_SNP_INDIV	significant effect	0.7769304777312629	rs78017680
501	3317__WILDTYPE_SNP_INDIV	9.578768475139901	0.00196840398239364	0.0298935782009717	1.0	26.0	5.0	4.0	-0.7656658367064301	3317	sequence	WILDTYPE_SNP_INDIV	significant effect	0.7656658367064301	rs34255091
503	690__WILDTYPE_SNP_INDIV	15.125654993822101	0.000100587018397399	0.0042343605376238295	1.0	26.0	5.0	4.0	0.765444784557118	690	sequence	WILDTYPE_SNP_INDIV	significant effect	0.765444784557118	rs55652172
505	1559__WILDTYPE_SNP_INDIV	10.4706903200354	0.00121283389810314	0.0227358979570195	1.0	26.0	5.0	4.0	0.7641578647808729	1559	sequence	WILDTYPE_SNP_INDIV	significant effect	0.7641578647808729	rs149574449
507	4500__WILDTYPE_SNP_INDIV	11.212093444359699	0.000812659919766838	0.0171353910622791	1.0	26.0	5.0	4.0	0.7592604940774341	4500	sequence	WILDTYPE_SNP_INDIV	significant effect	0.7592604940774341	rs11191505
509	3229__WILDTYPE_SNP_INDIV	11.121053765802099	0.000853532803298357	0.0176556203578828	1.0	26.0	5.0	4.0	0.756201293303326	3229	sequence	WILDTYPE_SNP_INDIV	significant effect	0.756201293303326	rs35282314
511	2201__WILDTYPE_SNP_INDIV	19.8531000993476	8.362700190864489e-06	0.0005816318582023	1.0	26.0	5.0	4.0	0.750944063142105	2201	sequence	WILDTYPE_SNP_INDIV	significant effect	0.750944063142105	rs71613972
513	265__WILDTYPE_SNP_INDIV	8.32581111035825	0.00390856820476487	0.0476071543519457	1.0	26.0	5.0	4.0	0.7478869342454371	265	sequence	WILDTYPE_SNP_INDIV	significant effect	0.7478869342454371	rs200750151
515	4017__WILDTYPE_SNP_INDIV	11.1396176021562	0.000845033098195966	0.0176317992967063	1.0	26.0	5.0	4.0	0.7461876231398159	4017	sequence	WILDTYPE_SNP_INDIV	significant effect	0.7461876231398159	rs7616844
517	2793__WILDTYPE_SNP_INDIV	21.0037826223097	4.583774901551349e-06	0.000372839589026185	1.0	26.0	5.0	4.0	0.733909001184058	2793	sequence	WILDTYPE_SNP_INDIV	significant effect	0.733909001184058	rs7206665
519	1591__WILDTYPE_SNP_INDIV	14.135413405279902	0.000170110964715878	0.00600266558581984	1.0	26.0	5.0	4.0	0.730852557740466	1591	sequence	WILDTYPE_SNP_INDIV	significant effect	0.730852557740466	rs17080102
521	254__WILDTYPE_SNP_INDIV	8.25844334445628	0.00405628948485359	0.0487797796953639	1.0	26.0	5.0	4.0	0.7236725689100401	254	sequence	WILDTYPE_SNP_INDIV	significant effect	0.7236725689100401	rs6026731
523	3222__WILDTYPE_SNP_INDIV	31.6077641024258	1.88673737447785e-08	3.0181508867063997e-06	1.0	26.0	5.0	4.0	0.722760237914778	3222	sequence	WILDTYPE_SNP_INDIV	significant effect	0.722760237914778	rs28427409
525	4523__WILDTYPE_SNP_INDIV	24.406767333787197	7.799423601276541e-07	8.31765196945025e-05	1.0	26.0	5.0	4.0	0.721547666000632	4523	sequence	WILDTYPE_SNP_INDIV	significant effect	0.721547666000632	rs11191543
527	2866__WILDTYPE_SNP_INDIV	18.2855059067147	1.90148427037561e-05	0.0011699003863503302	1.0	26.0	5.0	4.0	0.7195203244762579	2866	sequence	WILDTYPE_SNP_INDIV	significant effect	0.7195203244762579	rs2438978
529	58__WILDTYPE_SNP_INDIV	10.6559485820258	0.00109717459000132	0.0210613634296654	1.0	26.0	5.0	4.0	0.712775075024607	58	sequence	WILDTYPE_SNP_INDIV	significant effect	0.712775075024607	rs56153133
531	2340__WILDTYPE_SNP_INDIV	8.87227399997846	0.00289534257073586	0.038812148036205	1.0	26.0	5.0	4.0	0.712695594803973	2340	sequence	WILDTYPE_SNP_INDIV	significant effect	0.712695594803973	rs7147117
533	4121__WILDTYPE_SNP_INDIV	11.0881462529478	0.000868812907366393	0.0178180903523561	1.0	26.0	5.0	4.0	-0.712536592988443	4121	sequence	WILDTYPE_SNP_INDIV	significant effect	0.712536592988443	rs1717033
535	4477__WILDTYPE_SNP_INDIV	18.4832072685235	1.71407942820689e-05	0.00108235094420591	1.0	26.0	5.0	4.0	0.71170177424438	4477	sequence	WILDTYPE_SNP_INDIV	significant effect	0.71170177424438	rs112314091
537	1246__WILDTYPE_SNP_INDIV	10.6690840122515	0.00108941051958271	0.0209963095721985	1.0	26.0	5.0	4.0	0.7108451655430591	1246	sequence	WILDTYPE_SNP_INDIV	significant effect	0.7108451655430591	rs1060407
539	3224__WILDTYPE_SNP_INDIV	14.9907561284417	0.000108039112061411	0.0044314504169462605	1.0	26.0	5.0	4.0	0.707437666164088	3224	sequence	WILDTYPE_SNP_INDIV	significant effect	0.707437666164088	rs34561955
541	2157__WILDTYPE_SNP_INDIV	17.6498288452467	2.65539169272142e-05	0.00144809371970115	1.0	26.0	5.0	4.0	0.705402406970755	2157	sequence	WILDTYPE_SNP_INDIV	significant effect	0.705402406970755	rs6886783
543	720__WILDTYPE_SNP_INDIV	22.153133068601605	2.51744794441046e-06	0.00021965877609501398	1.0	26.0	5.0	4.0	0.699609452066943	720	sequence	WILDTYPE_SNP_INDIV	significant effect	0.699609452066943	rs12133583
545	3487__WILDTYPE_SNP_INDIV	10.966244687237598	0.0009278660228649189	0.0186310838649738	1.0	26.0	5.0	4.0	0.698800110498244	3487	sequence	WILDTYPE_SNP_INDIV	significant effect	0.698800110498244	rs9340985
547	2233__WILDTYPE_SNP_INDIV	12.2519067792969	0.00046478297075272697	0.0121884889434008	1.0	26.0	5.0	4.0	0.6962268576280689	2233	sequence	WILDTYPE_SNP_INDIV	significant effect	0.6962268576280689	rs17455739
549	1366__WILDTYPE_SNP_INDIV	10.1262766032237	0.0014617038410307199	0.0249626282395637	1.0	26.0	5.0	4.0	0.695632631905354	1366	sequence	WILDTYPE_SNP_INDIV	significant effect	0.695632631905354	rs11130155
551	4333__WILDTYPE_SNP_INDIV	26.1750906697157	3.11818981216954e-07	3.64980314843942e-05	1.0	26.0	5.0	4.0	0.694211290150536	4333	sequence	WILDTYPE_SNP_INDIV	significant effect	0.694211290150536	rs6599192
553	2041__WILDTYPE_SNP_INDIV	8.53508796204414	0.00348364493807663	0.0443234695611825	1.0	26.0	5.0	4.0	0.686468557458411	2041	sequence	WILDTYPE_SNP_INDIV	significant effect	0.686468557458411	rs17763083
555	995__WILDTYPE_SNP_INDIV	12.0425008362308	0.000520011587602352	0.0131343979415984	1.0	26.0	5.0	4.0	0.6829943331058499	995	sequence	WILDTYPE_SNP_INDIV	significant effect	0.6829943331058499	rs71149134
557	1615__WILDTYPE_SNP_INDIV	12.671861454967699	0.000371199788556027	0.0105407561259194	1.0	26.0	5.0	4.0	0.668447940913705	1615	sequence	WILDTYPE_SNP_INDIV	significant effect	0.668447940913705	rs6775114
559	2591__WILDTYPE_SNP_INDIV	9.70904657157598	0.00183363119253917	0.0288060382082273	1.0	26.0	5.0	4.0	0.6674296409664721	2591	sequence	WILDTYPE_SNP_INDIV	significant effect	0.6674296409664721	rs4887820
561	1169__WILDTYPE_SNP_INDIV	9.185228887916312	0.00243976021129965	0.0341353039476006	1.0	26.0	5.0	4.0	0.665357622429353	1169	sequence	WILDTYPE_SNP_INDIV	significant effect	0.665357622429353	rs4858853
563	3411__WILDTYPE_SNP_INDIV	18.8973872939287	1.37941461447203e-05	0.0008826414313135019	1.0	26.0	5.0	4.0	0.662288478686921	3411	sequence	WILDTYPE_SNP_INDIV	significant effect	0.662288478686921	rs708120
565	1736__WILDTYPE_SNP_INDIV	12.212378648000099	0.00047473467370370197	0.0123514995685551	1.0	26.0	5.0	4.0	0.660702129527095	1736	sequence	WILDTYPE_SNP_INDIV	significant effect	0.660702129527095	rs2236955
567	3238__WILDTYPE_SNP_INDIV	11.9412565246284	0.000549044378558918	0.0133173293650805	1.0	26.0	5.0	4.0	0.660216594239471	3238	sequence	WILDTYPE_SNP_INDIV	significant effect	0.660216594239471	rs12238994
569	4499__WILDTYPE_SNP_INDIV	12.296312492904198	0.000453854096489975	0.0119672846651395	1.0	26.0	5.0	4.0	0.656636558116636	4499	sequence	WILDTYPE_SNP_INDIV	significant effect	0.656636558116636	rs113554404
571	1109__WILDTYPE_SNP_INDIV	11.668225121575198	0.000635766343054316	0.0148108867976586	1.0	26.0	5.0	4.0	-0.65133927178381	1109	sequence	WILDTYPE_SNP_INDIV	significant effect	0.65133927178381	rs7512984
573	4631__CONTROL_SNP_INDIV	29.7943265055728	4.80395771778711e-08	7.2044353398938506e-06	1.0	101.0	5.0	4.0	0.6508165215997199	4631	sequence	CONTROL_SNP_INDIV	significant effect	0.6508165215997199	rs7079111
575	1065__WILDTYPE_SNP_INDIV	13.902730704937301	0.000192518561750684	0.0064608152296610705	1.0	26.0	5.0	4.0	-0.64929670646813	1065	sequence	WILDTYPE_SNP_INDIV	significant effect	0.64929670646813	rs12137107
577	256__WILDTYPE_SNP_INDIV	8.58066717167549	0.00339750862097445	0.0433647367771319	1.0	26.0	5.0	4.0	0.6481109911505999	256	sequence	WILDTYPE_SNP_INDIV	significant effect	0.6481109911505999	rs6026733
579	697__WILDTYPE_SNP_INDIV	9.24960753449068	0.00235545900123896	0.0336553134832315	1.0	26.0	5.0	4.0	0.6480953148833549	697	sequence	WILDTYPE_SNP_INDIV	significant effect	0.6480953148833549	rs12040988
581	4305__WILDTYPE_SNP_INDIV	8.69800288371835	0.00318558880931845	0.0413380182491633	1.0	25.0	5.0	4.0	0.647527107281027	4305	sequence	WILDTYPE_SNP_INDIV	significant effect	0.647527107281027	rs1717021
583	3811__WILDTYPE_SNP_INDIV	26.391536907714	2.78759202712007e-07	3.43016772773057e-05	1.0	26.0	5.0	4.0	0.647031101414927	3811	sequence	WILDTYPE_SNP_INDIV	significant effect	0.647031101414927	rs145343528
585	4635__CONTROL_SNP_INDIV	20.448827545868898	6.12470647573434e-06	0.000466547085349986	1.0	100.0	5.0	4.0	0.6455908898197049	4635	sequence	CONTROL_SNP_INDIV	significant effect	0.6455908898197049	rs576624822
587	2778__WILDTYPE_SNP_INDIV	8.52154061528563	0.0035096725220357104	0.0443234695611825	1.0	26.0	5.0	4.0	0.64517379300549	2778	sequence	WILDTYPE_SNP_INDIV	significant effect	0.64517379300549	rs10626437
589	2986__WILDTYPE_SNP_INDIV	14.584954080213699	0.000133980033880433	0.00522739985847315	1.0	26.0	5.0	4.0	0.645031037814756	2986	sequence	WILDTYPE_SNP_INDIV	significant effect	0.645031037814756	rs112523092
591	683__WILDTYPE_SNP_INDIV	11.2800294657709	0.00078345313032421	0.0168600518942865	1.0	26.0	5.0	4.0	0.64339258028117	683	sequence	WILDTYPE_SNP_INDIV	significant effect	0.64339258028117	rs12045227
593	3266__WILDTYPE_SNP_INDIV	9.135074727698788	0.0025075521841036	0.034779603848303996	1.0	26.0	5.0	4.0	0.6425142952900589	3266	sequence	WILDTYPE_SNP_INDIV	significant effect	0.6425142952900589	rs4656069
595	673__WILDTYPE_SNP_INDIV	9.269481529101538	0.00233003650984741	0.0336553134832315	1.0	26.0	5.0	4.0	-0.641771936666647	673	sequence	WILDTYPE_SNP_INDIV	significant effect	0.641771936666647	rs11102496
597	4488__WILDTYPE_SNP_INDIV	16.7691693733595	4.22136267555798e-05	0.00215514037021306	1.0	26.0	5.0	4.0	0.639326792146153	4488	sequence	WILDTYPE_SNP_INDIV	significant effect	0.639326792146153	rs11191484
599	3232__WILDTYPE_SNP_INDIV	8.61659197581139	0.00333114522523325	0.0427437591868833	1.0	26.0	5.0	4.0	0.631009915723862	3232	sequence	WILDTYPE_SNP_INDIV	significant effect	0.631009915723862	rs6670565
601	1256__WILDTYPE_SNP_INDIV	11.001857561776399	0.0009102061996595901	0.0184247282453071	1.0	25.0	5.0	4.0	0.625770651971588	1256	sequence	WILDTYPE_SNP_INDIV	significant effect	0.625770651971588	rs9812875
603	325__WILDTYPE_SNP_INDIV	14.4395118713824	0.000144733594757026	0.0055566121699117295	1.0	26.0	5.0	4.0	0.624018203875414	325	sequence	WILDTYPE_SNP_INDIV	significant effect	0.624018203875414	rs112987086
605	2826__WILDTYPE_SNP_INDIV	11.213475397143199	0.0008120549671709861	0.0171353910622791	1.0	26.0	5.0	4.0	0.622988805770245	2826	sequence	WILDTYPE_SNP_INDIV	significant effect	0.622988805770245	rs6706905
607	3080__WILDTYPE_SNP_INDIV	9.603968925887779	0.0019415726402576398	0.0297687127814582	1.0	26.0	5.0	4.0	0.6190887376227929	3080	sequence	WILDTYPE_SNP_INDIV	significant effect	0.6190887376227929	rs12628032
609	4628__CONTROL_SNP_INDIV	40.475339423956	1.99113334359032e-10	4.77772445794497e-08	1.0	100.0	5.0	4.0	0.618797573640346	4628	sequence	CONTROL_SNP_INDIV	significant effect	0.618797573640346	rs117104239
611	2028__WILDTYPE_SNP_INDIV	22.626314321054	1.9677104038093298e-06	0.00018159696592078798	1.0	26.0	5.0	4.0	0.617531180825856	2028	sequence	WILDTYPE_SNP_INDIV	significant effect	0.617531180825856	rs56197583
613	4232__WILDTYPE_SNP_INDIV	17.594997142047802	2.7330639685243602e-05	0.00147370494212904	1.0	26.0	5.0	4.0	0.616396207048585	4232	sequence	WILDTYPE_SNP_INDIV	significant effect	0.616396207048585	rs112245154
615	3882__WILDTYPE_SNP_INDIV	9.704811756032539	0.0018378614894334802	0.0288060382082273	1.0	26.0	5.0	4.0	0.6151444711172261	3882	sequence	WILDTYPE_SNP_INDIV	significant effect	0.6151444711172261	rs139635297
617	1624__WILDTYPE_SNP_INDIV	10.189748511969801	0.0014122357450386	0.0248253455693782	1.0	26.0	5.0	4.0	0.614367021605407	1624	sequence	WILDTYPE_SNP_INDIV	significant effect	0.614367021605407	rs62263001
619	2474__WILDTYPE_SNP_INDIV	8.7324058178483	0.00312603754617178	0.0407659081089086	1.0	26.0	5.0	4.0	-0.614113979802031	2474	sequence	WILDTYPE_SNP_INDIV	significant effect	0.614113979802031	rs3800684
621	48__WILDTYPE_SNP_INDIV	10.628422155204099	0.00111362692212875	0.021207522219428	1.0	26.0	5.0	4.0	0.6129729973722501	48	sequence	WILDTYPE_SNP_INDIV	significant effect	0.6129729973722501	rs138473600
623	3964__WILDTYPE_SNP_INDIV	18.2062896745224	1.9822313865143803e-05	0.00119845465078735	1.0	26.0	5.0	4.0	0.6115701668978001	3964	sequence	WILDTYPE_SNP_INDIV	significant effect	0.6115701668978001	rs138163590
625	1063__WILDTYPE_SNP_INDIV	11.9488273631387	0.0005468178533539309	0.0133173293650805	1.0	26.0	5.0	4.0	0.61132792030431	1063	sequence	WILDTYPE_SNP_INDIV	significant effect	0.61132792030431	rs35314288
627	2663__WILDTYPE_SNP_INDIV	9.52994707563357	0.0020214594937671398	0.0304106084971427	1.0	26.0	5.0	4.0	0.610914989789848	2663	sequence	WILDTYPE_SNP_INDIV	significant effect	0.610914989789848	rs62059846
629	2768__WILDTYPE_SNP_INDIV	13.7394099561166	0.000210001455488006	0.00690475492488051	1.0	26.0	5.0	4.0	0.6084108330136679	2768	sequence	WILDTYPE_SNP_INDIV	significant effect	0.6084108330136679	rs11641587
631	3134__WILDTYPE_SNP_INDIV	19.394921752824303	1.0628931800376e-05	0.000718425967746541	1.0	26.0	5.0	4.0	0.606055750312407	3134	sequence	WILDTYPE_SNP_INDIV	significant effect	0.606055750312407	rs28715598
633	3440__WILDTYPE_SNP_INDIV	13.597939641251699	0.000226433908462176	0.00729299548127506	1.0	26.0	5.0	4.0	0.60572712591194	3440	sequence	WILDTYPE_SNP_INDIV	significant effect	0.60572712591194	rs4360494
635	3086__WILDTYPE_SNP_INDIV	12.4842081948891	0.000410406630709573	0.0111905762544048	1.0	26.0	5.0	4.0	0.605677004243356	3086	sequence	WILDTYPE_SNP_INDIV	significant effect	0.605677004243356	rs758374
637	2166__WILDTYPE_SNP_INDIV	10.6318530134631	0.0011115627856145	0.021207522219428	1.0	26.0	5.0	4.0	-0.602102829671194	2166	sequence	WILDTYPE_SNP_INDIV	significant effect	0.602102829671194	rs372439802
639	1378__WILDTYPE_SNP_INDIV	20.756114653258	5.21647499522166e-06	0.000410391204951946	1.0	26.0	5.0	4.0	0.6017689240244821	1378	sequence	WILDTYPE_SNP_INDIV	significant effect	0.6017689240244821	rs2361683
641	945__WILDTYPE_SNP_INDIV	13.606547130195802	0.000225398069991382	0.00729299548127506	1.0	26.0	5.0	4.0	0.6015125343057529	945	sequence	WILDTYPE_SNP_INDIV	significant effect	0.6015125343057529	rs35295665
643	3078__WILDTYPE_SNP_INDIV	24.9001837677174	6.03766689579054e-07	6.898753198309239e-05	1.0	26.0	5.0	4.0	0.598935225399369	3078	sequence	WILDTYPE_SNP_INDIV	significant effect	0.598935225399369	rs71313931
645	435__WILDTYPE_SNP_INDIV	13.933351564198801	0.000189407711780154	0.0064216464539802705	1.0	26.0	5.0	4.0	0.594187865173915	435	sequence	WILDTYPE_SNP_INDIV	significant effect	0.594187865173915	rs10841433
647	1128__WILDTYPE_SNP_INDIV	13.2126107696017	0.000278071751429897	0.008499785573962259	1.0	26.0	5.0	4.0	0.5935551828587271	1128	sequence	WILDTYPE_SNP_INDIV	significant effect	0.5935551828587271	rs6782998
649	3039__WILDTYPE_SNP_INDIV	17.7490814173502	2.52039160020251e-05	0.00139027118268642	1.0	26.0	5.0	4.0	0.592738929430426	3039	sequence	WILDTYPE_SNP_INDIV	significant effect	0.592738929430426	rs118103401
651	324__WILDTYPE_SNP_INDIV	16.4639292185107	4.9584521141252505e-05	0.00231025356268806	1.0	26.0	5.0	4.0	0.591413771094301	324	sequence	WILDTYPE_SNP_INDIV	significant effect	0.591413771094301	rs11630478
653	373__WILDTYPE_SNP_INDIV	16.157531337106303	5.8286349435661204e-05	0.00266396372325465	1.0	26.0	5.0	4.0	0.590081885802095	373	sequence	WILDTYPE_SNP_INDIV	significant effect	0.590081885802095	rs1573643
655	679__WILDTYPE_SNP_INDIV	8.85916480099058	0.0029162097480476303	0.0388396738940998	1.0	26.0	5.0	4.0	0.589737072214963	679	sequence	WILDTYPE_SNP_INDIV	significant effect	0.589737072214963	rs34569066
657	1656__WILDTYPE_SNP_INDIV	10.7027998440744	0.00106973523723649	0.0207840461680078	1.0	26.0	5.0	4.0	0.589372000861703	1656	sequence	WILDTYPE_SNP_INDIV	significant effect	0.589372000861703	rs9469051
659	4222__WILDTYPE_SNP_INDIV	13.7682787090216	0.000206798720046151	0.0068918545659825	1.0	26.0	5.0	4.0	0.587772354415289	4222	sequence	WILDTYPE_SNP_INDIV	significant effect	0.587772354415289	rs1716664
661	383__WILDTYPE_SNP_INDIV	8.24853890728355	0.0040784816036018206	0.0488095591413594	1.0	26.0	5.0	4.0	0.5846436423665601	383	sequence	WILDTYPE_SNP_INDIV	significant effect	0.5846436423665601	rs2521501
663	379__WILDTYPE_SNP_INDIV	10.772468198306802	0.0010302103777345	0.0201795085826443	1.0	26.0	5.0	4.0	0.5830514675087789	379	sequence	WILDTYPE_SNP_INDIV	significant effect	0.5830514675087789	rs1894400
665	3292__WILDTYPE_SNP_INDIV	12.996371234361998	0.000312095214086254	0.009236909890071041	1.0	24.0	5.0	4.0	0.582134844655604	3292	sequence	WILDTYPE_SNP_INDIV	significant effect	0.582134844655604	rs143598222
667	3096__WILDTYPE_SNP_INDIV	12.905000957396199	0.000327705366369401	0.00953126092852579	1.0	26.0	5.0	4.0	0.579948590590793	3096	sequence	WILDTYPE_SNP_INDIV	significant effect	0.579948590590793	rs756653
669	4334__WILDTYPE_SNP_INDIV	10.1197863735742	0.0014668600049087199	0.0249626282395637	1.0	26.0	5.0	4.0	0.579153547502996	4334	sequence	WILDTYPE_SNP_INDIV	significant effect	0.579153547502996	rs112787664
671	174__WILDTYPE_SNP_INDIV	8.22779724489328	0.00412535704165834	0.0491255296350331	1.0	26.0	5.0	4.0	0.575293871307021	174	sequence	WILDTYPE_SNP_INDIV	significant effect	0.575293871307021	rs10505359
673	2740__WILDTYPE_SNP_INDIV	11.860530336377002	0.000573362141199722	0.0136893776896391	1.0	26.0	5.0	4.0	0.570944287068499	2740	sequence	WILDTYPE_SNP_INDIV	significant effect	0.570944287068499	rs12928722
675	2513__WILDTYPE_SNP_INDIV	11.300441810222301	0.000774886496655199	0.0168320693908035	1.0	26.0	5.0	4.0	0.564214052435986	2513	sequence	WILDTYPE_SNP_INDIV	significant effect	0.564214052435986	rs4594277
677	2831__WILDTYPE_SNP_INDIV	24.2985902214346	8.24994209950638e-07	8.60684176859372e-05	1.0	26.0	5.0	4.0	0.562746700454627	2831	sequence	WILDTYPE_SNP_INDIV	significant effect	0.562746700454627	rs6707583
679	1601__WILDTYPE_SNP_INDIV	9.56833915709149	0.00197961794748402	0.0299690426813117	1.0	26.0	5.0	4.0	0.56237376703968	1601	sequence	WILDTYPE_SNP_INDIV	significant effect	0.56237376703968	rs6800730
681	4544__WILDTYPE_SNP_INDIV	11.943501934307301	0.0005483830678520299	0.0133173293650805	1.0	26.0	5.0	4.0	0.5603196127033989	4544	sequence	WILDTYPE_SNP_INDIV	significant effect	0.5603196127033989	rs9633712
683	1105__WILDTYPE_SNP_INDIV	10.994655808683099	0.000913749806706208	0.0184247282453071	1.0	26.0	5.0	4.0	0.559617880308029	1105	sequence	WILDTYPE_SNP_INDIV	significant effect	0.559617880308029	rs10857969
685	4176__WILDTYPE_SNP_INDIV	11.809510812535802	0.000589289138692689	0.0139375914263059	1.0	26.0	5.0	4.0	0.5579234400656911	4176	sequence	WILDTYPE_SNP_INDIV	significant effect	0.5579234400656911	rs9839491
687	37__WILDTYPE_SNP_INDIV	8.95101284136945	0.00277315787684395	0.0375943069236557	1.0	26.0	5.0	4.0	0.5570262238875521	37	sequence	WILDTYPE_SNP_INDIV	significant effect	0.5570262238875521	rs13306561
689	3459__WILDTYPE_SNP_INDIV	24.432079456621103	7.69761987671616e-07	8.31765196945025e-05	1.0	26.0	5.0	4.0	0.555480215422422	3459	sequence	WILDTYPE_SNP_INDIV	significant effect	0.555480215422422	rs1322639
691	2592__WILDTYPE_SNP_INDIV	14.1549859501024	0.000168350352372805	0.00598454326694143	1.0	26.0	5.0	4.0	0.551883262361386	2592	sequence	WILDTYPE_SNP_INDIV	significant effect	0.551883262361386	rs8060955
693	827__WILDTYPE_SNP_INDIV	11.509353816594698	0.000692468458960659	0.0155726971523873	1.0	26.0	5.0	4.0	0.5504980444832739	827	sequence	WILDTYPE_SNP_INDIV	significant effect	0.5504980444832739	rs1275984
695	880__WILDTYPE_SNP_INDIV	18.446726077216198	1.74720740950014e-05	0.0010889413452196302	1.0	26.0	5.0	4.0	0.548965635051074	880	sequence	WILDTYPE_SNP_INDIV	significant effect	0.548965635051074	rs1794530
697	743__WILDTYPE_SNP_INDIV	8.25519111522226	0.00406356292485255	0.0487797796953639	1.0	26.0	5.0	4.0	0.547894743772913	743	sequence	WILDTYPE_SNP_INDIV	significant effect	0.547894743772913	rs12988157
699	2968__WILDTYPE_SNP_INDIV	22.5352258805406	2.06325213624164e-06	0.000186821641543842	1.0	26.0	5.0	4.0	0.5431953705143061	2968	sequence	WILDTYPE_SNP_INDIV	significant effect	0.5431953705143061	rs112474962
701	4468__WILDTYPE_SNP_INDIV	79.94778458250009	3.84435959879996e-19	1.53742347622008e-16	1.0	10.0	5.0	4.0	-0.537863497769313	4468	sequence	WILDTYPE_SNP_INDIV	significant effect	0.537863497769313	rs201571665
703	3138__WILDTYPE_SNP_INDIV	8.38343918583951	0.0037865523789580202	0.0464271282861589	1.0	26.0	5.0	4.0	0.537467272214489	3138	sequence	WILDTYPE_SNP_INDIV	significant effect	0.537467272214489	rs13152269
705	2674__WILDTYPE_SNP_INDIV	22.8849295937121	1.7199509592425e-06	0.00016844989088581202	1.0	26.0	5.0	4.0	0.536026489122416	2674	sequence	WILDTYPE_SNP_INDIV	significant effect	0.536026489122416	rs60937209
707	4416__WILDTYPE_SNP_INDIV	11.2088063565579	0.00081410067976654	0.0171353910622791	1.0	26.0	5.0	4.0	0.535170369244969	4416	sequence	WILDTYPE_SNP_INDIV	significant effect	0.535170369244969	rs73828505
709	1581__WILDTYPE_SNP_INDIV	9.251405746521868	0.0023531472226922803	0.0336553134832315	1.0	26.0	5.0	4.0	0.5293072003371261	1581	sequence	WILDTYPE_SNP_INDIV	significant effect	0.5293072003371261	rs57626122
