CHR	POS	PHENOTYPE
3	47824983	DBP
3	47986392	DBP
3	48012797	DBP
3	47886580	DBP
3	48132431	DBP
3	47943861	DBP
3	48130893	DBP
3	48131170	DBP
3	48082861	DBP
3	47975247	DBP
3	47953405	DBP
3	47775282	DBP
3	48002640	DBP
3	48151062	DBP
3	47801101	DBP
3	47858834	DBP
3	47857082	DBP
3	48099750	DBP
3	47921165	DBP
3	47900703	DBP
3	47939626	DBP
3	48152716	DBP
3	47938354	DBP
3	47949538	DBP
3	48115978	DBP
3	47807759	DBP
3	48094859	DBP
3	47861575	DBP
3	48093133	DBP
3	47802095	DBP
3	48008886	DBP
3	47945817	DBP
3	48152562	DBP
3	47995224	DBP
3	47993433	DBP
3	48113624	DBP
3	47993149	DBP
3	47892579	DBP
3	47875324	DBP
3	47924317	DBP
3	47905570	DBP
3	48044259	DBP
3	48141864	DBP
3	48085349	DBP
3	48117970	DBP
3	48091207	DBP
3	47995168	DBP
3	47944636	DBP
3	47808447	DBP
3	48132142	DBP
3	48017617	DBP
3	47784650	DBP
3	47774348	DBP
3	47753513	DBP
3	47927484	DBP
3	47948364	DBP
3	48123796	DBP
3	48096735	DBP
3	47752748	DBP
3	47750904	DBP
3	47843600	DBP
3	47825648	DBP
3	47845038	DBP
3	47769075	DBP
3	48119763	DBP
3	47768075	DBP
3	48145224	DBP
3	47928167	DBP
3	47928786	DBP
3	47754135	DBP
3	47765655	DBP
3	48029747	DBP
3	47997826	DBP
3	47781166	DBP
3	48074547	DBP
3	48029118	DBP
3	47791875	DBP
3	47799694	DBP
3	47958037	DBP
3	47947182	DBP
3	47863961	DBP
3	48153826	DBP
3	48043737	DBP
3	47892164	DBP
3	47790265	DBP
3	48066400	DBP
3	48155569	DBP
3	47797556	DBP
3	48134137	DBP
3	47935303	DBP
3	48071490	DBP
3	47762534	DBP
3	47985732	DBP
3	47838941	DBP
3	48115088	DBP
3	47964055	DBP
3	47785481	DBP
3	48121072	DBP
3	48037078	DBP
20	57759093	DBP
20	57756492	DBP
20	57745624	DBP
20	57760166	DBP
20	57758720	DBP
20	57743287	DBP
20	57706406	DBP
20	57750488	DBP
20	57726123	DBP
20	57712284	DBP
20	57749788	DBP
20	57751117	DBP
20	57730418	DBP
20	57742368	DBP
20	57740605	DBP
20	57701709	DBP
20	57734912	DBP
20	57736331	DBP
20	57702450	DBP
20	57740348	DBP
20	57757002	DBP
20	57709925	DBP
20	57705514	DBP
20	57704562	DBP
20	57751948	DBP
20	57711098	DBP
20	57762732	DBP
20	57731270	DBP
20	57738070	DBP
20	57718474	DBP
20	57750274	DBP
20	57733334	DBP
20	57767727	DBP
20	57739469	DBP
20	57726362	DBP
20	57750996	DBP
20	57755060	DBP
20	57748963	DBP
20	57709744	DBP
20	57742483	DBP
20	57760177	DBP
20	57744869	DBP
20	57740436	DBP
20	57722735	DBP
20	57718690	DBP
20	57731875	DBP
20	57709165	DBP
20	57728269	DBP
20	57713314	DBP
20	57742388	DBP
20	57743335	DBP
20	57760137	DBP
20	57704603	DBP
20	57750533	DBP
20	57739809	DBP
20	57754390	DBP
20	57744603	DBP
20	57725663	DBP
20	57706524	DBP
20	57729434	DBP
20	57729215	DBP
20	57729359	DBP
20	57745815	DBP
20	57704180	DBP
20	57715798	DBP
20	57730248	DBP
20	57760553	DBP
20	57749391	DBP
20	57748589	DBP
20	57723130	DBP
20	57725089	DBP
20	57753996	DBP
20	57739829	DBP
20	57712912	DBP
20	57705612	DBP
20	57725937	DBP
20	57735448	DBP
20	57744954	DBP
20	57711886	DBP
20	57750478	DBP
20	57719387	DBP
20	57753203	DBP
20	57757760	DBP
20	57727382	DBP
20	57744871	DBP
20	19476671	PP
20	19469150	PP
20	19474337	PP
20	19465907	PP
20	19469002	PP
20	19466843	PP
20	19461865	PP
20	19469395	PP
20	19478696	PP
20	19455985	PP
20	19462207	PP
20	19475014	PP
20	19464926	PP
20	19476530	PP
20	19469685	PP
20	19479796	PP
20	19465089	PP
20	19477390	PP
20	19462636	PP
20	19466832	PP
20	19470418	PP
20	19459328	PP
20	19469817	PP
20	19470421	PP
20	19460951	PP
20	19475621	PP
20	19469534	PP
4	54801549	PP
4	54799245	PP
4	54800759	PP
4	54801228	PP
20	8630324	DBP
20	8624101	DBP
20	8616641	DBP
20	8624447	DBP
20	8631147	DBP
20	8634106	DBP
20	8635551	DBP
20	8629843	DBP
20	8633847	DBP
20	8625108	DBP
20	8626271	DBP
20	8628216	DBP
20	8630485	DBP
20	8632326	DBP
20	8625961	DBP
20	8627550	DBP
20	8634316	DBP
20	8624590	DBP
20	8626903	DBP
20	8629857	DBP
20	8629588	DBP
20	8629664	DBP
20	8630603	DBP
20	8633099	DBP
20	8628105	DBP
20	8630692	DBP
20	8633262	DBP
20	8625951	DBP
20	8617551	DBP
20	8630253	DBP
20	8631627	DBP
20	8633398	DBP
20	8627642	DBP
1	113119442	DBP
1	113191585	DBP
1	113128212	DBP
1	113071774	DBP
1	113242122	DBP
1	113075948	DBP
1	113237171	DBP
1	113190807	DBP
1	113241052	DBP
1	113246506	DBP
1	113160419	DBP
1	113207243	DBP
1	113102398	DBP
1	113181739	DBP
1	113173804	DBP
1	113240106	DBP
1	113202571	DBP
1	113144439	DBP
1	113234886	DBP
1	113124239	DBP
1	113113194	DBP
1	113184603	DBP
1	113243048	DBP
1	113095711	DBP
1	113140583	DBP
1	113147607	DBP
1	113238665	DBP
1	113123360	DBP
1	113127954	DBP
1	113236534	DBP
1	113104501	DBP
1	113215717	DBP
1	113128931	DBP
1	113141218	DBP
1	113127430	DBP
1	113181720	DBP
1	113160170	DBP
1	113233698	DBP
1	113081783	DBP
1	113108464	DBP
1	113236681	DBP
1	113076819	DBP
1	113238593	DBP
1	113215637	DBP
1	113063771	DBP
1	113106633	DBP
1	113239382	DBP
1	113082298	DBP
1	113085452	DBP
1	113154364	DBP
1	113068577	DBP
1	113234179	DBP
1	113115944	DBP
1	113082153	DBP
1	113092906	DBP
1	113169667	DBP
1	113170389	DBP
1	113137570	DBP
1	113117213	DBP
1	113157181	DBP
1	113247563	DBP
1	113145634	DBP
1	113231286	DBP
1	113097633	DBP
1	113060432	DBP
1	113120593	DBP
1	113240790	DBP
1	113236230	DBP
1	113223233	DBP
15	79068203	DBP
15	79070000	DBP
15	79066653	DBP
6	150999464	DBP
6	151003840	DBP
6	150998511	DBP
6	150997401	DBP
6	150999751	DBP
6	150999071	DBP
6	150997035	DBP
6	150989698	DBP
6	150975312	DBP
6	150984431	DBP
6	150997269	DBP
6	150995754	DBP
6	150999085	DBP
6	150998853	DBP
6	150997145	DBP
6	150977939	DBP
6	150998421	DBP
6	151008874	DBP
6	150992370	DBP
6	150982978	DBP
6	151008837	DBP
6	150981316	DBP
6	150998847	DBP
6	150979813	DBP
6	150977958	DBP
6	150984741	DBP
6	151004770	DBP
6	150997440	DBP
6	151002371	DBP
9	136522274	DBP
9	136535677	DBP
3	48178293	DBP
3	48191998	DBP
3	48187647	DBP
3	48190815	DBP
3	48194850	DBP
3	48188261	DBP
3	48178029	DBP
3	48204768	DBP
3	48178575	DBP
3	48179178	DBP
3	48175411	DBP
3	48185955	DBP
3	48191032	DBP
3	48192981	DBP
3	48186267	DBP
3	48197614	DBP
3	48186160	DBP
3	48181366	DBP
3	48182326	DBP
3	48176440	DBP
3	48190914	DBP
3	48175418	DBP
3	48186979	DBP
3	48189896	DBP
3	48188042	DBP
3	48185266	DBP
3	48194667	DBP
3	48182620	DBP
3	48176747	DBP
3	48194666	DBP
3	48174513	DBP
3	48194326	DBP
3	48181333	DBP
3	48188909	DBP
3	48194242	DBP
3	48187743	DBP
3	48193170	DBP
3	48174210	DBP
3	48182589	DBP
3	48196368	DBP
3	48172687	DBP
3	48193515	DBP
3	48192959	DBP
3	48173653	DBP
3	48187679	DBP
3	48189870	DBP
3	48173069	DBP
6	79535412	DBP
6	79555055	DBP
6	79696665	DBP
6	79557046	DBP
6	79722639	DBP
6	79599464	DBP
6	79610902	DBP
6	79566643	DBP
6	79672522	DBP
6	79749166	DBP
6	79610101	DBP
6	79552118	DBP
6	79729648	DBP
6	79582790	DBP
6	79621098	DBP
6	79643204	DBP
6	79600131	DBP
6	79559602	DBP
6	79589467	DBP
6	79633441	DBP
6	79720222	DBP
6	79816785	DBP
6	79590385	DBP
6	79584141	DBP
6	79698811	DBP
6	79570345	DBP
6	79646575	DBP
6	79550307	DBP
6	79705845	DBP
6	79678448	DBP
6	79583437	DBP
6	79607121	DBP
6	79591805	DBP
6	79760997	DBP
6	79615208	DBP
6	79700980	DBP
6	79502409	DBP
6	79678211	DBP
6	79576499	DBP
6	79715620	DBP
6	79554193	DBP
6	79502859	DBP
6	79603003	DBP
6	79607182	DBP
6	79718301	DBP
6	79565244	DBP
6	79782874	DBP
6	79769056	DBP
6	79698380	DBP
6	79496050	DBP
6	79554107	DBP
6	79659170	DBP
6	79729489	DBP
6	79633587	DBP
6	79664440	DBP
6	79504200	DBP
6	79568040	DBP
6	79621101	DBP
6	79615550	DBP
6	79548845	DBP
6	79584973	DBP
6	79480458	DBP
6	79551812	DBP
6	79619968	DBP
6	79514609	DBP
6	79720867	DBP
6	79742101	DBP
6	79629429	DBP
6	79689450	DBP
6	79672133	DBP
6	79758218	DBP
6	79501036	DBP
6	79682567	DBP
6	79743735	DBP
6	79655477	DBP
6	79612800	DBP
6	79543492	DBP
6	79553827	DBP
6	79567719	DBP
6	79631842	DBP
6	79550618	DBP
6	79737106	DBP
6	79714708	DBP
6	79633129	DBP
6	79679577	DBP
6	79606541	DBP
6	79585625	DBP
6	79572184	DBP
6	79798838	DBP
6	79664748	DBP
6	79674262	DBP
6	79753073	DBP
6	79739010	DBP
6	79739622	DBP
6	79810700	DBP
6	79606490	DBP
6	79572799	DBP
6	79822924	DBP
6	79750385	DBP
6	79734369	DBP
6	79676328	DBP
6	79613763	DBP
6	79564219	DBP
6	79684417	DBP
6	79753394	DBP
6	79695029	DBP
6	79723651	DBP
6	79606429	DBP
6	79745107	DBP
6	79741958	DBP
6	79683891	DBP
6	79681651	DBP
6	79724429	DBP
6	79584433	DBP
6	79719623	DBP
6	79572296	DBP
6	79629564	DBP
6	79701972	DBP
6	79719625	DBP
6	79586463	DBP
6	79810533	DBP
6	79503700	DBP
6	79589032	DBP
6	79590061	DBP
6	79718795	DBP
6	79597503	DBP
6	79776104	DBP
6	79661125	DBP
6	79657391	DBP
6	79536455	DBP
6	79714867	DBP
6	79752792	DBP
6	79814192	DBP
6	79789996	DBP
6	79618352	DBP
6	79513590	DBP
6	79758223	DBP
6	79734726	DBP
6	79613576	DBP
6	79690290	DBP
6	79566162	DBP
6	79690576	DBP
6	79665210	DBP
6	79762172	DBP
6	79629999	DBP
10	18707048	SBP
10	18719677	SBP
10	18723306	SBP
10	18705074	SBP
10	18725053	SBP
10	18707448	SBP
10	18706851	SBP
10	18706043	SBP
10	18714742	SBP
10	18704124	SBP
10	18711623	SBP
10	18703701	SBP
10	18705336	SBP
10	18708798	SBP
10	18711195	SBP
10	18711712	SBP
10	18704136	SBP
10	18716867	SBP
10	18698640	SBP
12	26438189	SBP
5	127860749	SBP
5	127864312	SBP
5	127855152	SBP
5	127814937	SBP
5	127868199	SBP
5	127859574	SBP
5	127865085	SBP
5	127855320	SBP
5	127811561	SBP
5	127817651	SBP
5	127853692	SBP
5	127854758	SBP
5	127803816	SBP
5	127862595	SBP
5	127815127	SBP
5	127850979	SBP
5	127816069	SBP
5	127805142	SBP
11	1905292	SBP
1	113147898	DBP
1	113143896	DBP
1	113155950	DBP
1	113206920	DBP
1	113086449	DBP
1	113210534	DBP
1	113163632	DBP
1	113141550	DBP
1	113102143	DBP
1	113214097	DBP
1	113198091	DBP
1	113143960	DBP
1	113141175	DBP
1	113129128	DBP
1	113150644	DBP
1	113166235	DBP
1	113100573	DBP
1	113150481	DBP
1	113101168	DBP
1	113158289	DBP
1	113144012	DBP
1	113163967	DBP
1	113086706	DBP
1	113074602	DBP
1	113111327	DBP
1	113163910	DBP
1	113191184	DBP
1	113189053	DBP
1	113122760	DBP
1	113127437	DBP
1	113122778	DBP
1	113087076	DBP
1	113075817	DBP
1	113101799	DBP
1	113148571	DBP
1	113185716	DBP
1	113147897	DBP
1	113086717	DBP
1	113117900	DBP
1	113104887	DBP
1	113090429	DBP
1	113219388	DBP
1	113144779	DBP
1	113080084	DBP
1	113096746	DBP
1	113197969	DBP
1	113138318	DBP
1	113139196	DBP
1	113110261	DBP
1	113128286	DBP
1	113216543	DBP
1	113166643	DBP
1	113198122	DBP
1	113215786	DBP
1	113072914	DBP
1	113138110	DBP
1	113114111	DBP
1	113107826	DBP
1	113072477	DBP
1	113110548	DBP
1	113175429	DBP
1	113064468	DBP
1	113137043	DBP
1	113095661	DBP
1	113137221	DBP
1	113148267	DBP
1	113218641	DBP
1	113224914	DBP
1	113090655	DBP
1	113193364	DBP
1	113163042	DBP
1	113071834	DBP
1	113118329	DBP
1	113106444	DBP
1	113200797	DBP
1	113108634	DBP
1	113094022	DBP
1	113201412	DBP
1	113154529	DBP
1	113163529	DBP
1	113113721	DBP
1	113114974	DBP
1	113192605	DBP
1	113076625	DBP
1	113228623	DBP
1	113107543	DBP
1	113100548	DBP
1	113126977	DBP
1	113072293	DBP
1	113177070	DBP
1	113194321	DBP
1	113084146	DBP
1	113188587	DBP
1	113188419	DBP
1	113089696	DBP
1	113090109	DBP
1	113179597	DBP
1	113095948	DBP
1	113098534	DBP
1	113154080	DBP
1	113159730	DBP
1	113131159	DBP
1	113067792	DBP
1	113206502	DBP
4	120433248	DBP
4	120521297	DBP
4	120260650	DBP
4	120406302	DBP
4	120555696	DBP
4	120405262	DBP
4	120262256	DBP
4	120574874	DBP
4	120421809	DBP
4	120528524	DBP
4	120257739	DBP
4	120502016	DBP
4	120513230	DBP
4	120509972	DBP
4	120360251	DBP
4	120433807	DBP
4	120452356	DBP
4	120554714	DBP
4	120478189	DBP
4	120261415	DBP
4	120361169	DBP
4	120271798	DBP
4	120542827	DBP
4	120372143	DBP
4	120330655	DBP
4	120405929	DBP
4	120372234	DBP
4	120326678	DBP
4	120522934	DBP
4	120498280	DBP
4	120506153	DBP
4	120365441	DBP
4	120499656	DBP
4	120480233	DBP
4	120497433	DBP
4	120532401	DBP
4	120495795	DBP
4	120326942	DBP
4	120354126	DBP
4	120557014	DBP
4	120539860	DBP
4	120498134	DBP
4	120332408	DBP
4	120511817	DBP
4	120455483	DBP
4	120503891	DBP
4	120539753	DBP
4	120449208	DBP
4	120544112	DBP
4	120258091	DBP
4	120385472	DBP
4	120496491	DBP
4	120498647	DBP
4	120509279	DBP
4	120533223	DBP
4	120455484	DBP
4	120438174	DBP
4	120427732	DBP
4	120372142	DBP
4	120446868	DBP
4	120265619	DBP
4	120449810	DBP
4	120478183	DBP
4	120268146	DBP
4	120424087	DBP
4	120455474	DBP
4	120408108	DBP
4	120274911	DBP
4	120259213	DBP
4	120516597	DBP
11	69079707	DBP
6	22122951	SBP
6	22123002	SBP
6	22131929	SBP
6	22128458	SBP
6	22136262	SBP
6	22128462	SBP
6	22128438	SBP
6	22109189	SBP
6	22128938	SBP
6	22136160	SBP
6	22125964	SBP
6	22125157	SBP
6	22128962	SBP
6	22130601	SBP
11	61278246	DBP
11	61277775	DBP
11	61278590	DBP
11	61278918	DBP
11	61272565	DBP
11	61277885	DBP
11	61277698	DBP
12	112072424	DBP
12	111904371	DBP
12	111826477	DBP
12	111907431	DBP
12	111865049	DBP
12	111833788	DBP
12	111973358	DBP
12	112059557	DBP
12	111932800	DBP
12	112083162	DBP
12	111884608	DBP
12	111910219	DBP
12	112007756	DBP
15	66867547	DBP
15	66870305	DBP
15	66874305	DBP
15	66874460	DBP
15	66869072	DBP
15	66874142	DBP
15	66866764	DBP
15	66871988	DBP
15	66873924	DBP
15	66874198	DBP
15	66866754	DBP
15	66873008	DBP
15	66870720	DBP
15	66867861	DBP
15	66871272	DBP
15	66874071	DBP
17	6473958	PP
17	6473822	PP
17	6473828	PP
17	6473813	PP
17	6472540	PP
17	6470598	PP
17	6474096	PP
17	6473353	PP
17	6473969	PP
17	6473882	PP
18	43092543	PP
18	43098631	PP
18	43097750	PP
18	43099143	PP
18	43096236	PP
18	43096749	PP
18	43092068	PP
18	43092380	PP
18	43092586	PP
18	43098275	PP
18	43092664	PP
18	43095231	PP
9	127980923	PP
9	127911299	PP
9	127938660	PP
9	127900996	PP
9	127956848	PP
9	127955132	PP
9	127960748	PP
9	127986904	PP
9	127956844	PP
9	127913157	PP
9	127982381	PP
9	127934502	PP
9	127988241	PP
9	127938486	PP
5	173356638	DBP
5	173326714	DBP
5	173307505	DBP
5	173318254	DBP
5	173356748	DBP
5	173373143	DBP
5	173324880	DBP
5	173331851	DBP
5	173388948	DBP
5	173383194	DBP
5	173367586	DBP
5	173372483	DBP
5	173307328	DBP
5	173340496	DBP
5	173357810	DBP
5	173337853	DBP
5	173348156	DBP
5	173387509	DBP
5	173326891	DBP
5	173380934	DBP
5	173374655	DBP
5	173373948	DBP
5	173303392	DBP
5	173365448	DBP
5	173365310	DBP
5	173324971	DBP
5	173350990	DBP
5	173379347	DBP
5	173344153	DBP
5	173350405	DBP
5	173362458	DBP
5	173372625	DBP
5	173339222	DBP
5	173387335	DBP
5	173357206	DBP
5	173392398	DBP
5	173301427	DBP
5	173356752	DBP
5	173306058	DBP
5	173362726	DBP
5	173315416	DBP
5	173349404	DBP
5	173375257	DBP
5	173378180	DBP
5	173309057	DBP
5	173336792	DBP
5	173351488	DBP
5	173312730	DBP
5	173339531	DBP
5	173384663	DBP
5	173373488	DBP
5	173386153	DBP
5	173334219	DBP
5	173378286	DBP
5	173353514	DBP
5	173301982	DBP
5	173345023	DBP
5	173307137	DBP
5	173385693	DBP
5	173377636	DBP
5	173312892	DBP
5	173328024	DBP
5	173378316	DBP
5	173351081	DBP
5	173320815	DBP
5	173349840	DBP
5	173377817	DBP
5	173358337	DBP
5	173374760	DBP
17	60763400	PP
17	60771108	PP
17	60760456	PP
17	60768921	PP
17	60767135	PP
17	60767151	PP
17	60769803	PP
17	60769406	PP
17	60765043	PP
2	65276736	PP
2	65284231	PP
2	65279223	PP
2	65298282	PP
2	65289623	PP
2	65297686	PP
2	65287896	PP
2	65284623	PP
2	65297359	PP
2	65279321	PP
2	65289949	PP
2	65277951	PP
2	65289825	PP
2	65280220	PP
2	65296280	PP
2	65279414	PP
2	65283972	PP
2	65277366	PP
2	65289970	PP
2	65279805	PP
2	65280185	PP
2	65287364	PP
2	65276452	PP
3	50429876	DBP
3	50465975	DBP
3	50523668	DBP
3	50483437	DBP
3	50520128	DBP
3	50518935	DBP
3	50434984	DBP
3	50525017	DBP
3	50472565	DBP
3	50429282	DBP
3	50431142	DBP
3	50473349	DBP
3	50493550	DBP
3	50524221	DBP
3	50521402	DBP
3	50424182	DBP
3	50515600	DBP
3	50524558	DBP
3	50506260	DBP
3	50464335	DBP
3	50504546	DBP
3	50436827	DBP
3	50486895	DBP
3	50508213	DBP
3	50485005	DBP
3	50455470	DBP
3	50497035	DBP
3	50537682	DBP
3	50477905	DBP
3	50425177	DBP
3	50449062	DBP
3	50457227	DBP
3	50441627	DBP
3	50495487	DBP
3	50440390	DBP
3	50504896	DBP
3	50455867	DBP
3	50508326	DBP
3	50461240	DBP
3	50490244	DBP
3	50428766	DBP
3	50514612	DBP
3	50531201	DBP
3	50494497	DBP
3	50431995	DBP
3	50526880	DBP
3	50436716	DBP
3	50520695	DBP
3	50480863	DBP
3	50488845	DBP
3	50474284	DBP
3	50528092	DBP
3	50448632	DBP
3	50476378	DBP
3	50503170	DBP
3	50446524	DBP
3	50431194	DBP
3	50440426	DBP
3	50441613	DBP
3	50431410	DBP
3	50438669	DBP
3	50521177	DBP
3	50452237	DBP
3	50453456	DBP
3	50481717	DBP
3	50433967	DBP
3	50448515	DBP
16	83045790	PP
2	191325601	DBP
2	191354963	DBP
2	191470252	DBP
2	191430741	DBP
2	191439591	DBP
2	191351935	DBP
2	191455624	DBP
2	191323295	DBP
2	191356849	DBP
2	191427699	DBP
2	191325414	DBP
2	191383348	DBP
2	191398545	DBP
2	191434180	DBP
2	191295813	DBP
2	191405013	DBP
2	191293055	DBP
2	191471395	DBP
2	191287683	DBP
2	191296429	DBP
2	191395027	DBP
2	191332169	DBP
2	191409616	DBP
2	191443826	DBP
2	191348345	DBP
2	191427704	DBP
2	191327147	DBP
2	191347398	DBP
2	191387858	DBP
2	191378170	DBP
2	191376575	DBP
2	191398353	DBP
2	191331304	DBP
2	191339133	DBP
2	191446691	DBP
2	191427706	DBP
2	191468762	DBP
2	191387079	DBP
2	191462133	DBP
2	191335629	DBP
2	191468986	DBP
2	191417975	DBP
2	191339895	DBP
2	191468987	DBP
2	191405280	DBP
2	191437024	DBP
2	191327852	DBP
2	191366707	DBP
2	191328440	DBP
2	191287685	DBP
2	191427707	DBP
7	40453475	PP
7	40447971	PP
7	40394987	PP
7	40466200	PP
7	40472646	PP
7	40427617	PP
7	40440233	PP
7	40407871	PP
7	40399193	PP
7	40416687	PP
7	40431132	PP
7	40430183	PP
7	40472087	PP
7	40429728	PP
7	40416317	PP
7	40465519	PP
7	40413019	PP
7	40404052	PP
7	40394497	PP
7	40406876	PP
7	40411544	PP
7	40474936	PP
7	40417731	PP
7	40418721	PP
7	40477363	PP
7	40417816	PP
7	40430792	PP
7	40404675	PP
7	40400712	PP
7	40424356	PP
7	40431487	PP
7	40472715	PP
7	40427000	PP
7	40431370	PP
7	40424315	PP
7	40410924	PP
7	40469643	PP
7	40432354	PP
7	40432219	PP
7	40428287	PP
7	40402053	PP
7	40460129	PP
7	40430299	PP
7	40449904	PP
7	40417925	PP
7	40408718	PP
7	40436887	PP
7	40420360	PP
7	40470608	PP
7	40421682	PP
7	40427634	PP
2	43165179	DBP
2	43166683	DBP
2	43167878	DBP
2	43196694	DBP
19	7257990	SBP
19	7256243	SBP
19	7256245	SBP
19	7253184	SBP
19	7255701	SBP
6	127197741	SBP
10	18425442	SBP
10	18425999	SBP
10	18423380	SBP
10	18419972	SBP
10	18420326	SBP
10	18419126	SBP
10	18418804	SBP
2	179770998	DBP
2	179786068	DBP
2	179725237	DBP
2	179721046	DBP
2	179799576	DBP
2	179796721	DBP
2	179747068	DBP
8	120449997	PP
8	120427596	PP
8	120434279	PP
8	120435705	PP
8	120437596	PP
8	120420210	PP
8	120424863	PP
8	120432544	PP
8	120436596	PP
8	120458521	PP
8	120436982	PP
8	120433525	PP
8	120456197	PP
8	120433320	PP
8	120416876	PP
8	120434319	PP
8	120425324	PP
8	120419533	PP
8	120451323	PP
8	120420834	PP
8	120409826	PP
8	120436403	PP
8	120446225	PP
8	120466959	PP
8	120400556	PP
8	120426673	PP
8	120439492	PP
8	120440139	PP
8	120446627	PP
8	120426006	PP
8	120434684	PP
8	120436418	PP
8	120433307	PP
8	120416878	PP
8	120429282	PP
8	120411704	PP
8	120447685	PP
8	120413592	PP
8	120436875	PP
8	120433976	PP
8	120423239	PP
8	120443755	PP
8	120458928	PP
8	120436762	PP
8	120419182	PP
8	120428758	PP
8	120456195	PP
8	120434128	PP
8	120432725	PP
8	120437242	PP
8	120432746	PP
8	120437848	PP
8	120451362	PP
8	120403627	PP
8	120420239	PP
8	120426616	PP
8	120440642	PP
8	120442813	PP
8	120427603	PP
8	120409477	PP
8	120409872	PP
8	120438273	PP
8	120422799	PP
8	120448072	PP
8	120449116	PP
8	120462633	PP
8	120434853	PP
8	120444158	PP
8	120453012	PP
8	120423129	PP
8	120433156	PP
8	120436541	PP
8	120434043	PP
8	120441182	PP
8	120438241	PP
8	120435908	PP
8	120432799	PP
8	120420278	PP
8	120426010	PP
8	120426902	PP
8	120428447	PP
8	120421922	PP
8	120433244	PP
8	120432025	PP
8	120422166	PP
8	120437006	PP
8	120427648	PP
8	120475358	PP
8	120400532	PP
8	120450605	PP
8	120438409	PP
8	120420533	PP
8	120434194	PP
8	120436486	PP
8	120452358	PP
8	120443761	PP
8	120448664	PP
8	120393617	PP
8	120432457	PP
8	120436946	PP
8	120435733	PP
8	120439121	PP
8	120415378	PP
8	120433370	PP
8	120463873	PP
8	120431964	PP
8	120417690	PP
8	120442287	PP
8	120441485	PP
8	120456781	PP
8	120437597	PP
8	120427856	PP
8	120434432	PP
8	120439009	PP
2	19729795	PP
2	19730845	PP
2	19723238	PP
2	19711145	PP
2	19728861	PP
2	19722695	PP
2	19710771	PP
2	19719060	PP
2	19709427	PP
12	20167735	DBP
12	20165947	DBP
12	20184524	DBP
12	20162596	DBP
12	20162728	DBP
12	20183076	DBP
12	20163005	DBP
12	20179445	DBP
12	20164542	DBP
12	20161885	DBP
12	20165560	DBP
12	20160746	DBP
12	20184539	DBP
12	20168636	DBP
12	20161389	DBP
12	20164203	DBP
12	20167215	DBP
12	20162425	DBP
12	20183101	DBP
12	20165485	DBP
12	20159414	DBP
12	20165476	DBP
12	20154266	DBP
12	20191701	DBP
12	20166069	DBP
12	20166110	DBP
12	20162571	DBP
12	20179274	DBP
12	20183103	DBP
12	20166211	DBP
12	20180241	DBP
12	20168087	DBP
12	20191900	DBP
12	20164761	DBP
12	20191661	DBP
12	20165926	DBP
12	20165875	DBP
12	20165464	DBP
12	20190474	DBP
12	20191076	DBP
12	20168164	DBP
12	20170993	DBP
12	20183941	DBP
12	20168887	DBP
12	20169839	DBP
12	20203427	DBP
12	20155052	DBP
12	20209376	DBP
12	20166268	DBP
12	20189621	DBP
12	20199962	DBP
12	20192270	DBP
12	20166323	DBP
12	20180317	DBP
12	20168602	DBP
12	20164094	DBP
12	20168686	DBP
12	20190630	DBP
12	20196845	DBP
12	20168295	DBP
12	20182469	DBP
12	20159457	DBP
12	20164867	DBP
12	20171602	DBP
12	20164990	DBP
12	20164063	DBP
12	20183075	DBP
12	20210632	DBP
12	20172112	DBP
12	20156871	DBP
12	20155394	DBP
12	20161248	DBP
12	20157597	DBP
12	20154121	DBP
12	20162785	DBP
12	20192972	DBP
12	20167091	DBP
12	20173764	DBP
12	20171932	DBP
12	20164705	DBP
12	20166338	DBP
12	20161168	DBP
12	20157596	DBP
12	20183083	DBP
12	20163341	DBP
12	20188143	DBP
12	20188091	DBP
12	20187928	DBP
12	20171926	DBP
12	20190268	DBP
17	45013271	PP
17	45036112	PP
17	45017193	PP
17	44967530	PP
17	45091770	PP
17	45046368	PP
17	45244074	PP
17	45055107	PP
11	117283676	PP
11	117256384	PP
11	117266754	PP
5	157802270	DBP
5	157824183	DBP
5	157817293	DBP
5	157813013	DBP
5	157829572	DBP
5	157816142	DBP
5	157851989	DBP
5	157812020	DBP
5	157824481	DBP
5	157813148	DBP
5	157838542	DBP
5	157844105	DBP
5	157870062	DBP
5	157817634	DBP
5	157816343	DBP
5	157811935	DBP
5	157868131	DBP
5	157818018	DBP
5	157849295	DBP
5	157819624	DBP
5	157822114	DBP
5	157824556	DBP
5	157814228	DBP
5	157832749	DBP
5	157813838	DBP
5	157860016	DBP
5	157818150	DBP
5	157816127	DBP
5	157819991	DBP
5	157806250	DBP
5	157816992	DBP
5	157811088	DBP
5	157804457	DBP
5	157803630	DBP
5	157820602	DBP
14	98586845	PP
14	98587866	PP
14	98539271	PP
14	98550149	PP
14	98557443	PP
14	98554684	PP
14	98582625	PP
14	98559302	PP
14	98561140	PP
14	98582633	PP
14	98584647	PP
14	98552166	PP
14	98582309	PP
14	98557202	PP
14	98597422	PP
14	98594686	PP
14	98537128	PP
14	98587794	PP
14	98586202	PP
14	98583622	PP
14	98549438	PP
14	98542503	PP
14	98588745	PP
14	98585210	PP
14	98578495	PP
14	98535962	PP
14	98587067	PP
14	98535770	PP
14	98584476	PP
14	98580587	PP
14	98558222	PP
14	98589509	PP
14	98581139	PP
