SNP	Gene	GeneID-Tissue	Trait	nsnps	hit1	hit2	PP.H0.abf	PP.H1.abf	PP.H2.abf	PP.H3.abf	PP.H4.abf	idx1	idx2
rs4360494	SF3A3	ENSG00000183431.11_Heart_Left_Ventricle	PP	1	5	rs4360494	rs4072980	1.21212916738664e-53	2.75848857158899e-17	4.38756536326175e-37	0.998491965927193	0.00150803407280916	1	1
rs4360494	SF3A3	ENSG00000183431.11_Lung	PP	1	5	rs4360494	rs4072980	5.68602243853321e-74	1.29398981036889e-37	4.38861515426213e-37	0.998731349635977	0.00126865036402218	1	1
rs4360494	SF3A3	ENSG00000183431.11_Nerve_Tibial	PP	1	5	rs4360494	rs10890238	1.16889463795043e-160	2.66009810417284e-124	4.37448239863801e-37	0.99550865916149	0.00449134083849461	1	1
rs4360494	SF3A3	ENSG00000183431.11_Nerve_Tibial	PP	2	5	rs4360494	rs4360494	3.18118047788095e-46	7.23953372998695e-10	1.71771075822883e-39	0.00191288565131572	0.998087113624725	1	2
rs4360494	SF3A3	ENSG00000183431.11_Skin_Not_Sun_Exposed_Suprapubic	PP	1	5	rs4360494	rs10890238	1.81992381931491e-80	4.14167003964308e-44	4.3746951078326e-37	0.995557163212124	0.00444283678788381	1	1
rs4360494	SF3A3	ENSG00000183431.11_Skin_Sun_Exposed_Lower_leg	PP	1	5	rs4360494	rs10890238	6.40333786120269e-99	1.45723201663676e-62	4.37448239232539e-37	0.995508657721973	0.00449134227803362	1	1
rs4360494	SF3A3	ENSG00000183431.11_Stomach	PP	1	5	rs4360494	rs10890238	1.36963565601461e-43	3.11693209437633e-07	3.17379326109966e-38	0.070367960134067	0.929631728172718	1	1
rs4360494	SF3A3	ENSG00000183431.11_Thyroid	PP	1	5	rs4360494	rs10890238	3.02447531025297e-72	6.88291380395819e-36	4.37464319011861e-37	0.995545324422403	0.00445467557759207	1	1
rs4360494	SF3A3	ENSG00000183431.11_Whole_Blood	PP	1	5	rs4360494	rs10890238	1.7886879979312e-45	4.07058548972096e-09	1.32475227381913e-37	0.300079085164055	0.699920910765362	1	1
rs4360494	UTP11	ENSG00000183520.11_Adipose_Subcutaneous	PP	1	5	rs4360494	rs67631072	4.69821376180199e-40	0.00106919042272984	5.31897323217255e-39	0.0101269825730953	0.98880382700418	1	1
rs4360494	UTP11	ENSG00000183520.11_Adipose_Visceral_Omentum	PP	1	5	rs4360494	rs4360494	1.06271622700751e-37	0.241846384520447	1.92307062055026e-39	0.00286582957698237	0.755287785902575	1	1
rs4360494	UTP11	ENSG00000183520.11_Artery_Aorta	PP	1	5	rs4360494	rs67631072	3.56690650414052e-40	0.000811734515786926	3.44624589921085e-39	0.00585608886451764	0.993332176619692	1	1
rs4360494	UTP11	ENSG00000183520.11_Artery_Tibial	PP	1	5	rs4360494	rs4360494	6.891518430415e-60	1.56832913048209e-23	1.0128388739351e-39	0.000305567185081037	0.999694432814921	1	1
rs4360494	UTP11	ENSG00000183520.11_Breast_Mammary_Tissue	PP	1	5	rs4360494	rs61776719	9.62439707647945e-39	0.0219026074598488	4.08006069755247e-39	0.00734364222466896	0.970753750315476	1	1
rs4360494	UTP11	ENSG00000183520.11_Esophagus_Gastroesophageal_Junction	PP	1	5	rs4360494	rs67631072	2.42983758831985e-37	0.552967406324251	2.1711201024052e-39	0.00405494551786414	0.442977648157888	1	1
rs4360494	UTP11	ENSG00000183520.11_Esophagus_Muscularis	PP	1	5	rs4360494	rs4072980	3.02781011279642e-38	0.0689050294128128	9.70302568729598e-39	0.0202598753976606	0.910835095189532	1	1
rs4360494	UTP11	ENSG00000183520.11_Heart_Atrial_Appendage	PP	1	5	rs4360494	rs67631072	1.60219501241842e-37	0.364617629055314	5.15487554938591e-39	0.010481344820161	0.62490102612452	1	1
rs4360494	UTP11	ENSG00000183520.11_Lung	PP	1	5	rs4360494	rs10890238	3.43381227215557e-46	7.81445753850237e-10	1.19335903862457e-37	0.270117502381685	0.729882496836875	1	1
rs4360494	UTP11	ENSG00000183520.11_Nerve_Tibial	PP	1	5	rs4360494	rs67631072	8.26169612619069e-44	1.88014569397525e-07	3.87484541640401e-38	0.0863540433022976	0.913645768683133	1	1
rs4360494	UTP11	ENSG00000183520.11_Skin_Sun_Exposed_Lower_leg	PP	1	5	rs4360494	rs10890238	3.30032409772318e-37	0.75106734092846	1.28212082278335e-39	0.00242475544369883	0.246507903627848	1	1
rs4360494	UTP11	ENSG00000183520.11_Thyroid	PP	1	5	rs4360494	rs10890238	2.84154233739612e-41	6.46660626135498e-05	7.02558888553409e-38	0.158200535928013	0.841734798009376	1	1
rs4360494	UTP11	ENSG00000183520.11_Whole_Blood	PP	1	5	rs4360494	rs67631072	6.52540341495641e-41	0.000148501094020975	2.1529927823156e-38	0.0470909567211743	0.952760542184809	1	1
rs449789	ENSG00000233682	ENSG00000233682.3_Artery_Tibial	PP	1	32	rs594613	rs4709297	3.50001739637822e-32	0.227265472158928	1.01721935527535e-32	0.0646345680866953	0.708099959754377	1	1
rs449789	ENSG00000233682	ENSG00000233682.3_Esophagus_Gastroesophageal_Junction	PP	1	32	rs594613	rs1875817	5.30332319250685e-33	0.0344358931073787	9.63871494885787e-33	0.0607771751659731	0.904786931726655	1	1
rs449789	ENSG00000233682	ENSG00000233682.3_Esophagus_Muscularis	PP	1	32	rs594613	rs294896	1.90822317167904e-34	0.00123906024165767	1.60296067548089e-32	0.102291576723005	0.89646936303533	1	1
rs449789	FNDC1	ENSG00000164694.16_Artery_Aorta	PP	1	32	rs594613	rs1504255	1.25829391322495e-31	0.817043825552665	2.1092733175743e-33	0.0133568760835524	0.16959929836378	1	1
rs449789	FNDC1	ENSG00000164694.16_Artery_Tibial	PP	1	32	rs594613	rs4077944	2.72491625681083e-33	0.0176936086185879	2.25983021611732e-32	0.14506231996457	0.837244071416837	1	1
rs449789	FNDC1	ENSG00000164694.16_Brain_Cerebellum	PP	1	32	rs594613	rs498223	2.17781208830827e-33	0.0141411152137404	4.9911362527738e-33	0.0304980583225655	0.955360826463701	1	1
rs449789	FNDC1	ENSG00000164694.16_Esophagus_Gastroesophageal_Junction	PP	1	32	rs594613	rs294896	8.73696277661316e-33	0.0567314314699309	8.11034549280606e-33	0.0508778567593989	0.892390711770671	1	1
rs449789	FNDC1	ENSG00000164694.16_Esophagus_Muscularis	PP	1	32	rs594613	rs294896	1.01613953845049e-37	6.5980652617405e-07	7.98436788392637e-32	0.517481283298458	0.482518056895021	1	1
rs449789	FNDC1	ENSG00000164694.16_Lung	PP	1	32	rs594613	rs905684	1.12320036043957e-31	0.72932397567087	4.1763194311605e-33	0.0266298645337485	0.244046159795385	1	1
rs449789	WTAP	ENSG00000146457.14_Adipose_Subcutaneous	PP	1	32	rs594613	rs434578	1.45069431998141e-31	0.9419745454123	5.78879656413833e-34	0.00365006935924366	0.0543753852284621	1	1
rs6081613	SLC24A3	ENSG00000185052.11_Artery_Aorta	PP	1	22	rs6035355	rs1984571	5.40338198673056e-35	2.84081182185023e-05	4.83061470647849e-31	0.252473117811615	0.747498474070167	1	1
rs6081613	SLC24A3	ENSG00000185052.11_Artery_Tibial	PP	1	22	rs6035355	rs3790227	1.75715115919998e-36	9.23816935040251e-07	3.28215056637049e-32	0.0152863824620407	0.984712693721026	1	1
rs7236548	SETBP1-DT	ENSG00000267414.1_Artery_Aorta	PP	1	9	rs7236548	rs7236548	1.32998902378465e-37	0.0459689357998654	2.16751812369945e-38	0.00559480596293536	0.948436258237195	1	1
rs7236548	SETBP1	ENSG00000152217.16_Artery_Aorta	PP	1	9	rs7236548	rs7236548	9.75046379001214e-40	0.000337009130125389	1.19452339985642e-38	0.00213361965245752	0.997529371217411	1	1
rs7236548	SETBP1	ENSG00000152217.16_Heart_Atrial_Appendage	PP	1	9	rs7236548	rs1421203	1.32767852302882e-37	0.0458890770498978	7.67474815652558e-38	0.0246676485562556	0.929443274393849	1	1
rs72765298	ARPC5L	ENSG00000136950.13_Brain_Cerebellar_Hemisphere	PP	1	6	rs72767003	rs7858935	4.88716997782752e-24	0.0336383359856039	1.81445491040168e-24	0.010577304018983	0.955784359995412	1	1
rs72765298	ARPC5L	ENSG00000136950.13_Skin_Sun_Exposed_Lower_leg	PP	1	6	rs72767003	rs11788700	4.64525330418429e-23	0.319732262420406	1.03965275912126e-24	0.00580699676519826	0.674460740814393	1	1
rs72765298	ARPC5L	ENSG00000136950.13_Thyroid	PP	1	6	rs72767003	rs1364372	1.24006665173225e-22	0.853536481537628	2.32166366981547e-25	0.00130768682921787	0.145155831633151	1	1
rs72765298	ENSG00000232630	ENSG00000232630.1_Artery_Aorta	PP	1	6	rs72767003	rs7858935	9.80468722978326e-26	0.000674855519176806	2.91520444545327e-24	0.018102874868076	0.981222269612749	1	1
rs72765298	ENSG00000232630	ENSG00000232630.1_Colon_Sigmoid	PP	1	6	rs72767003	rs1364372	4.1913019014713e-23	0.288486838432956	1.02378045278638e-24	0.00563491284341143	0.705878248723635	1	1
rs72765298	GOLGA1	ENSG00000136935.13_Artery_Tibial	PP	1	6	rs72767003	rs1364372	7.76366309577404e-23	0.534372057611084	6.31029535104174e-25	0.00341895120982807	0.462208991179085	1	1
rs72765298	PPP6C	ENSG00000119414.11_Artery_Tibial	PP	1	6	rs72767003	rs11788700	4.31103166168429e-23	0.296727824360993	1.26638657246546e-24	0.00732462944133643	0.695947546197671	1	1
rs72765298	SCAI	ENSG00000173611.17_Artery_Aorta	PP	1	6	rs72767003	rs1364372	1.54835661584758e-32	1.06573211706801e-10	1.23196482500635e-24	0.00649258520377334	0.993507414689655	1	1
rs72765298	SCAI	ENSG00000173611.17_Artery_Tibial	PP	1	6	rs72767003	rs1364372	5.17680273292248e-41	3.56318749810802e-19	1.19560480518958e-24	0.00624181806186175	0.993758181938135	1	1
rs72765298	SCAI	ENSG00000173611.17_Muscle_Skeletal	PP	1	6	rs72767003	rs1364372	3.95786824311712e-25	0.00272419625985483	1.4094696064537e-24	0.00772225635247321	0.989553547387674	1	1
rs740698	MRC2	ENSG00000011028.13_Artery_Aorta	PP	1	7	rs56288724	rs56288724	7.52481298366451e-32	5.99467978457914e-09	1.2500832539994e-25	0.00797480018853277	0.992025193816793	1	1
rs740698	MRC2	ENSG00000011028.13_Artery_Tibial	PP	1	7	rs56288724	rs56288724	5.60304663917245e-27	0.000446369504369315	1.26547001669293e-25	0.00809851976694059	0.991455110728688	1	1
rs76206723	LINC01449	ENSG00000224017.1_Artery_Aorta	PP	1	34	rs17171710	rs10951637	8.64062978534456e-29	3.39071401187228e-07	1.6772366137193e-23	0.0639451963906019	0.936054464538003	1	1
rs76206723	LINC01449	ENSG00000224017.1_Artery_Tibial	PP	1	34	rs17171710	rs12532479	2.29634704776443e-22	0.901121365503094	1.50291987109987e-24	0.00571135066159694	0.0931672838353107	1	1
rs76206723	LINC01450	ENSG00000232458.1_Artery_Aorta	PP	1	34	rs17171710	rs12532479	2.03670541925663e-22	0.799234057550154	3.69354926091357e-24	0.0141207564088156	0.186645186041028	1	1
rs76206723	SUGCT	ENSG00000175600.15_Artery_Aorta	PP	1	34	rs17171710	rs4379368	6.84942310989129e-33	2.68781738008743e-11	1.75670226655609e-23	0.0670697975028006	0.93293020247032	1	1
rs76206723	SUGCT	ENSG00000175600.15_Artery_Tibial	PP	1	34	rs17171710	rs4723954	5.51239794350799e-23	0.216314845218462	1.46824828806206e-23	0.0561612390239108	0.727523915757627	1	1
rs79253921	CCN3	ENSG00000136999.4_Adipose_Subcutaneous	PP	1	100	rs73709783	rs7832471	3.84690408869951e-91	0.0003211468279649	2.69498091187122e-88	0.223429604335561	0.776249248836483	1	1
rs79253921	CCN3	ENSG00000136999.4_Adipose_Visceral_Omentum	PP	1	100	rs73709783	rs1599473	2.70591716158133e-89	0.0225895081639897	2.1542249804197e-88	0.17824043497214	0.799170056863865	1	1
rs79253921	CCN3	ENSG00000136999.4_Artery_Aorta	PP	1	100	rs73709783	rs58659618	1.4598164373664e-92	1.21868236759116e-05	1.55312831420113e-88	0.127913940949088	0.872073872227243	1	1
rs79253921	CCN3	ENSG00000136999.4_Artery_Tibial	PP	1	100	rs73709783	rs11783703	4.10812239228435e-92	3.42953825921796e-05	1.81306711805541e-88	0.149657655495104	0.850308049122306	1	1
rs79253921	CCN3	ENSG00000136999.4_Colon_Transverse	PP	1	100	rs73709783	rs61100635	2.57705561737612e-100	2.15137476247622e-13	1.35108652419259e-88	0.111013284564138	0.888986715435637	1	1
rs79253921	CCN3	ENSG00000136999.4_Esophagus_Gastroesophageal_Junction	PP	1	100	rs73709783	rs1599473	1.31525347938432e-93	1.09799847652783e-06	1.86228114218983e-88	0.153774302194043	0.846224599807478	1	1
rs79253921	CCN3	ENSG00000136999.4_Esophagus_Mucosa	PP	1	100	rs73709783	rs150712233	3.31684240290519e-89	0.0276896276068214	1.35667976664519e-88	0.111536644997193	0.860773727395996	1	1
rs79253921	CCN3	ENSG00000136999.4_Esophagus_Muscularis	PP	1	100	rs73709783	rs6996275	2.3343943165304e-99	1.94879651971378e-12	1.16244359528015e-88	0.0952334564714774	0.904766543526561	1	1
rs79253921	CCN3	ENSG00000136999.4_Heart_Left_Ventricle	PP	1	100	rs73709783	rs11784242	3.71850490122962e-89	0.0310427820987223	4.93378534868501e-88	0.410765347140292	0.558191870760989	1	1
rs79253921	CCN3	ENSG00000136999.4_Lung	PP	1	100	rs73709783	rs17792171	3.03924969281825e-105	2.53722311691904e-18	2.08518811098828e-88	0.172420287248901	0.82757971275111	1	1
rs79253921	CCN3	ENSG00000136999.4_Nerve_Tibial	PP	1	100	rs73709783	rs11778491	5.38801629033496e-97	4.49801788858543e-10	1.12661503084989e-87	0.94040033313443	0.0595996664157556	1	1
rs79253921	CCN3	ENSG00000136999.4_Skin_Not_Sun_Exposed_Suprapubic	PP	1	100	rs73709783	rs11784242	7.74412171492344e-90	0.00646493925187131	3.40968721363902e-88	0.283226519358517	0.710308541389602	1	1
rs79253921	CCN3	ENSG00000136999.4_Skin_Sun_Exposed_Lower_leg	PP	1	100	rs73709783	rs7012790	4.47802329000326e-95	3.73833852359876e-08	4.79479857381315e-88	0.399077006173413	0.6009229564432	1	1
rs79253921	CCN3	ENSG00000136999.4_Stomach	PP	1	100	rs73709783	rs11783703	4.49687164132903e-88	0.375407348371492	1.30170431411591e-88	0.107634822055048	0.516957829573453	1	1
rs79253921	DSCC1	ENSG00000136982.5_Lung	PP	1	100	rs73709783	rs11778491	2.35627398005318e-88	0.196706207657525	1.89852673468141e-88	0.157200415242438	0.64609337710005	1	1
rs79253921	ENPP2	ENSG00000136960.12_Artery_Aorta	PP	1	100	rs73709783	rs80309268	9.1726619926557e-88	0.765751168995594	4.45418178568241e-89	0.0367894330534972	0.197459397950897	1	1
rs79253921	MAL2-AS1	ENSG00000253972.5_Artery_Aorta	PP	1	100	rs73709783	rs17791334	3.23411183791507e-91	0.00026998977205623	1.78697746283528e-88	0.147475749317232	0.852254260910716	1	1
rs79253921	MAL2-AS1	ENSG00000253972.5_Artery_Tibial	PP	1	100	rs73709783	rs58210708	2.40601902003175e-88	0.200859017664677	3.05916670561745e-88	0.254295330280087	0.544845652055224	1	1
rs80335285	ENSG00000260075	ENSG00000260075.1_Skin_Sun_Exposed_Lower_leg	PP	1	6	rs17608766	rs117953218	1.07561806320108e-64	0.929779786097138	1.7661057633317e-67	0.00138898486687956	0.0688312290359958	1	1
rs80335285	ENSG00000260075	ENSG00000260075.1_Whole_Blood	PP	1	6	rs17608766	rs117953218	1.01644041208401e-64	0.878625769927486	2.98209892630732e-67	0.00233970031483932	0.119034529757683	1	1
rs80335285	GOSR2	ENSG00000108433.16_Skin_Sun_Exposed_Lower_leg	PP	1	6	rs17608766	rs17608766	9.95690525367423e-65	0.860689268214722	9.36449212723278e-68	0.000531922603738701	0.138778809181533	1	1
rs80335285	LOC101927060	ENSG00000262879.5_Muscle_Skeletal	PP	1	6	rs17608766	rs17608766	9.98624525729402e-66	0.0863225460495512	4.02426457983697e-67	0.00165458667992739	0.912022867270517	1	1
rs80335285	OSBPL7	ENSG00000006025.11_Thyroid	PP	1	6	rs17608766	rs117953218	1.01026406915665e-64	0.873286849912727	8.29966350198602e-67	0.006934792265247	0.119778357822016	1	1
rs80335285	RPRML	ENSG00000179673.4_Adipose_Subcutaneous	PP	1	6	rs17608766	rs17608766	3.87560165457543e-65	0.335012603513263	2.59485864898098e-67	0.0009148882703285	0.664072508216419	1	1
rs80335285	RPRML	ENSG00000179673.4_Muscle_Skeletal	PP	1	6	rs17608766	rs17608766	1.47941755192017e-70	1.27882989513867e-06	2.51582302307863e-67	0.000175066440973549	0.999823654729143	1	1
rs80335285	WNT3	ENSG00000108379.9_Adipose_Subcutaneous	PP	1	6	rs17608766	rs11874	8.85164304300139e-65	0.765148806690458	3.41098997336962e-67	0.00248377415043995	0.2323674191591	1	1
rs8258	BACE1	ENSG00000186318.16_Adrenal_Gland	PP	1	2	rs693147	rs693147	6.49160435045724e-27	8.73997015826807e-06	1.80562503451109e-24	0.000431884135430749	0.999559375894409	1	1
rs8258	CEP164	ENSG00000110274.15_Artery_Aorta	PP	1	2	rs693147	rs693147	4.00695003617021e-24	0.00539475634237199	2.07206417583299e-24	0.000802116915877719	0.993803126741748	1	1
rs8258	CEP164	ENSG00000110274.15_Brain_Cerebellum	PP	1	2	rs693147	rs693147	3.87919944752641e-25	0.000522275936409506	2.1408497710107e-24	0.000885147487877546	0.998592576575716	1	1
rs8258	CEP164	ENSG00000110274.15_Brain_Nucleus_accumbens_basal_ganglia	PP	1	2	rs693147	rs8258	6.68021911626971e-22	0.899391160873457	3.10016142543424e-25	0.000216605701764155	0.100392233424782	1	1
rs8258	CEP164	ENSG00000110274.15_Colon_Sigmoid	PP	1	2	rs693147	rs8258	4.42606541602583e-22	0.595903224630185	1.33247688348924e-24	0.00098776194629437	0.403109013423522	1	1
rs8258	CEP164	ENSG00000110274.15_Esophagus_Gastroesophageal_Junction	PP	1	2	rs693147	rs8258	3.49254086306384e-23	0.0470218165984804	2.90620884026614e-24	0.00201083897484532	0.950967344426676	1	1
rs8258	CEP164	ENSG00000110274.15_Heart_Atrial_Appendage	PP	1	2	rs693147	rs8258	6.34198890828216e-22	0.853853543901656	1.31863899002396e-24	0.00148602847292044	0.14466042762542	1	1
rs8258	CEP164	ENSG00000110274.15_Thyroid	PP	1	2	rs693147	rs693147	9.57714050541463e-23	0.128941811145605	2.23696729681685e-24	0.00127216841088956	0.869786020443504	1	1
