SNP	Gene	GeneID-Tissue	Trait	nsnps	hit1	hit2	PP.H0.abf	PP.H1.abf	PP.H2.abf	PP.H3.abf	PP.H4.abf	idx1	idx2
rs2579519	GPAT2	ENSG00000186281.12_Heart_Atrial_Appendage	DBP	1	41	rs11695514	rs61409777	2.51448511032798e-21	0.305375489104834	7.50919509899987e-22	0.0899872936709645	0.604637217224199	1	1
rs2579519	GPAT2	ENSG00000186281.12_Heart_Left_Ventricle	DBP	1	41	rs11695514	rs61409777	3.95502874640109e-26	4.80324513712619e-06	1.42185495806547e-21	0.171021401940798	0.828973794814063	1	1
rs2579519	GPAT2	ENSG00000186281.12_Muscle_Skeletal	DBP	1	41	rs11695514	rs2579518	1.30976705295739e-47	1.59066662501767e-27	1.23379311634289e-21	0.148136163926272	0.851863836073729	1	1
rs2579519	GPAT2	ENSG00000186281.12_Nerve_Tibial	DBP	1	41	rs11695514	rs56791141	8.40147295985276e-25	0.000102032973024104	1.15218237169278e-21	0.138205164318571	0.861692802708406	1	1
rs2579519	GPAT2	ENSG00000186281.12_Stomach	DBP	1	41	rs11695514	rs2140938	7.2404221043519e-23	0.0087932413374025	1.11832257969986e-21	0.134102186566449	0.85710457209615	1	1
rs2579519	GPAT2	ENSG00000186281.12_Thyroid	DBP	1	41	rs11695514	rs2579520	8.24261579507926e-25	0.000100103707895778	1.44665628106463e-21	0.174039663660319	0.825860232631789	1	1
rs2579519	ITPRIPL1	ENSG00000198885.9_Adipose_Subcutaneous	DBP	1	41	rs11695514	rs11695514	4.36309236667031e-23	0.00529882424043354	5.44924322488384e-22	0.0643184020370093	0.930382773722556	1	1
rs2579519	ITPRIPL1	ENSG00000198885.9_Esophagus_Mucosa	DBP	1	41	rs11695514	rs2579549	2.84029613005045e-21	0.34494410659031	6.44994473524415e-22	0.0771765814696913	0.577879311939998	1	1
rs2579519	ITPRIPL1	ENSG00000198885.9_Heart_Atrial_Appendage	DBP	1	41	rs11695514	rs56791141	9.92965508519914e-22	0.1205922145186	8.2239318136805e-22	0.0983146110779191	0.78109317440348	1	1
rs2579519	ITPRIPL1	ENSG00000198885.9_Lung	DBP	1	41	rs11695514	rs2692934	6.27626782872282e-23	0.00762230943455126	8.37546554740482e-22	0.0999322311079411	0.892445459457505	1	1
rs2579519	ITPRIPL1	ENSG00000198885.9_Nerve_Tibial	DBP	1	41	rs11695514	rs2969490	3.2906644788249e-22	0.0399639779362217	3.64512395448685e-22	0.0424335603150435	0.917602461748732	1	1
rs2579519	ITPRIPL1	ENSG00000198885.9_Skin_Not_Sun_Exposed_Suprapubic	DBP	1	41	rs11695514	rs13019188	1.2831656896305e-23	0.0015583601925658	2.2316058618515e-22	0.0251555063555954	0.97328613345184	1	1
rs2579519	ITPRIPL1	ENSG00000198885.9_Skin_Sun_Exposed_Lower_leg	DBP	1	41	rs11695514	rs2140938	3.99226979423748e-21	0.484847309712128	3.13406851336789e-22	0.0371060810703176	0.478046609217557	1	1
rs2579519	ITPRIPL1	ENSG00000198885.9_Thyroid	DBP	1	41	rs11695514	rs2579517	3.58436284692127e-21	0.435308426767738	4.79343924851221e-22	0.0571996721126566	0.507491901119604	1	1
rs2579519	LMAN2L	ENSG00000114988.11_Lung	DBP	1	41	rs11695514	rs2579519	3.75489678682206e-21	0.456019181861208	4.16350233503046e-22	0.0495754800697794	0.49440533806901	1	1
rs2579519	LMAN2L	ENSG00000114988.11_Muscle_Skeletal	DBP	1	41	rs11695514	rs2140938	5.93710454419699e-21	0.721040739753753	3.35641855818157e-22	0.0402851902674198	0.238674069978827	1	1
rs2579519	OR7E102P	ENSG00000168992.4_Skin_Not_Sun_Exposed_Suprapubic	DBP	1	41	rs11695514	rs2579520	7.81962161091749e-21	0.949665903464898	3.25062139545175e-23	0.00385480828221802	0.0464792882528834	1	1
rs2579519	OR7E102P	ENSG00000168992.4_Skin_Sun_Exposed_Lower_leg	DBP	1	41	rs11695514	rs2918916	7.13398404874138e-21	0.866397601322968	1.07564331527327e-22	0.0128217534276814	0.120780645249351	1	1
rs2579519	OR7E102P	ENSG00000168992.4_Thyroid	DBP	1	41	rs11695514	rs2579549	2.87052665544329e-22	0.0348615498971922	1.06073443805663e-21	0.127146531954873	0.837991918147933	1	1
rs2579519	SNRNP200	ENSG00000144028.14_Lung	DBP	1	41	rs11695514	rs749457	6.15224136160802e-22	0.0747168359508392	2.32813188209491e-22	0.0264767407885477	0.898806423260615	1	1
rs2579519	STARD7	ENSG00000084090.13_Skin_Sun_Exposed_Lower_leg	DBP	1	41	rs11695514	rs893173	4.12915112649101e-21	0.501471072411916	2.25792374603072e-22	0.0264775975310477	0.472051330057037	1	1
rs2579519	TMEM127	ENSG00000135956.8_Adipose_Subcutaneous	DBP	1	41	rs11695514	rs4332959	4.00151330622529e-22	0.0485969902159675	7.57761192382086e-22	0.0903052712188875	0.861097738565147	1	1
rs2579519	TMEM127	ENSG00000135956.8_Artery_Tibial	DBP	1	41	rs11695514	rs2315417	2.98182421092755e-22	0.0362132200781997	6.84638331437316e-22	0.0813821397566111	0.882404640165186	1	1
rs2579519	TMEM127	ENSG00000135956.8_Lung	DBP	1	41	rs11695514	rs2692893	6.76533720957919e-26	8.21626722245691e-06	6.9164872929238e-22	0.0821626793151616	0.917829104417613	1	1
rs2579519	TMEM127	ENSG00000135956.8_Skin_Sun_Exposed_Lower_leg	DBP	1	41	rs11695514	rs2969490	6.26860116998296e-24	0.00076129985436143	3.40537285616872e-22	0.0394374689023631	0.959801231243277	1	1
rs2579519	ZNF514	ENSG00000144026.11_Muscle_Skeletal	DBP	1	41	rs11695514	rs7423942	1.36672009111769e-21	0.165983411307625	4.74907273371316e-22	0.0561200469082988	0.777896541784075	1	1
rs2579519	ZNF514	ENSG00000144026.11_Whole_Blood	DBP	1	41	rs11695514	rs2692954	7.40292307175175e-21	0.899059312205183	8.83574854938499e-23	0.0105499284138326	0.0903907593809815	1	1
rs2760061	ARF1	ENSG00000143761.15_Whole_Blood	DBP	1	14	rs964941	rs1745414	1.34451854037372e-17	0.917149644031407	3.23683691213938e-20	0.00204636739292516	0.0808039885756644	1	1
rs2760061	ENSG00000269890	ENSG00000269890.1_Adipose_Subcutaneous	DBP	1	14	rs964941	rs3094912	1.20637432561824e-17	0.82291597332816	7.00536260812726e-20	0.00443333545254998	0.172650691219293	1	1
rs2760061	ENSG00000269890	ENSG00000269890.1_Artery_Tibial	DBP	1	14	rs964941	rs3094913	1.44910961584886e-20	0.000988495382123068	4.22453223143475e-19	0.0268729397096229	0.972138564908253	1	1
rs2760061	ENSG00000269890	ENSG00000269890.1_Colon_Sigmoid	DBP	1	14	rs964941	rs708111	1.10095327708653e-17	0.751004077559583	1.00115466270267e-19	0.00634397077713199	0.242651951663285	1	1
rs2760061	ENSG00000269890	ENSG00000269890.1_Esophagus_Gastroesophageal_Junction	DBP	1	14	rs964941	rs708114	1.22643490611054e-17	0.836600094227275	6.15284736855971e-20	0.00387805854281059	0.159521847229911	1	1
rs2760061	ENSG00000269890	ENSG00000269890.1_Esophagus_Muscularis	DBP	1	14	rs964941	rs1745414	6.54388555099075e-18	0.446384495523968	2.25433422528827e-19	0.0142990787245401	0.53931642575149	1	1
rs2760061	ENSG00000269890	ENSG00000269890.1_Skin_Sun_Exposed_Lower_leg	DBP	1	14	rs964941	rs3094912	8.75250169596016e-19	0.0597042998946143	3.76250890705628e-19	0.023832645626576	0.916463054478813	1	1
rs2760061	ENSG00000270110	ENSG00000270110.1_Esophagus_Mucosa	DBP	1	14	rs964941	rs1745414	5.76161726195033e-20	0.00393022860017546	4.63385304005503e-19	0.029676570692307	0.966393200707518	1	1
rs2760061	ENSG00000270110	ENSG00000270110.1_Skin_Not_Sun_Exposed_Suprapubic	DBP	1	14	rs964941	rs708111	1.37512225945661e-22	9.38025659660849e-06	4.04535114644368e-19	0.0256462625826057	0.974344357160798	1	1
rs2760061	ENSG00000270110	ENSG00000270110.1_Skin_Sun_Exposed_Lower_leg	DBP	1	14	rs964941	rs1745416	1.63415061959787e-24	1.11471922033987e-07	3.47337249007765e-19	0.0217367307665082	0.978263157761573	1	1
rs2760061	GUK1	ENSG00000143774.16_Adipose_Subcutaneous	DBP	1	14	rs964941	rs1745414	1.14555455776976e-17	0.781428387432318	9.29391465172819e-20	0.00591443497405705	0.212657177593625	1	1
rs2760061	H2AW	ENSG00000181218.5_Skin_Not_Sun_Exposed_Suprapubic	DBP	1	14	rs964941	rs1745414	8.05888430642116e-18	0.549728594361371	1.67874839420584e-19	0.0105720125997126	0.439699393038914	1	1
rs2760061	H2AW	ENSG00000181218.5_Skin_Sun_Exposed_Lower_leg	DBP	1	14	rs964941	rs708111	5.47228803982151e-18	0.373286561475351	2.52336919593955e-19	0.0159914623059805	0.610721976218666	1	1
rs2760061	IBA57	ENSG00000181873.12_Colon_Sigmoid	DBP	1	14	rs964941	rs1745416	1.07207312265302e-19	0.00731303774021263	3.36775664607495e-19	0.0210294944111601	0.971657467848627	1	1
rs2760061	IBA57	ENSG00000181873.12_Colon_Transverse	DBP	1	14	rs964941	rs708117	8.22424268084075e-19	0.0561008347647211	3.30124304257977e-19	0.0206726405178552	0.923226524717424	1	1
rs2760061	IBA57	ENSG00000181873.12_Lung	DBP	1	14	rs964941	rs3094914	6.09987353609487e-21	0.000416096667637695	4.08513450921583e-19	0.0259189996514071	0.973664903680956	1	1
rs2760061	IBA57	ENSG00000181873.12_Whole_Blood	DBP	1	14	rs964941	rs1745414	3.71733869723066e-23	2.53574477445408e-06	4.431433397883e-19	0.0282851474639628	0.971712316791263	1	1
rs2760061	MRPL55	ENSG00000162910.18_Adipose_Subcutaneous	DBP	1	14	rs964941	rs1745414	3.7750641627135e-19	0.0257512161347068	4.03329168212097e-19	0.0256154221645024	0.948633361700793	1	1
rs2760061	MRPL55	ENSG00000162910.18_Artery_Tibial	DBP	1	14	rs964941	rs708116	2.4991919828386e-20	0.00170479838588872	3.63655632215081e-19	0.0228555196272495	0.975439681986861	1	1
rs2760061	MRPL55	ENSG00000162910.18_Brain_Caudate_basal_ganglia	DBP	1	14	rs964941	rs708114	9.92793913818531e-19	0.0677224268251535	3.57882431286015e-19	0.022593217251291	0.909684355923553	1	1
rs2760061	MRPL55	ENSG00000162910.18_Breast_Mammary_Tissue	DBP	1	14	rs964941	rs3094913	3.97022686376652e-19	0.0270824986453163	7.62052254571448e-19	0.0501370583957225	0.922780442958961	1	1
rs2760061	MRPL55	ENSG00000162910.18_Esophagus_Muscularis	DBP	1	14	rs964941	rs708114	2.89350024271778e-19	0.019737717539215	3.45689380112629e-19	0.0216636521211082	0.95859863033968	1	1
rs2760061	MRPL55	ENSG00000162910.18_Nerve_Tibial	DBP	1	14	rs964941	rs708111	2.53788730296141e-20	0.00173119400484868	3.59416063829866e-19	0.0225657951251557	0.975703010869996	1	1
rs2760061	MRPL55	ENSG00000162910.18_Thyroid	DBP	1	14	rs964941	rs3094913	5.51750473263335e-20	0.00376370972174896	4.62369111552101e-19	0.0296067795378429	0.96662951074041	1	1
rs2760061	OBSCN-AS1	ENSG00000162913.9_Brain_Cortex	DBP	1	14	rs964941	rs1745414	1.05865630309723e-17	0.722151627055545	1.03745241186749e-19	0.00653424783346009	0.271314125110992	1	1
rs2760061	OBSCN-AS1	ENSG00000162913.9_Colon_Transverse	DBP	1	14	rs964941	rs3094912	1.31929301423754e-17	0.899942308006225	4.0353698867782e-20	0.00255768650397538	0.0975000054898031	1	1
rs2760061	OBSCN-AS1	ENSG00000162913.9_Lung	DBP	1	14	rs964941	rs1745414	7.97742196005097e-22	5.44171723278387e-05	3.46200065914137e-19	0.021659112353249	0.978286470474424	1	1
rs2760061	OBSCN-AS1	ENSG00000162913.9_Minor_Salivary_Gland	DBP	1	14	rs964941	rs3094913	2.32596656011875e-18	0.158663442606668	4.72834450704594e-19	0.0306325129339153	0.810704044459415	1	1
rs2760061	OBSCN-AS1	ENSG00000162913.9_Nerve_Tibial	DBP	1	14	rs964941	rs708114	4.17278814539362e-20	0.0028464249820627	3.52901530873794e-19	0.0221227572732832	0.975030817744652	1	1
rs2760061	OBSCN-AS1	ENSG00000162913.9_Pancreas	DBP	1	14	rs964941	rs1745414	6.11384972952216e-18	0.417050039453839	2.2106062742894e-19	0.0139414087032246	0.569008551842937	1	1
rs2760061	OBSCN-AS1	ENSG00000162913.9_Pituitary	DBP	1	14	rs964941	rs1745414	1.17675943744905e-19	0.00802714478646764	4.1935914968188e-19	0.0266755631819086	0.965297292031624	1	1
rs2760061	OBSCN-AS1	ENSG00000162913.9_Small_Intestine_Terminal_Ileum	DBP	1	14	rs964941	rs708111	8.86772357656979e-20	0.00604902742312447	3.48557370833311e-19	0.0218322490039399	0.972118723572936	1	1
rs2760061	OBSCN-AS1	ENSG00000162913.9_Spleen	DBP	1	14	rs964941	rs3094913	8.72502938212616e-19	0.0595169003006557	4.01648473038926e-19	0.0255682122015035	0.914914887497839	1	1
rs2760061	OBSCN-AS1	ENSG00000162913.9_Stomach	DBP	1	14	rs964941	rs3094912	6.75219154249367e-22	4.60593876816948e-05	3.68235916783275e-19	0.0231652610842938	0.976788679528025	1	1
rs2760061	OBSCN-AS1	ENSG00000162913.9_Thyroid	DBP	1	14	rs964941	rs708114	2.93640209722212e-40	2.00303681751519e-23	2.99964026552992e-19	0.0184987383835779	0.981501261616425	1	1
rs2760061	OBSCN	ENSG00000154358.20_Brain_Cortex	DBP	1	14	rs964941	rs1745414	4.40771604520228e-19	0.0300667865890874	3.47848983194761e-19	0.0218319620061818	0.94810125140473	1	1
rs2760061	OBSCN	ENSG00000154358.20_Colon_Sigmoid	DBP	1	14	rs964941	rs3094913	9.54069453769109e-18	0.65080877178708	1.42314368120333e-19	0.00902750238800704	0.340163725824912	1	1
rs2760061	OBSCN	ENSG00000154358.20_Colon_Transverse	DBP	1	14	rs964941	rs3094912	9.22785010010427e-18	0.629468406745315	1.42187120716276e-19	0.00897603867828975	0.361555554576395	1	1
rs2760061	OBSCN	ENSG00000154358.20_Esophagus_Mucosa	DBP	1	14	rs964941	rs1745414	7.91110230866272e-38	5.39647795728373e-21	6.75211538483991e-19	0.0441471625050172	0.955852837494982	1	1
rs2760061	OBSCN	ENSG00000154358.20_Skin_Not_Sun_Exposed_Suprapubic	DBP	1	14	rs964941	rs1745414	1.21895259644433e-28	8.31496112808774e-12	6.24754789600519e-19	0.0406984092048649	0.959301590786823	1	1
rs2760061	OBSCN	ENSG00000154358.20_Skin_Sun_Exposed_Lower_leg	DBP	1	14	rs964941	rs1745414	3.80092276385931e-39	2.59276079517317e-22	3.21400925525232e-19	0.0199639650918354	0.98003603490816	1	1
rs2760061	OBSCN	ENSG00000154358.20_Stomach	DBP	1	14	rs964941	rs708111	1.28950886829556e-17	0.879625355857037	4.39397239577456e-20	0.00276207843685863	0.117612565706106	1	1
rs2760061	RNF187	ENSG00000168159.11_Heart_Left_Ventricle	DBP	1	14	rs964941	rs708114	1.23484433680671e-18	0.084233650182442	3.55267803441101e-19	0.0224475942735668	0.89331875554399	1	1
rs2760061	WNT3A	ENSG00000154342.5_Brain_Caudate_basal_ganglia	DBP	1	14	rs964941	rs1745414	3.70957107072825e-25	2.53044616705839e-08	4.55218979822097e-19	0.0291105206894428	0.970889454006094	1	1
rs3824869	ACP2	ENSG00000134575.9_Lung	DBP	1	23	rs10838702	rs3824869	4.51604944294953e-35	0.554596425817799	2.47129844939377e-36	0.0295171705441439	0.415886403638056	1	1
rs3824869	ACP2	ENSG00000134575.9_Whole_Blood	DBP	1	23	rs10838702	rs11606287	7.64789102483005e-35	0.939204293707766	4.93911778812693e-37	0.00595583638571291	0.0548398699065253	1	1
rs3824869	AGBL2	ENSG00000165923.15_Thyroid	DBP	1	23	rs10838702	rs7103648	6.96132704055196e-35	0.854890351492119	4.88872768376878e-37	0.00572486465833356	0.139384783849543	1	1
rs3824869	C1QTNF4	ENSG00000172247.3_Adipose_Subcutaneous	DBP	1	23	rs10838702	rs10838702	1.80928679638761e-40	2.22190656508965e-06	1.93279007995687e-36	0.0217793189395843	0.978218459153856	1	1
rs3824869	C1QTNF4	ENSG00000172247.3_Lung	DBP	1	23	rs10838702	rs10838702	7.865055546118e-37	0.0096587332575496	1.66946496987837e-36	0.0185584087867828	0.971782857955668	1	1
rs3824869	C1QTNF4	ENSG00000172247.3_Muscle_Skeletal	DBP	1	23	rs10838702	rs7947450	3.622516873559e-35	0.444865570211371	1.55880729168583e-36	0.0180689045479743	0.537065525240655	1	1
rs3824869	C1QTNF4	ENSG00000172247.3_Skin_Not_Sun_Exposed_Suprapubic	DBP	1	23	rs10838702	rs2293579	1.99534588543873e-35	0.2450397654663	2.44289801296815e-36	0.0285473441408416	0.726412890392853	1	1
rs3824869	C1QTNF4	ENSG00000172247.3_Skin_Sun_Exposed_Lower_leg	DBP	1	23	rs10838702	rs12801188	1.02412487326869e-39	1.2576832948378e-05	1.8710866686081e-35	0.228236528725499	0.771750894441559	1	1
rs3824869	C1QTNF4	ENSG00000172247.3_Whole_Blood	DBP	1	23	rs10838702	rs10838702	9.62194921601689e-36	0.118162980986277	2.7322226451085e-36	0.0318532726268906	0.849983746386839	1	1
rs3824869	CELF1	ENSG00000149187.17_Nerve_Tibial	DBP	1	23	rs10838702	rs12801188	5.29656159454588e-38	0.000650447734589117	7.66199251954491e-36	0.0922794635277808	0.907070088737637	1	1
rs3824869	CELF1	ENSG00000149187.17_Whole_Blood	DBP	1	23	rs10838702	rs10838702	5.16337493805177e-36	0.063409165953029	3.30067880996446e-36	0.0387384988165431	0.897852335230432	1	1
rs3824869	DDB2	ENSG00000134574.11_Skin_Sun_Exposed_Lower_leg	DBP	1	23	rs10838702	rs896817	7.65863691115337e-36	0.0940523949354243	2.54211273012727e-36	0.0294656188168402	0.876481986247738	1	1
rs3824869	ENSG00000255197	ENSG00000255197.5_Nerve_Tibial	DBP	1	23	rs10838702	rs896817	4.13398693125243e-35	0.507676987467321	1.60624169050601e-36	0.0187784677673573	0.473544544765323	1	1
rs3824869	FNBP4	ENSG00000109920.12_Muscle_Skeletal	DBP	1	23	rs10838702	rs4434960	1.3685024296324e-37	0.00168059842077682	2.98218339295575e-36	0.0346956520453242	0.963623749533905	1	1
rs3824869	MADD	ENSG00000110514.19_Artery_Aorta	DBP	1	23	rs10838702	rs3824869	3.42371572868329e-35	0.420451664697408	2.48732351567945e-36	0.0294455346319066	0.550102800670686	1	1
rs3824869	MADD	ENSG00000110514.19_Artery_Tibial	DBP	1	23	rs10838702	rs11606287	2.33395382101269e-35	0.28662273597962	8.89275205723576e-36	0.107997267264173	0.605379996756211	1	1
rs3824869	MADD	ENSG00000110514.19_Esophagus_Mucosa	DBP	1	23	rs10838702	rs3824869	5.80346767320146e-35	0.712698669393783	1.55967148495649e-36	0.0186162782761662	0.268685052330044	1	1
rs3824869	MADD	ENSG00000110514.19_Esophagus_Muscularis	DBP	1	23	rs10838702	rs11606287	4.82845853912054e-36	0.0592962030605387	3.01483599150971e-35	0.369095703124585	0.571608093814879	1	1
rs3824869	MADD	ENSG00000110514.19_Skin_Sun_Exposed_Lower_leg	DBP	1	23	rs10838702	rs10742802	4.05083599580437e-35	0.497465582081824	1.45734480911765e-36	0.0169258016671161	0.485608616251057	1	1
rs3824869	MADD	ENSG00000110514.19_Stomach	DBP	1	23	rs10838702	rs12801188	8.71779287748193e-36	0.107059429529044	4.08570471621926e-36	0.0484858563973172	0.844454714073633	1	1
rs3824869	MTCH2	ENSG00000109919.9_Muscle_Skeletal	DBP	1	23	rs10838702	rs2293579	4.90181092593122e-38	0.000601970118772783	4.65684069420278e-36	0.0553004436419132	0.944097586239318	1	1
rs3824869	NR1H3	ENSG00000025434.18_Adipose_Subcutaneous	DBP	1	23	rs10838702	rs3824869	6.89879032208285e-35	0.847210488597905	6.23182965756068e-37	0.0073621847965324	0.145427326605565	1	1
rs3824869	NR1H3	ENSG00000025434.18_Muscle_Skeletal	DBP	1	23	rs10838702	rs2278890	7.74371446577258e-35	0.950971954475799	1.78708922681953e-37	0.00210079218692827	0.046927253337269	1	1
rs3824869	NUP160	ENSG00000030066.13_Skin_Not_Sun_Exposed_Suprapubic	DBP	1	23	rs10838702	rs7947450	1.16388057595464e-35	0.142931120586143	2.43990232118966e-36	0.0283058550828022	0.82876302433105	1	1
rs3824869	PACSIN3	ENSG00000165912.15_Esophagus_Mucosa	DBP	1	23	rs10838702	rs2293579	1.37620279661695e-35	0.169005490716181	3.07203662465524e-36	0.036136632319498	0.794857876964318	1	1
rs3824869	PACSIN3	ENSG00000165912.15_Skin_Not_Sun_Exposed_Suprapubic	DBP	1	23	rs10838702	rs3824869	7.76832591573094e-35	0.953994379795435	1.90364852121116e-37	0.00225027741708921	0.0437553427874821	1	1
rs3824869	PACSIN3	ENSG00000165912.15_Skin_Sun_Exposed_Lower_leg	DBP	1	23	rs10838702	rs35032070	7.34258508766084e-35	0.901710997039073	3.38661154228886e-37	0.00397031322706069	0.0943186897338637	1	1
rs3824869	RAPSN	ENSG00000165917.9_Nerve_Tibial	DBP	1	23	rs10838702	rs2293579	6.59913480196081e-35	0.810411095115686	6.77875062271737e-37	0.00796143440170465	0.181627470482609	1	1
rs3824869	SLC39A13	ENSG00000165915.13_Artery_Tibial	DBP	1	23	rs10838702	rs896817	1.75033599081527e-35	0.214951164009489	2.26840236835529e-36	0.0263398466882064	0.7587089893023	1	1
rs3824869	SLC39A13	ENSG00000165915.13_Skin_Sun_Exposed_Lower_leg	DBP	1	23	rs10838702	rs896817	1.83372317473984e-35	0.22519158204472	1.94815998336008e-36	0.0224197295920704	0.752388688363211	1	1
rs3824869	SLC39A13	ENSG00000165915.13_Thyroid	DBP	1	23	rs10838702	rs896817	6.44857847940264e-36	0.0791921926777329	2.43080373327233e-36	0.0280661620327931	0.892741645289469	1	1
rs4308	ACE	ENSG00000159640.15_Adipose_Subcutaneous	DBP	1	9	rs4295	rs4308	4.03335899890639e-20	0.0038821027444461	6.76200899896229e-19	0.0632184489970091	0.932899448258546	1	1
rs4308	ACE	ENSG00000159640.15_Adipose_Visceral_Omentum	DBP	1	9	rs4295	rs4292	1.89351286577566e-20	0.0018225036489102	2.30632977035368e-19	0.0202425238342342	0.977934972516853	1	1
rs4308	ACE	ENSG00000159640.15_Artery_Aorta	DBP	1	9	rs4295	rs4292	6.38601933861638e-18	0.614653523458995	9.72461465450681e-20	0.00860644879020189	0.376740027750804	1	1
rs4308	ACE	ENSG00000159640.15_Colon_Transverse	DBP	1	9	rs4295	rs4308	5.72779820547531e-36	5.51299825756603e-19	7.05701964142392e-19	0.0660558331227545	0.933944166877246	1	1
rs4308	ACE	ENSG00000159640.15_Lung	DBP	1	9	rs4295	rs4291	2.12188277383615e-23	2.04230938578384e-06	1.66335091343908e-19	0.0140378104231862	0.98596014726743	1	1
rs4308	ACE	ENSG00000159640.15_Nerve_Tibial	DBP	1	9	rs4295	rs4292	1.52800267852886e-18	0.147070057325575	1.66567963540617e-19	0.0143549947402317	0.83857494793419	1	1
rs4308	ACE	ENSG00000159640.15_Skin_Not_Sun_Exposed_Suprapubic	DBP	1	9	rs4295	rs4292	8.63370382687213e-18	0.83099286054435	5.83498014196015e-20	0.0052887238996918	0.163718415555961	1	1
rs4308	ACE	ENSG00000159640.15_Skin_Sun_Exposed_Lower_leg	DBP	1	9	rs4295	rs4308	1.14638450226356e-21	0.000110339357930562	6.08527786944509e-19	0.0566843089476397	0.943205351694427	1	1
rs4308	DCAF7	ENSG00000136485.14_Lung	DBP	1	9	rs4295	rs4968783	5.23197687964774e-21	0.000503577088200337	1.93826181892949e-19	0.0166901319942402	0.982806290917558	1	1
rs4308	FTSJ3	ENSG00000108592.16_Adipose_Subcutaneous	DBP	1	9	rs4295	rs4308	1.35433884492983e-20	0.00130354936127373	1.6290987689796e-19	0.0137100815385061	0.984986369100217	1	1
rs4308	FTSJ3	ENSG00000108592.16_Adipose_Visceral_Omentum	DBP	1	9	rs4295	rs4308	5.56071934644633e-18	0.53521850749678	1.50527715941745e-19	0.0135858816876511	0.451195610815567	1	1
rs4308	FTSJ3	ENSG00000108592.16_Artery_Aorta	DBP	1	9	rs4295	rs4308	6.91688522587475e-18	0.665749295454925	6.63907546870512e-20	0.00573306615098785	0.328517638394086	1	1
rs4308	FTSJ3	ENSG00000108592.16_Artery_Tibial	DBP	1	9	rs4295	rs4308	2.03999393972152e-19	0.0196349149039142	2.32642580603099e-19	0.0204720317523026	0.959893053343787	1	1
rs4308	FTSJ3	ENSG00000108592.16_Breast_Mammary_Tissue	DBP	1	9	rs4295	rs4308	8.51150283125417e-18	0.819231030749602	3.93607421020043e-20	0.00343379591629171	0.177335173334108	1	1
rs4308	FTSJ3	ENSG00000108592.16_Colon_Transverse	DBP	1	9	rs4295	rs4308	1.17680271532467e-18	0.113267106946647	1.76358494598008e-19	0.0152314791379686	0.871501413915387	1	1
rs4308	FTSJ3	ENSG00000108592.16_Esophagus_Gastroesophageal_Junction	DBP	1	9	rs4295	rs4308	1.18956919735625e-18	0.114495879167151	2.02939000294672e-19	0.0177974387874957	0.867706682045351	1	1
rs4308	FTSJ3	ENSG00000108592.16_Esophagus_Mucosa	DBP	1	9	rs4295	rs4308	3.10901348012936e-20	0.00299242139541823	3.45906823130238e-19	0.0313621955752424	0.965645383029341	1	1
rs4308	FTSJ3	ENSG00000108592.16_Esophagus_Muscularis	DBP	1	9	rs4295	rs4308	2.22328532981369e-20	0.00213990921286618	1.87604588807273e-19	0.0160933836436013	0.98176670714353	1	1
rs4308	FTSJ3	ENSG00000108592.16_Heart_Left_Ventricle	DBP	1	9	rs4295	rs4277405	3.99670207189491e-22	3.84682050029357e-05	2.16475691208919e-19	0.0188735809743489	0.981087950820646	1	1
rs4308	FTSJ3	ENSG00000108592.16_Lung	DBP	1	9	rs4295	rs4295	4.92661688359284e-20	0.00474186228645059	1.24254931179633e-19	0.00998898251266912	0.985269155200879	1	1
rs4308	FTSJ3	ENSG00000108592.16_Muscle_Skeletal	DBP	1	9	rs4295	rs4308	4.41514806216273e-21	0.000424957421690091	2.86715409949789e-19	0.0256484674386609	0.973926575139646	1	1
rs4308	FTSJ3	ENSG00000108592.16_Nerve_Tibial	DBP	1	9	rs4295	rs4308	1.63591196186529e-19	0.0157456311688382	3.02919223780885e-19	0.0272419106277416	0.957012458203423	1	1
rs4308	FTSJ3	ENSG00000108592.16_Skin_Not_Sun_Exposed_Suprapubic	DBP	1	9	rs4295	rs4277405	6.12002779236726e-18	0.589051872032153	1.07424822067824e-19	0.00953680237808794	0.401411325589757	1	1
rs4308	FTSJ3	ENSG00000108592.16_Skin_Sun_Exposed_Lower_leg	DBP	1	9	rs4295	rs4308	8.2652195530753e-19	0.0795526297538682	2.27525974823207e-19	0.0200986477790702	0.900348722467062	1	1
rs4308	FTSJ3	ENSG00000108592.16_Thyroid	DBP	1	9	rs4295	rs4277405	2.24938731504333e-22	2.16503233940239e-05	2.84521165204894e-19	0.0254360402011907	0.974542309475413	1	1
rs4308	KCNH6	ENSG00000173826.14_Lung	DBP	1	9	rs4295	rs4308	4.63911814741324e-36	4.46514513009276e-19	7.77747988080954e-19	0.0730041501079541	0.926995849892042	1	1
rs4308	PSMC5	ENSG00000087191.12_Colon_Transverse	DBP	1	9	rs4295	rs4968783	8.9960023848826e-18	0.865864049217182	2.47271550408479e-20	0.0021159454176048	0.132020005365214	1	1
rs4308	TCAM1P	ENSG00000240280.6_Adipose_Subcutaneous	DBP	1	9	rs4295	rs4292	1.63068641786041e-18	0.156953353763534	1.78509359327254e-19	0.0155264620454011	0.827520184191066	1	1
