statistic	pval	fdr	df.test	df.dna	df.rna.full	df.rna.red	logFC
4464__WILDTYPE_SNP_INDIV	1.15619676248139	0.28225569716301	0.555141430608723	1	26	5	4	0.298241485929311
3007__WILDTYPE_SNP_INDIV	7.66905666337013	0.0056175818389599	0.0591201211516855	1	6	5	4	-3.15199590439782
1517__WILDTYPE_SNP_INDIV	0.413568696233938	0.52016371116066	0.751208441125491	1	16	5	4	0.560296567282342
1907__WILDTYPE_SNP_INDIV	0.800850854163173	0.370839099823359	0.634983757641152	1	26	5	4	-0.273653291217747
3865__WILDTYPE_SNP_INDIV	2.40385575390633	0.121036596906747	0.354828728500599	1	23	5	4	0.672896186986135
4477__WILDTYPE_SNP_INDIV	18.4832072685235	1.71407942820689e-05	0.00108235094420591	1	26	5	4	0.71170177424438
3002__WILDTYPE_SNP_INDIV	1.41993653476857	0.233413849420787	0.508791458519385	1	26	5	4	0.220048778319575
1143__WILDTYPE_SNP_INDIV	0.566542457642754	0.45163613206039	0.700970827217921	1	26	5	4	0.110496324028583
837__WILDTYPE_SNP_INDIV	5.87647410963746	0.0153445198803864	0.108289229397234	1	26	5	4	0.535076618515226
2395__WILDTYPE_SNP_INDIV	1.57808710622248	0.209036445686573	0.479022838058762	1	26	5	4	-0.24307938283283
2411__WILDTYPE_SNP_INDIV	4.63475810822342	0.0313305606719621	0.163785795931096	1	26	5	4	0.70686964628842
2186__WILDTYPE_SNP_INDIV	0.16264123521043	0.686736346407063	0.8490428161325	1	12	5	4	-0.233066683809768
4050__WILDTYPE_SNP_INDIV	0.719759312246424	0.396222870441273	0.655228654461637	1	26	5	4	-0.141137051167342
1652__WILDTYPE_SNP_INDIV	2.70228069350969	0.100204810419736	0.322956941037147	1	26	5	4	0.305131278465091
2138__WILDTYPE_SNP_INDIV	0.0341412798934471	0.85340662257316	0.93164203406019	1	25	5	4	0.0406787732806759
2139__WILDTYPE_SNP_INDIV	4.71149597302337	0.0299615682628409	0.160025348681746	1	26	5	4	0.435808949708387
3185__WILDTYPE_SNP_INDIV	5.0499996350452	0.0246259435178634	0.141788265953732	1	26	5	4	0.604467661334309
688__WILDTYPE_SNP_INDIV	0.268210890139926	0.604534454951683	0.803513140960455	1	26	5	4	0.07172856139204
783__WILDTYPE_SNP_INDIV	0.355674094733558	0.550918603913035	0.77096100500304	1	25	5	4	0.279124991186175
8__WILDTYPE_SNP_INDIV	1.32052125540076	0.250498523072768	0.520134247877679	1	26	5	4	0.198073674642997
4587__WILDTYPE_SNP_INDIV	4.50065697979517	0.0338818336723206	0.170797184657003	1	26	5	4	0.510575113704152
2160__WILDTYPE_SNP_INDIV	0.635459667480063	0.425359715546399	0.682025150319802	1	26	5	4	0.191543243183121
3908__WILDTYPE_SNP_INDIV	0.0297924962055731	0.862961898277557	0.937784430166622	1	26	5	4	-0.0597134046907988
4349__WILDTYPE_SNP_INDIV	3.63750173630706	0.0564916428762773	0.229748639121402	1	24	5	4	0.893485173387197
1681__WILDTYPE_SNP_INDIV	3.17577209636192	0.0747378808135628	0.27275063880174	1	26	5	4	-0.483585487110042
1509__WILDTYPE_SNP_INDIV	0.187899402262474	0.664670707452469	0.838967576292582	1	25	5	4	0.182103497975448
2980__WILDTYPE_SNP_INDIV	4.32159061748087	0.0376317301265206	0.182153507510933	1	18	5	4	-1.29669503210251
2918__WILDTYPE_SNP_INDIV	19.1066674705949	1.23612292985097e-05	0.000801642424372274	1	19	5	4	2.262349268791
4337__WILDTYPE_SNP_INDIV	13.9663225859028	0.000186114687221689	0.00642164645398027	1	21	5	4	2.13655060358085
1510__WILDTYPE_SNP_INDIV	0.701939689686469	0.402132696992775	0.659706165835712	1	22	5	4	0.425333661922602
888__WILDTYPE_SNP_INDIV	0.885723581091952	0.346638813936438	0.613392207994456	1	26	5	4	0.192236581963814
1685__WILDTYPE_SNP_INDIV	4.28010674862526	0.0385609264437865	0.184109435025266	1	26	5	4	0.235767414278303
2615__WILDTYPE_SNP_INDIV	0.0935116731779999	0.759759377159711	0.886349924601883	1	26	5	4	0.0790411705675438
3067__WILDTYPE_SNP_INDIV	0.519988130517504	0.470846745217416	0.715061243765309	1	26	5	4	-0.213935441113334
4179__WILDTYPE_SNP_INDIV	0.000113832082433873	0.991487362056228	0.995369647129052	1	24	5	4	-0.00512330942002337
2814__WILDTYPE_SNP_INDIV	0.46714604708859	0.494303058544886	0.735097731006169	1	25	5	4	0.170189854672637
854__WILDTYPE_SNP_INDIV	1.44998272573895	0.228530724329601	0.503544052368116	1	16	5	4	-1.25212794215052
2580__WILDTYPE_SNP_INDIV	1.02860767656585	0.310485908861371	0.583912374078128	1	12	5	4	0.801071965279663
3378__WILDTYPE_SNP_INDIV	0.633224085405345	0.426175158656169	0.683104404272196	1	25	5	4	0.333786020226004
878__WILDTYPE_SNP_INDIV	1.79504459105067	0.180312736013831	0.439283898872056	1	24	5	4	-0.62550013793997
849__WILDTYPE_SNP_INDIV	3.74517122859379	0.0529603008207374	0.219478828703557	1	26	5	4	-0.423200045455173
3861__WILDTYPE_SNP_INDIV	1.4061893661347	0.235690011583511	0.510054190361586	1	15	5	4	0.971013392470941
3831__WILDTYPE_SNP_INDIV	0.694224130685598	0.40473130282304	0.66199915550367	1	21	5	4	0.476181248457862
3087__WILDTYPE_SNP_INDIV	2.94144057603035	0.0863337047091459	0.295728371805276	1	26	5	4	0.277211194769734
1639__WILDTYPE_SNP_INDIV	0.510263292997024	0.475024900773349	0.718244714421009	1	26	5	4	-0.0873691625368653
4615__WILDTYPE_SNP_INDIV	2.09409519976862	0.147869228653114	0.394701817609333	1	26	5	4	0.361919397278667
2697__WILDTYPE_SNP_INDIV	3.37353291437785	0.0662515405002649	0.253541581228685	1	26	5	4	0.31430156950016
1148__WILDTYPE_SNP_INDIV	5.72559847021148	0.0167193373162505	0.11397173264302	1	26	5	4	0.381156739656008
3107__WILDTYPE_SNP_INDIV	3.2835725681673	0.0699764518559353	0.261743563878904	1	14	5	4	-1.73683264890464
3423__WILDTYPE_SNP_INDIV	6.81440127935321	0.00904256159127947	0.0786963405177956	1	26	5	4	-0.9532803714353
4261__WILDTYPE_SNP_INDIV	4.29443138952684	0.0382373802446033	0.18304579967416	1	26	5	4	0.42602638140001
4645__WILDTYPE_SNP_INDIV	4.46738278110297	0.0345478721989334	0.172523661480418	1	26	5	4	0.431975785549345
21__WILDTYPE_SNP_INDIV	12.5546881088771	0.00039521355486944	0.0109001715506807	1	24	5	4	-1.6943258678865
4058__WILDTYPE_SNP_INDIV	0.975130767698829	0.323403905063476	0.596541213502808	1	24	5	4	0.520411754392585
89__WILDTYPE_SNP_INDIV	0.01368424718612	0.906876150324606	0.959034518600217	1	26	5	4	0.0264267000576432
1080__WILDTYPE_SNP_INDIV	6.84889876435136	0.00886959268154921	0.0778156769264253	1	26	5	4	0.423358436743271
1127__WILDTYPE_SNP_INDIV	0.0543025961906096	0.815738751292447	0.913802583438948	1	26	5	4	0.0721246735018335
1777__WILDTYPE_SNP_INDIV	2.3383662312649	0.126221872707554	0.361896849819165	1	26	5	4	0.23735198267106
4432__WILDTYPE_SNP_INDIV	2.80098389595605	0.0942064808632174	0.312152115086671	1	26	5	4	0.369272547824013
219__WILDTYPE_SNP_INDIV	0.882750250507115	0.347449512904524	0.613559514971665	1	26	5	4	0.340058768435267
3277__WILDTYPE_SNP_INDIV	6.72456890002127	0.0095093712386383	0.0810576777517321	1	24	5	4	1.14287642674697
1212__WILDTYPE_SNP_INDIV	0.583413734937494	0.444977348100496	0.698119867522933	1	26	5	4	-0.164765636044717
3116__WILDTYPE_SNP_INDIV	2.33857472569343	0.126204978175695	0.361896849819165	1	26	5	4	0.325086792449529
850__WILDTYPE_SNP_INDIV	1.52481959684474	0.216891599004901	0.489587386464967	1	22	5	4	0.702660827597261
948__WILDTYPE_SNP_INDIV	0.0173825959993792	0.895108416272063	0.952776915646615	1	26	5	4	0.0443416241955098
2202__WILDTYPE_SNP_INDIV	1.09954313909293	0.294366388031119	0.568728402074251	1	26	5	4	-0.238800273878463
4584__WILDTYPE_SNP_INDIV	0.996350891849488	0.318195099191554	0.59072273927283	1	26	5	4	-0.292183799222568
2274__WILDTYPE_SNP_INDIV	5.65486645185217	0.0174070000954248	0.117428866386529	1	18	5	4	-1.34880763057457
771__WILDTYPE_SNP_INDIV	0.0133704951552431	0.907945106361944	0.959100070245731	1	14	5	4	-0.138007337794161
2207__WILDTYPE_SNP_INDIV	1.27683284769	0.258488745227844	0.530948203672043	1	26	5	4	0.183996196482755
3036__WILDTYPE_SNP_INDIV	0.124939366358376	0.723737891119081	0.870698957001873	1	24	5	4	0.14749680936371
3074__WILDTYPE_SNP_INDIV	1.0315494912702	0.309795014410314	0.583912374078128	1	26	5	4	-0.137474319078301
4312__WILDTYPE_SNP_INDIV	1.54919358490542	0.213254529066052	0.485027718003783	1	26	5	4	0.311271829611097
3880__WILDTYPE_SNP_INDIV	0.718058927799575	0.396781355021402	0.655529715425891	1	26	5	4	0.232487924107809
2908__WILDTYPE_SNP_INDIV	0.295687381700532	0.586598762738087	0.792212771124748	1	19	5	4	-0.337316310354631
758__WILDTYPE_SNP_INDIV	2.20996012589842	0.137122215219588	0.379060778132951	1	21	5	4	0.744236138902466
2852__WILDTYPE_SNP_INDIV	2.17881314704027	0.139922328094384	0.382380529828049	1	26	5	4	0.49608851307684
25__WILDTYPE_SNP_INDIV	4.43093734122499	0.0352931205710878	0.174609985175928	1	23	5	4	-0.886704704950784
4152__WILDTYPE_SNP_INDIV	3.01855955946121	0.0823165506780175	0.286853748699194	1	22	5	4	-1.52254283815609
1280__WILDTYPE_SNP_INDIV	5.41738886391227	0.0199371545582508	0.126894435974861	1	26	5	4	-0.654940529137307
1294__WILDTYPE_SNP_INDIV	0.13855949793674	0.709717286445228	0.862916964188155	1	26	5	4	-0.102643487148491
2489__WILDTYPE_SNP_INDIV	7.88933481387267	0.00497271499954284	0.054608831310769	1	26	5	4	0.413351225456073
4323__WILDTYPE_SNP_INDIV	2.1942362072964	0.138527860698963	0.380971463320529	1	26	5	4	0.289580065630408
3331__WILDTYPE_SNP_INDIV	0.152267003237853	0.696378274610575	0.855586108514119	1	18	5	4	0.324319533554953
3365__WILDTYPE_SNP_INDIV	7.81411835184599	0.00518396318036355	0.0557196161651532	1	8	5	4	3.31868798130918
2299__WILDTYPE_SNP_INDIV	0.00569531382552668	0.939842911734308	0.973517404146977	1	26	5	4	-0.0158587591183314
405__WILDTYPE_SNP_INDIV	1.4717601793227	0.225068182290804	0.499058348607122	1	26	5	4	0.277839921077572
1334__WILDTYPE_SNP_INDIV	0.293134367760558	0.588218919618041	0.793607701784362	1	26	5	4	0.17274897919828
3418__WILDTYPE_SNP_INDIV	0.135861839233257	0.712430062667686	0.864475527986	1	23	5	4	-0.205114000329015
1700__WILDTYPE_SNP_INDIV	0.657450401761025	0.417461492906037	0.674517777000394	1	25	5	4	-0.309903379844814
3426__WILDTYPE_SNP_INDIV	0.539940652018913	0.462457323216064	0.709732233487014	1	16	5	4	0.388179801246717
947__WILDTYPE_SNP_INDIV	7.84284973787021	0.00510221107087866	0.0554083342983712	1	21	5	4	-1.93227347805127
4087__WILDTYPE_SNP_INDIV	5.96228878146587	0.0146150564544889	0.106385047442695	1	25	5	4	1.16186298759894
2546__WILDTYPE_SNP_INDIV	3.85535869206501	0.0495873228601518	0.211905220307986	1	24	5	4	-0.841662195048119
659__WILDTYPE_SNP_INDIV	1.69422874404927	0.193044464386839	0.456844538862378	1	26	5	4	-0.40612559116399
146__WILDTYPE_SNP_INDIV	2.53729329663247	0.11118524017506	0.337493970651558	1	22	5	4	1.23616755361023
4281__WILDTYPE_SNP_INDIV	1.02320223669756	0.311760632026283	0.584900516855837	1	21	5	4	0.40420837173342
3498__WILDTYPE_SNP_INDIV	1.64063503015086	0.200238361737163	0.467157947485	1	26	5	4	0.244306354748371
2695__WILDTYPE_SNP_INDIV	2.48154448861669	0.115189088763639	0.343776391154666	1	26	5	4	-0.335707115092017
3440__WILDTYPE_SNP_INDIV	13.5979396412517	0.000226433908462176	0.00729299548127506	1	26	5	4	0.60572712591194
3629__WILDTYPE_SNP_INDIV	1.14994202239484	0.283561286688886	0.556568758617573	1	23	5	4	0.656352150508155
4081__WILDTYPE_SNP_INDIV	7.79068111323625	0.00525163939807885	0.0560058166030676	1	21	5	4	-1.52165308266574
2172__WILDTYPE_SNP_INDIV	0.356014162006204	0.550728244460421	0.77096100500304	1	25	5	4	0.247097391485833
1078__WILDTYPE_SNP_INDIV	0.98811322020947	0.32020395758295	0.593075894229941	1	26	5	4	0.166264902541706
4063__WILDTYPE_SNP_INDIV	0.135483057709166	0.712813409818502	0.864475527986	1	12	5	4	-0.230003429811527
318__WILDTYPE_SNP_INDIV	0.190609975783445	0.662409424190983	0.838402325684427	1	26	5	4	-0.12061411363455
3043__WILDTYPE_SNP_INDIV	0.113155564610452	0.736579778926531	0.875411527767487	1	26	5	4	0.100280792895368
971__WILDTYPE_SNP_INDIV	1.78133874353739	0.181985022340719	0.441529889895406	1	26	5	4	0.462157357524751
2851__WILDTYPE_SNP_INDIV	0.253816881722969	0.614400224633879	0.810388271499258	1	24	5	4	-0.222728914984851
3674__WILDTYPE_SNP_INDIV	2.40167901210953e-05	0.996089828512904	0.998169782216209	1	26	5	4	-0.000872989438030242
799__WILDTYPE_SNP_INDIV	21.6745405572951	3.23050489653524e-06	0.000271985842078467	1	26	5	4	1.82620861761659
4216__WILDTYPE_SNP_INDIV	0.0357632463085338	0.850005248398023	0.92941811497393	1	18	5	4	-0.116510391396829
3060__WILDTYPE_SNP_INDIV	3.99198225032706	0.0457172502113401	0.203145447929835	1	26	5	4	-0.62302336252318
668__WILDTYPE_SNP_INDIV	0.242137736421341	0.622666374463253	0.815550199522148	1	9	5	4	-0.62273325619995
2520__WILDTYPE_SNP_INDIV	0.0678517149653999	0.794490750640299	0.903038640203827	1	26	5	4	-0.0466439839958336
914__WILDTYPE_SNP_INDIV	1.67553174330169	0.195519238280283	0.461533115842145	1	26	5	4	-0.401896155323819
2497__WILDTYPE_SNP_INDIV	36.6823051821493	1.39035742063924e-09	3.15690582308152e-07	1	26	5	4	0.860465477292625
1774__WILDTYPE_SNP_INDIV	0.461646276443844	0.496855587151725	0.736383558598249	1	26	5	4	-0.176892283369056
2552__WILDTYPE_SNP_INDIV	0.135652982348347	0.712641361830771	0.864475527986	1	26	5	4	-0.0881544717506343
541__WILDTYPE_SNP_INDIV	0.338168541230061	0.560888287065795	0.778116692797642	1	26	5	4	0.126357628265237
4588__WILDTYPE_SNP_INDIV	5.25661809008102	0.0218634633319324	0.132679928675486	1	12	5	4	-2.74075068112544
4468__WILDTYPE_SNP_INDIV	79.9477845825001	3.84435959879996e-19	1.53742347622008e-16	1	10	5	4	-0.537863497769313
3093__WILDTYPE_SNP_INDIV	0.325993011634637	0.568028128891409	0.781656013955604	1	26	5	4	-0.127736215451365
1074__WILDTYPE_SNP_INDIV	3.70032613357807	0.0544018335436771	0.223522602034338	1	26	5	4	0.793981937404106
2408__WILDTYPE_SNP_INDIV	2.75677459103019	0.0968433076079287	0.316372384758645	1	16	5	4	1.00711992087868
2240__WILDTYPE_SNP_INDIV	3.02814152382643	0.0818316989330126	0.286440790065301	1	26	5	4	0.488231713355021
1059__WILDTYPE_SNP_INDIV	2.02625828768851	0.154600823144784	0.404949832082628	1	26	5	4	-0.372982621586551
3105__WILDTYPE_SNP_INDIV	0.0214448990641358	0.883573444541917	0.947026772573835	1	26	5	4	0.0518177474694808
2004__WILDTYPE_SNP_INDIV	17.1124741752658	3.52301524649137e-05	0.00185790661185847	1	22	5	4	1.05580399937836
2047__WILDTYPE_SNP_INDIV	0.255504246868895	0.613225759408411	0.810060829892124	1	26	5	4	-0.0753619572997447
1135__WILDTYPE_SNP_INDIV	0.150945646443233	0.697633297816024	0.856032266995422	1	26	5	4	-0.158624985727045
3562__WILDTYPE_SNP_INDIV	1.3647191766886	0.24272127854021	0.512418694598654	1	25	5	4	0.3063929411933
1731__WILDTYPE_SNP_INDIV	1.18752779253236	0.275828797591429	0.549216721992811	1	26	5	4	-0.260314471345627
892__WILDTYPE_SNP_INDIV	1.73280743178952	0.188052759327077	0.44988294716383	1	24	5	4	0.465152567605374
3076__WILDTYPE_SNP_INDIV	4.10144068358795	0.0428466886719521	0.196081554613219	1	26	5	4	-0.429433009662879
1736__WILDTYPE_SNP_INDIV	12.2123786480001	0.000474734673703702	0.0123514995685551	1	26	5	4	0.660702129527095
2959__WILDTYPE_SNP_INDIV	0.00857430673795534	0.926223288179128	0.968291315583969	1	26	5	4	-0.0184148308484619
1657__WILDTYPE_SNP_INDIV	0.0384182720354147	0.844605629501137	0.927260781802847	1	26	5	4	-0.0627813182579225
2308__WILDTYPE_SNP_INDIV	2.97690604973377	0.0844605838725945	0.291811621313593	1	26	5	4	0.463843140692096
22__WILDTYPE_SNP_INDIV	1.21581671892386	0.27018318767658	0.543651621660338	1	24	5	4	0.491858771549609
693__WILDTYPE_SNP_INDIV	0.0228854737401889	0.879755274675823	0.946836860993334	1	26	5	4	0.0247220011026492
1326__WILDTYPE_SNP_INDIV	0.118717370444756	0.730429789512077	0.872868968427679	1	26	5	4	-0.0908773498512295
2510__WILDTYPE_SNP_INDIV	0.0516997241315948	0.820131588103412	0.917011065076485	1	26	5	4	0.0531441609776834
2033__WILDTYPE_SNP_INDIV	1.87870218113937	0.170481726649833	0.425008730489635	1	21	5	4	0.769212871592266
3079__WILDTYPE_SNP_INDIV	0.226748350317393	0.633945430211875	0.822588890651712	1	26	5	4	0.0703579782330975
134__WILDTYPE_SNP_INDIV	4.80199152976684	0.0284268586998768	0.154739173518529	1	26	5	4	0.41709482805142
1255__WILDTYPE_SNP_INDIV	0.0122529077414129	0.911859913501073	0.960657381135612	1	24	5	4	0.0480153368565047
1312__WILDTYPE_SNP_INDIV	1.09614675390867	0.295113288575568	0.569134294791826	1	26	5	4	0.288165865248443
1618__WILDTYPE_SNP_INDIV	11.9701696818194	0.000540590184342073	0.0133173293650805	1	22	5	4	-2.68312847503658
3268__WILDTYPE_SNP_INDIV	0.0982747300936921	0.753909931402618	0.88355839385655	1	14	5	4	-0.24547389180298
253__WILDTYPE_SNP_INDIV	0.177269661920491	0.673730226207841	0.841549025395999	1	26	5	4	-0.0682321655125268
4325__WILDTYPE_SNP_INDIV	0.0470325201101787	0.828309795708491	0.921005261724988	1	24	5	4	-0.107658871123124
2403__WILDTYPE_SNP_INDIV	4.2149197637616	0.0400699613141289	0.18898872044725	1	26	5	4	-0.721667775124254
252__WILDTYPE_SNP_INDIV	1.36395020825898	0.242854047517896	0.512418694598654	1	26	5	4	-0.312363574262383
2467__WILDTYPE_SNP_INDIV	3.87303118713908	0.0490678276115457	0.210622991688558	1	26	5	4	0.41430864722098
1013__WILDTYPE_SNP_INDIV	0.0827056846519554	0.773663693006881	0.893894240213553	1	26	5	4	0.048779799048542
1023__WILDTYPE_SNP_INDIV	3.33538521311709	0.0678045278704833	0.257431906052571	1	24	5	4	0.914898774881871
87__WILDTYPE_SNP_INDIV	1.11330535100115	0.29136456560432	0.565867482936112	1	26	5	4	0.271465496327319
2680__WILDTYPE_SNP_INDIV	8.76033415478196	0.00307852639189526	0.0404595535383209	1	26	5	4	-0.375650554458196
2185__WILDTYPE_SNP_INDIV	0.0309104941575242	0.860440223467085	0.936550835204932	1	26	5	4	-0.032177524327127
3698__WILDTYPE_SNP_INDIV	0.409392631798255	0.522277942520388	0.753254461406998	1	26	5	4	-0.104512315583067
830__WILDTYPE_SNP_INDIV	0.140298372176403	0.707984570002597	0.862120769206411	1	26	5	4	0.0662069245988303
1707__WILDTYPE_SNP_INDIV	0.523447514802001	0.469374763858868	0.713503164953661	1	26	5	4	-0.248010816066482
268__WILDTYPE_SNP_INDIV	0.000243393315486173	0.987552653831795	0.993526699728288	1	26	5	4	0.00276032172575711
2882__WILDTYPE_SNP_INDIV	4.02351594474885	0.0448700801830075	0.201999544838887	1	26	5	4	0.472439550713914
3752__WILDTYPE_SNP_INDIV	6.15611417372293	0.0130958594976002	0.0994602213865701	1	24	5	4	1.16568166691542
1999__WILDTYPE_SNP_INDIV	14.3596142348656	0.000151006623259417	0.00563574366910433	1	26	5	4	-0.881676252608127
2629__WILDTYPE_SNP_INDIV	1.23414553873727	0.266602341744102	0.539613934217608	1	26	5	4	0.255965582206617
3942__WILDTYPE_SNP_INDIV	0.00163502730879372	0.967745951655848	0.985066496616389	1	22	5	4	0.0200871262847039
238__WILDTYPE_SNP_INDIV	3.44620341595669	0.0633972377690375	0.247029336569234	1	26	5	4	0.562592118901996
4673__WILDTYPE_SNP_INDIV	5.91055948459734	0.0150503911418305	0.107643408094017	1	26	5	4	0.451101267183519
3613__WILDTYPE_SNP_INDIV	2.55308039547367	0.110079444738977	0.336692960677089	1	19	5	4	-0.877635775577367
456__WILDTYPE_SNP_INDIV	4.53011603117648	0.033303359625066	0.16894590152293	1	25	5	4	0.679833803603922
1824__WILDTYPE_SNP_INDIV	0.205399359937928	0.650397487995955	0.831804632304774	1	26	5	4	0.0937750938910852
3774__WILDTYPE_SNP_INDIV	3.287215384501	0.0698213419663772	0.261743563878904	1	26	5	4	0.320860470362538
3494__WILDTYPE_SNP_INDIV	12.4111530185443	0.00042677727725604	0.0115062031098412	1	22	5	4	1.59878820180965
1765__WILDTYPE_SNP_INDIV	3.81836661001398	0.0506936339235156	0.214828419776265	1	26	5	4	0.353971219325012
380__WILDTYPE_SNP_INDIV	2.59999060616838	0.106864348403137	0.332892176916836	1	26	5	4	0.287344973977385
3626__WILDTYPE_SNP_INDIV	0.474656097710067	0.490852908261759	0.731099660691553	1	25	5	4	0.267391919166079
1270__WILDTYPE_SNP_INDIV	2.92554510002719	0.087187774836984	0.298228176366847	1	25	5	4	0.599071704676908
4056__WILDTYPE_SNP_INDIV	1.51207256025691	0.218823104260739	0.492095631371736	1	19	5	4	-0.858496077362301
1790__WILDTYPE_SNP_INDIV	1.65288170476788	0.19856716906482	0.46501347406727	1	26	5	4	0.263215669997201
3469__WILDTYPE_SNP_INDIV	0.444368720597367	0.505021362074346	0.741512050227274	1	26	5	4	0.211108053881605
2378__WILDTYPE_SNP_INDIV	0.676679048563528	0.410732632764835	0.66827644835592	1	26	5	4	0.1434517518341
1760__WILDTYPE_SNP_INDIV	0.45606418709076	0.499469148039697	0.737986147062625	1	26	5	4	0.124452410392855
4672__WILDTYPE_SNP_INDIV	0.0600265267759141	0.806454018776908	0.909345121266537	1	6	5	4	0.251599914741176
4693__WILDTYPE_SNP_INDIV	2.20374604773212	0.137675805489321	0.379930614516486	1	9	5	4	3.15904566727141
887__WILDTYPE_SNP_INDIV	0.0956621499574339	0.757098667461138	0.885311039265594	1	26	5	4	0.0849773900802025
4459__WILDTYPE_SNP_INDIV	0.864360354911469	0.352521347143434	0.616751711608217	1	25	5	4	-0.376353658531391
4523__WILDTYPE_SNP_INDIV	24.4067673337872	7.79942360127654e-07	8.31765196945025e-05	1	26	5	4	0.721547666000632
1748__WILDTYPE_SNP_INDIV	0.649432668204781	0.420315588500747	0.676621731624368	1	26	5	4	-0.24722426980541
2906__WILDTYPE_SNP_INDIV	13.3412632541199	0.000259629391947311	0.00803846098035578	1	26	5	4	0.500307312632123
1867__WILDTYPE_SNP_INDIV	0.222589779085865	0.63707368219919	0.823408726332861	1	26	5	4	-0.236798211347962
378__WILDTYPE_SNP_INDIV	1.19363089895842	0.274598382568238	0.547940805798326	1	26	5	4	0.261819880640998
4666__WILDTYPE_SNP_INDIV	0.00237743264460732	0.961111417318356	0.982054774831938	1	26	5	4	0.00980649854607009
869__WILDTYPE_SNP_INDIV	2.15476603797197	0.142128091305504	0.386006061219646	1	21	5	4	-1.15868666409935
4120__WILDTYPE_SNP_INDIV	2.33129776473629	0.126796128878692	0.362138218091604	1	26	5	4	0.527384949944485
3611__WILDTYPE_SNP_INDIV	7.04512825967913	0.00794811330038736	0.0737649085689145	1	24	5	4	0.985615127822624
4338__WILDTYPE_SNP_INDIV	0.317546937752013	0.573085588252821	0.78466126619837	1	26	5	4	0.072587856700943
1603__WILDTYPE_SNP_INDIV	0.580018596950595	0.446305031613787	0.698570726260458	1	26	5	4	0.122030291268628
2216__WILDTYPE_SNP_INDIV	1.220906721841	0.269182780877347	0.542320808325101	1	12	5	4	-0.660764965412843
4453__WILDTYPE_SNP_INDIV	0.0902951619634678	0.76380225317606	0.888532379231549	1	17	5	4	0.173609860552527
1876__WILDTYPE_SNP_INDIV	1.37188846024765	0.241487684960865	0.512136753405431	1	26	5	4	0.143498370627564
1373__WILDTYPE_SNP_INDIV	0.015705882851762	0.900267754273957	0.954858407166745	1	26	5	4	-0.0202105266647981
2425__WILDTYPE_SNP_INDIV	1.35637518406975	0.244166683017839	0.513477612534009	1	26	5	4	0.231259589685296
4650__WILDTYPE_SNP_INDIV	0.028516369196268	0.865900545032607	0.939935923006442	1	24	5	4	0.0542707311387677
4315__WILDTYPE_SNP_INDIV	3.68741442395822	0.0548245416584838	0.224602271189847	1	26	5	4	0.404107697653086
2076__WILDTYPE_SNP_INDIV	5.64988767027148	0.0174564903463876	0.117494666440833	1	26	5	4	0.590142395659538
2771__WILDTYPE_SNP_INDIV	1.34305093549824	0.24649664543475	0.515739032763299	1	26	5	4	0.419463039851648
2685__WILDTYPE_SNP_INDIV	0.629970900891749	0.427365987840919	0.683871082243605	1	26	5	4	0.233400438279312
1752__WILDTYPE_SNP_INDIV	2.5424286960706	0.110824199791725	0.337037601267737	1	26	5	4	-0.361085889406051
804__WILDTYPE_SNP_INDIV	0.0214987662284329	0.883428354648969	0.947026772573835	1	26	5	4	-0.0272850084906051
1330__WILDTYPE_SNP_INDIV	4.83744646182959	0.0278481020912851	0.152560550155339	1	26	5	4	-0.569803787161248
920__WILDTYPE_SNP_INDIV	1.36845904616621	0.242076817399439	0.512418694598654	1	26	5	4	0.311195843532803
3390__WILDTYPE_SNP_INDIV	22.8122122335784	1.78627037141918e-06	0.000171446230248813	1	20	5	4	2.71687451678993
2351__WILDTYPE_SNP_INDIV	0.043643211192375	0.834518828070452	0.923326256675276	1	26	5	4	-0.0449114768565104
3952__WILDTYPE_SNP_INDIV	0.798397104423202	0.371573041432936	0.635035265611346	1	26	5	4	-0.276442243928478
1225__WILDTYPE_SNP_INDIV	0.45888381377199	0.498146086757086	0.737612795540652	1	26	5	4	0.153288009922998
3664__WILDTYPE_SNP_INDIV	2.46134064230563	0.116679157060626	0.346360766264971	1	8	5	4	2.059154823288
2599__WILDTYPE_SNP_INDIV	1.97418785620266	0.160004045413461	0.411941745675536	1	26	5	4	0.231897708980083
4211__WILDTYPE_SNP_INDIV	0.0483139111174751	0.826023604597257	0.919955274648929	1	21	5	4	-0.145160521097207
4307__WILDTYPE_SNP_INDIV	8.03618668271702	0.00458519612729231	0.0527682403234432	1	26	5	4	-0.396586020888289
3100__WILDTYPE_SNP_INDIV	2.54790750636948	0.110440437615753	0.336929877617969	1	26	5	4	0.298149479497709
4679__WILDTYPE_SNP_INDIV	0.249908203708401	0.617139721452811	0.812302118280867	1	13	5	4	-0.693225923688251
1939__WILDTYPE_SNP_INDIV	5.11787356279456	0.0236806174419316	0.139098265732962	1	26	5	4	-0.455635842559021
1582__WILDTYPE_SNP_INDIV	0.152609813044364	0.696053699961119	0.855406326789605	1	26	5	4	0.0986798963401321
4362__WILDTYPE_SNP_INDIV	3.15084599821512	0.0758876089335488	0.275372126933004	1	26	5	4	0.29291335657667
55__WILDTYPE_SNP_INDIV	5.89743640663482	0.0151629389188489	0.107643408094017	1	25	5	4	1.03766621013975
